type_instance,type,value,host,time
used,memory,396791808.0,VM10-1-9-207,03:48:45.601390
buffered,memory,165195776.0,VM10-1-9-207,03:48:55.601438
cached,memory,3813421056.0,VM10-1-9-207,03:48:55.601438
free,memory,3626438656.0,VM10-1-9-207,03:48:55.601438
slab_recl,memory,333307904.0,VM10-1-9-207,03:48:55.601438
slab_unrecl,memory,40693760.0,VM10-1-9-207,03:48:55.601438
used,memory,396599296.0,VM10-1-9-207,03:48:55.601438
buffered,memory,165199872.0,VM10-1-9-207,03:49:05.602044
cached,memory,3813429248.0,VM10-1-9-207,03:49:05.602044
free,memory,3623862272.0,VM10-1-9-207,03:49:05.602044
slab_recl,memory,333312000.0,VM10-1-9-207,03:49:05.602044
slab_unrecl,memory,41115648.0,VM10-1-9-207,03:49:05.602044
used,memory,398737408.0,VM10-1-9-207,03:49:05.602044
buffered,memory,165203968.0,VM10-1-9-207,03:49:15.601333
cached,memory,3813437440.0,VM10-1-9-207,03:49:15.601333
free,memory,3621990400.0,VM10-1-9-207,03:49:15.601333
slab_recl,memory,333316096.0,VM10-1-9-207,03:49:15.601333
slab_unrecl,memory,40992768.0,VM10-1-9-207,03:49:15.601333
used,memory,400715776.0,VM10-1-9-207,03:49:15.601333
buffered,memory,165212160.0,VM10-1-9-207,03:49:25.601398
cached,memory,3813445632.0,VM10-1-9-207,03:49:25.601398
free,memory,3619921920.0,VM10-1-9-207,03:49:25.601398
slab_recl,memory,333316096.0,VM10-1-9-207,03:49:25.601398
slab_unrecl,memory,40804352.0,VM10-1-9-207,03:49:25.601398
used,memory,402956288.0,VM10-1-9-207,03:49:25.601398
buffered,memory,165220352.0,VM10-1-9-207,03:49:35.602904
cached,memory,3813453824.0,VM10-1-9-207,03:49:35.602904
free,memory,3618082816.0,VM10-1-9-207,03:49:35.602904
slab_recl,memory,333312000.0,VM10-1-9-207,03:49:35.602904
slab_unrecl,memory,40730624.0,VM10-1-9-207,03:49:35.602904
used,memory,404856832.0,VM10-1-9-207,03:49:35.602904
buffered,memory,165228544.0,VM10-1-9-207,03:49:45.605386
cached,memory,3813462016.0,VM10-1-9-207,03:49:45.605386
free,memory,3617222656.0,VM10-1-9-207,03:49:45.605386
slab_recl,memory,333320192.0,VM10-1-9-207,03:49:45.605386
slab_unrecl,memory,41086976.0,VM10-1-9-207,03:49:45.605386
used,memory,405336064.0,VM10-1-9-207,03:49:45.605386
buffered,memory,165236736.0,VM10-1-9-207,03:49:55.601773
cached,memory,3813470208.0,VM10-1-9-207,03:49:55.601773
free,memory,3614932992.0,VM10-1-9-207,03:49:55.601773
slab_recl,memory,333320192.0,VM10-1-9-207,03:49:55.601773
slab_unrecl,memory,40894464.0,VM10-1-9-207,03:49:55.601773
used,memory,407801856.0,VM10-1-9-207,03:49:55.601773
buffered,memory,165244928.0,VM10-1-9-207,03:50:05.601433
cached,memory,3813478400.0,VM10-1-9-207,03:50:05.601433
free,memory,3612807168.0,VM10-1-9-207,03:50:05.601433
slab_recl,memory,333320192.0,VM10-1-9-207,03:50:05.601433
slab_unrecl,memory,41193472.0,VM10-1-9-207,03:50:05.601433
used,memory,409612288.0,VM10-1-9-207,03:50:05.601433
buffered,memory,165261312.0,VM10-1-9-207,03:50:15.601589
cached,memory,3813482496.0,VM10-1-9-207,03:50:15.601589
free,memory,3610517504.0,VM10-1-9-207,03:50:15.601589
slab_recl,memory,333320192.0,VM10-1-9-207,03:50:15.601589
slab_unrecl,memory,40996864.0,VM10-1-9-207,03:50:15.601589
used,memory,412078080.0,VM10-1-9-207,03:50:15.601589
buffered,memory,165261312.0,VM10-1-9-207,03:50:25.601383
cached,memory,3813494784.0,VM10-1-9-207,03:50:25.601383
free,memory,3608612864.0,VM10-1-9-207,03:50:25.601383
slab_recl,memory,333307904.0,VM10-1-9-207,03:50:25.601383
slab_unrecl,memory,40775680.0,VM10-1-9-207,03:50:25.601383
used,memory,414203904.0,VM10-1-9-207,03:50:25.601383
buffered,memory,165269504.0,VM10-1-9-207,03:50:35.601374
cached,memory,3813502976.0,VM10-1-9-207,03:50:35.601374
free,memory,3608674304.0,VM10-1-9-207,03:50:35.601374
slab_recl,memory,333307904.0,VM10-1-9-207,03:50:35.601374
slab_unrecl,memory,40689664.0,VM10-1-9-207,03:50:35.601374
used,memory,414212096.0,VM10-1-9-207,03:50:35.601374
buffered,memory,165273600.0,VM10-1-9-207,03:50:45.601376
cached,memory,3813511168.0,VM10-1-9-207,03:50:45.601376
free,memory,3606675456.0,VM10-1-9-207,03:50:45.601376
slab_recl,memory,333312000.0,VM10-1-9-207,03:50:45.601376
slab_unrecl,memory,41136128.0,VM10-1-9-207,03:50:45.601376
used,memory,415748096.0,VM10-1-9-207,03:50:45.601376
buffered,memory,165285888.0,VM10-1-9-207,03:50:55.601379
cached,memory,3813449728.0,VM10-1-9-207,03:50:55.601379
free,memory,3797078016.0,VM10-1-9-207,03:50:55.601379
slab_recl,memory,333299712.0,VM10-1-9-207,03:50:55.601379
slab_unrecl,memory,41222144.0,VM10-1-9-207,03:50:55.601379
used,memory,225320960.0,VM10-1-9-207,03:50:55.601379
