type_instance,type,value,host,time
free,memory,3672272896.0,VM10-1-9-207,03:45:04.319515
slab_recl,memory,333033472.0,VM10-1-9-207,03:45:04.319515
slab_unrecl,memory,40759296.0,VM10-1-9-207,03:45:04.319515
used,memory,353144832.0,VM10-1-9-207,03:45:04.319515
buffered,memory,164937728.0,VM10-1-9-207,03:45:14.319718
cached,memory,3811528704.0,VM10-1-9-207,03:45:14.319718
free,memory,3670204416.0,VM10-1-9-207,03:45:14.319718
slab_recl,memory,333021184.0,VM10-1-9-207,03:45:14.319718
slab_unrecl,memory,40611840.0,VM10-1-9-207,03:45:14.319718
used,memory,355352576.0,VM10-1-9-207,03:45:14.319718
buffered,memory,164945920.0,VM10-1-9-207,03:45:24.319630
cached,memory,3811532800.0,VM10-1-9-207,03:45:24.319630
free,memory,3668041728.0,VM10-1-9-207,03:45:24.319630
slab_recl,memory,333029376.0,VM10-1-9-207,03:45:24.319630
slab_unrecl,memory,40570880.0,VM10-1-9-207,03:45:24.319630
used,memory,357535744.0,VM10-1-9-207,03:45:24.319630
buffered,memory,164962304.0,VM10-1-9-207,03:45:34.319537
cached,memory,3811540992.0,VM10-1-9-207,03:45:34.319537
free,memory,3663564800.0,VM10-1-9-207,03:45:34.319537
slab_recl,memory,333025280.0,VM10-1-9-207,03:45:34.319537
slab_unrecl,memory,40869888.0,VM10-1-9-207,03:45:34.319537
used,memory,361693184.0,VM10-1-9-207,03:45:34.319537
