type_instance,value,type,host,instance,time
wait,3387.0,cpu,VM10-1-9-207,0,00:55:22.401790
wait,4391.0,cpu,VM10-1-9-207,1,00:55:22.401791
wait,4094.0,cpu,VM10-1-9-207,2,00:55:22.401791
wait,3687.0,cpu,VM10-1-9-207,3,00:55:22.401792
nice,32.0,cpu,VM10-1-9-207,0,00:55:22.401792
nice,0.0,cpu,VM10-1-9-207,1,00:55:22.401793
nice,7516.0,cpu,VM10-1-9-207,2,00:55:22.401793
nice,0.0,cpu,VM10-1-9-207,3,00:55:22.401794
interrupt,0.0,cpu,VM10-1-9-207,0,00:55:22.401795
interrupt,0.0,cpu,VM10-1-9-207,1,00:55:22.401796
interrupt,0.0,cpu,VM10-1-9-207,2,00:55:22.401796
interrupt,0.0,cpu,VM10-1-9-207,3,00:55:22.401797
softirq,219.0,cpu,VM10-1-9-207,0,00:55:22.401798
softirq,117.0,cpu,VM10-1-9-207,1,00:55:22.401798
softirq,224.0,cpu,VM10-1-9-207,2,00:55:22.401799
softirq,214.0,cpu,VM10-1-9-207,3,00:55:22.401799
steal,60.0,cpu,VM10-1-9-207,0,00:55:22.401800
steal,65.0,cpu,VM10-1-9-207,1,00:55:22.401801
steal,230.0,cpu,VM10-1-9-207,2,00:55:22.401802
steal,155.0,cpu,VM10-1-9-207,3,00:55:22.401802
idle,5790707.0,cpu,VM10-1-9-207,0,00:55:22.401803
idle,5785757.0,cpu,VM10-1-9-207,1,00:55:22.401803
idle,5776172.0,cpu,VM10-1-9-207,2,00:55:22.401804
idle,5826628.0,cpu,VM10-1-9-207,3,00:55:22.401805
user,97455.0,cpu,VM10-1-9-207,0,00:55:32.401827
user,99264.0,cpu,VM10-1-9-207,1,00:55:32.401846
user,97440.0,cpu,VM10-1-9-207,2,00:55:32.401852
user,59412.0,cpu,VM10-1-9-207,3,00:55:32.401857
system,5989.0,cpu,VM10-1-9-207,0,00:55:32.401862
system,7644.0,cpu,VM10-1-9-207,1,00:55:32.401872
system,7500.0,cpu,VM10-1-9-207,2,00:55:32.401873
system,6989.0,cpu,VM10-1-9-207,3,00:55:32.401874
wait,3387.0,cpu,VM10-1-9-207,0,00:55:32.401875
wait,4391.0,cpu,VM10-1-9-207,1,00:55:32.401876
wait,4097.0,cpu,VM10-1-9-207,2,00:55:32.401877
wait,3687.0,cpu,VM10-1-9-207,3,00:55:32.401878
nice,32.0,cpu,VM10-1-9-207,0,00:55:32.401879
nice,0.0,cpu,VM10-1-9-207,1,00:55:32.401880
nice,7516.0,cpu,VM10-1-9-207,2,00:55:32.401881
nice,0.0,cpu,VM10-1-9-207,3,00:55:32.401882
interrupt,0.0,cpu,VM10-1-9-207,0,00:55:32.401884
interrupt,0.0,cpu,VM10-1-9-207,1,00:55:32.401884
interrupt,0.0,cpu,VM10-1-9-207,2,00:55:32.401886
interrupt,0.0,cpu,VM10-1-9-207,3,00:55:32.401886
softirq,219.0,cpu,VM10-1-9-207,0,00:55:32.401887
softirq,117.0,cpu,VM10-1-9-207,1,00:55:32.401889
softirq,224.0,cpu,VM10-1-9-207,2,00:55:32.401890
softirq,214.0,cpu,VM10-1-9-207,3,00:55:32.401891
steal,60.0,cpu,VM10-1-9-207,0,00:55:32.401892
steal,65.0,cpu,VM10-1-9-207,1,00:55:32.401893
steal,230.0,cpu,VM10-1-9-207,2,00:55:32.401894
steal,155.0,cpu,VM10-1-9-207,3,00:55:32.401895
idle,5791706.0,cpu,VM10-1-9-207,0,00:55:32.401896
idle,5786756.0,cpu,VM10-1-9-207,1,00:55:32.401897
idle,5777165.0,cpu,VM10-1-9-207,2,00:55:32.401898
idle,5826628.0,cpu,VM10-1-9-207,3,00:55:32.401899
user,97455.0,cpu,VM10-1-9-207,0,00:55:42.401770
user,99265.0,cpu,VM10-1-9-207,1,00:55:42.401974
user,97441.0,cpu,VM10-1-9-207,2,00:55:42.401978
user,60412.0,cpu,VM10-1-9-207,3,00:55:42.401991
system,5989.0,cpu,VM10-1-9-207,0,00:55:42.401995
system,7645.0,cpu,VM10-1-9-207,1,00:55:42.402008
system,7501.0,cpu,VM10-1-9-207,2,00:55:42.402009
system,6990.0,cpu,VM10-1-9-207,3,00:55:42.402009
wait,3387.0,cpu,VM10-1-9-207,0,00:55:42.402010
wait,4391.0,cpu,VM10-1-9-207,1,00:55:42.402011
wait,4098.0,cpu,VM10-1-9-207,2,00:55:42.402012
wait,3687.0,cpu,VM10-1-9-207,3,00:55:42.402012
nice,32.0,cpu,VM10-1-9-207,0,00:55:42.402013
nice,0.0,cpu,VM10-1-9-207,1,00:55:42.402014
nice,7516.0,cpu,VM10-1-9-207,2,00:55:42.402014
nice,0.0,cpu,VM10-1-9-207,3,00:55:42.402015
interrupt,0.0,cpu,VM10-1-9-207,0,00:55:42.402016
interrupt,0.0,cpu,VM10-1-9-207,1,00:55:42.402016
interrupt,0.0,cpu,VM10-1-9-207,2,00:55:42.402017
interrupt,0.0,cpu,VM10-1-9-207,3,00:55:42.402018
softirq,219.0,cpu,VM10-1-9-207,0,00:55:42.402018
softirq,117.0,cpu,VM10-1-9-207,1,00:55:42.402019
softirq,224.0,cpu,VM10-1-9-207,2,00:55:42.402023
softirq,214.0,cpu,VM10-1-9-207,3,00:55:42.402024
steal,60.0,cpu,VM10-1-9-207,0,00:55:42.402025
steal,65.0,cpu,VM10-1-9-207,1,00:55:42.402025
steal,230.0,cpu,VM10-1-9-207,2,00:55:42.402026
steal,155.0,cpu,VM10-1-9-207,3,00:55:42.402026
idle,5792706.0,cpu,VM10-1-9-207,0,00:55:42.402027
idle,5787754.0,cpu,VM10-1-9-207,1,00:55:42.403353
idle,5778162.0,cpu,VM10-1-9-207,2,00:55:42.403355
idle,5826628.0,cpu,VM10-1-9-207,3,00:55:42.403356
user,97455.0,cpu,VM10-1-9-207,0,00:55:52.401873
user,99265.0,cpu,VM10-1-9-207,1,00:55:52.401881
user,97442.0,cpu,VM10-1-9-207,2,00:55:52.401886
user,61412.0,cpu,VM10-1-9-207,3,00:55:52.401890
system,5989.0,cpu,VM10-1-9-207,0,00:55:52.401894
system,7646.0,cpu,VM10-1-9-207,1,00:55:52.401897
system,7502.0,cpu,VM10-1-9-207,2,00:55:52.401898
system,6990.0,cpu,VM10-1-9-207,3,00:55:52.401899
wait,3387.0,cpu,VM10-1-9-207,0,00:55:52.401900
wait,4391.0,cpu,VM10-1-9-207,1,00:55:52.401900
wait,4098.0,cpu,VM10-1-9-207,2,00:55:52.401901
wait,3687.0,cpu,VM10-1-9-207,3,00:55:52.401901
nice,32.0,cpu,VM10-1-9-207,0,00:55:52.401902
nice,0.0,cpu,VM10-1-9-207,1,00:55:52.401903
nice,7516.0,cpu,VM10-1-9-207,2,00:55:52.401904
nice,0.0,cpu,VM10-1-9-207,3,00:55:52.401904
interrupt,0.0,cpu,VM10-1-9-207,0,00:55:52.401905
interrupt,0.0,cpu,VM10-1-9-207,1,00:55:52.401906
interrupt,0.0,cpu,VM10-1-9-207,2,00:55:52.401906
interrupt,0.0,cpu,VM10-1-9-207,3,00:55:52.401907
softirq,219.0,cpu,VM10-1-9-207,0,00:55:52.401908
softirq,117.0,cpu,VM10-1-9-207,1,00:55:52.401908
softirq,224.0,cpu,VM10-1-9-207,2,00:55:52.401909
softirq,214.0,cpu,VM10-1-9-207,3,00:55:52.401910
steal,60.0,cpu,VM10-1-9-207,0,00:55:52.401911
steal,65.0,cpu,VM10-1-9-207,1,00:55:52.401911
steal,230.0,cpu,VM10-1-9-207,2,00:55:52.401912
steal,155.0,cpu,VM10-1-9-207,3,00:55:52.401913
idle,5793704.0,cpu,VM10-1-9-207,0,00:55:52.401914
idle,5788753.0,cpu,VM10-1-9-207,1,00:55:52.401915
idle,5779158.0,cpu,VM10-1-9-207,2,00:55:52.401916
idle,5826628.0,cpu,VM10-1-9-207,3,00:55:52.401917
user,97455.0,cpu,VM10-1-9-207,0,00:56:02.401966
user,99265.0,cpu,VM10-1-9-207,1,00:56:02.401992
user,98434.0,cpu,VM10-1-9-207,2,00:56:02.402014
user,61420.0,cpu,VM10-1-9-207,3,00:56:02.402029
system,5989.0,cpu,VM10-1-9-207,0,00:56:02.402474
system,7648.0,cpu,VM10-1-9-207,1,00:56:02.402480
system,7505.0,cpu,VM10-1-9-207,2,00:56:02.402486
system,6990.0,cpu,VM10-1-9-207,3,00:56:02.402493
wait,3388.0,cpu,VM10-1-9-207,0,00:56:02.402498
wait,4391.0,cpu,VM10-1-9-207,1,00:56:02.402500
wait,4098.0,cpu,VM10-1-9-207,2,00:56:02.402501
wait,3688.0,cpu,VM10-1-9-207,3,00:56:02.402502
nice,32.0,cpu,VM10-1-9-207,0,00:56:02.402503
nice,0.0,cpu,VM10-1-9-207,1,00:56:02.402508
nice,7516.0,cpu,VM10-1-9-207,2,00:56:02.402509
nice,0.0,cpu,VM10-1-9-207,3,00:56:02.402511
interrupt,0.0,cpu,VM10-1-9-207,0,00:56:02.402512
interrupt,0.0,cpu,VM10-1-9-207,1,00:56:02.402514
interrupt,0.0,cpu,VM10-1-9-207,2,00:56:02.402514
interrupt,0.0,cpu,VM10-1-9-207,3,00:56:02.402516
softirq,219.0,cpu,VM10-1-9-207,0,00:56:02.402517
softirq,117.0,cpu,VM10-1-9-207,1,00:56:02.402518
softirq,224.0,cpu,VM10-1-9-207,2,00:56:02.402519
softirq,214.0,cpu,VM10-1-9-207,3,00:56:02.402520
steal,60.0,cpu,VM10-1-9-207,0,00:56:02.402521
steal,65.0,cpu,VM10-1-9-207,1,00:56:02.402522
steal,230.0,cpu,VM10-1-9-207,2,00:56:02.402523
steal,155.0,cpu,VM10-1-9-207,3,00:56:02.402524
idle,5794703.0,cpu,VM10-1-9-207,0,00:56:02.402525
idle,5789752.0,cpu,VM10-1-9-207,1,00:56:02.402525
idle,5779163.0,cpu,VM10-1-9-207,2,00:56:02.402526
idle,5827619.0,cpu,VM10-1-9-207,3,00:56:02.402528
user,97457.0,cpu,VM10-1-9-207,0,00:56:12.401816
user,99482.0,cpu,VM10-1-9-207,1,00:56:12.401827
user,98434.0,cpu,VM10-1-9-207,2,00:56:12.401853
user,62202.0,cpu,VM10-1-9-207,3,00:56:12.401861
system,5990.0,cpu,VM10-1-9-207,0,00:56:12.401870
system,7648.0,cpu,VM10-1-9-207,1,00:56:12.401880
system,7505.0,cpu,VM10-1-9-207,2,00:56:12.401881
system,6990.0,cpu,VM10-1-9-207,3,00:56:12.401882
wait,3388.0,cpu,VM10-1-9-207,0,00:56:12.401886
wait,4391.0,cpu,VM10-1-9-207,1,00:56:12.401886
wait,4098.0,cpu,VM10-1-9-207,2,00:56:12.401887
wait,3688.0,cpu,VM10-1-9-207,3,00:56:12.401887
nice,32.0,cpu,VM10-1-9-207,0,00:56:12.401888
nice,0.0,cpu,VM10-1-9-207,1,00:56:12.401889
nice,7516.0,cpu,VM10-1-9-207,2,00:56:12.401890
nice,0.0,cpu,VM10-1-9-207,3,00:56:12.401890
interrupt,0.0,cpu,VM10-1-9-207,0,00:56:12.401891
interrupt,0.0,cpu,VM10-1-9-207,1,00:56:12.401892
interrupt,0.0,cpu,VM10-1-9-207,2,00:56:12.401893
interrupt,0.0,cpu,VM10-1-9-207,3,00:56:12.401894
softirq,219.0,cpu,VM10-1-9-207,0,00:56:12.401895
softirq,117.0,cpu,VM10-1-9-207,1,00:56:12.401896
softirq,224.0,cpu,VM10-1-9-207,2,00:56:12.401896
softirq,214.0,cpu,VM10-1-9-207,3,00:56:12.401897
steal,60.0,cpu,VM10-1-9-207,0,00:56:12.401898
steal,65.0,cpu,VM10-1-9-207,1,00:56:12.401898
steal,230.0,cpu,VM10-1-9-207,2,00:56:12.401899
steal,155.0,cpu,VM10-1-9-207,3,00:56:12.401899
idle,5795698.0,cpu,VM10-1-9-207,0,00:56:12.401900
idle,5790532.0,cpu,VM10-1-9-207,1,00:56:12.401901
idle,5780161.0,cpu,VM10-1-9-207,2,00:56:12.401901
idle,5827836.0,cpu,VM10-1-9-207,3,00:56:12.401902
user,97458.0,cpu,VM10-1-9-207,0,00:56:22.401921
user,99483.0,cpu,VM10-1-9-207,1,00:56:22.402087
user,98434.0,cpu,VM10-1-9-207,2,00:56:22.402665
user,63200.0,cpu,VM10-1-9-207,3,00:56:22.402679
system,5990.0,cpu,VM10-1-9-207,0,00:56:22.402738
system,7648.0,cpu,VM10-1-9-207,1,00:56:22.402758
system,7506.0,cpu,VM10-1-9-207,2,00:56:22.403540
system,6991.0,cpu,VM10-1-9-207,3,00:56:22.403594
wait,3388.0,cpu,VM10-1-9-207,0,00:56:22.403611
wait,4391.0,cpu,VM10-1-9-207,1,00:56:22.403692
wait,4098.0,cpu,VM10-1-9-207,2,00:56:22.403735
wait,3688.0,cpu,VM10-1-9-207,3,00:56:22.403778
nice,32.0,cpu,VM10-1-9-207,0,00:56:22.403795
nice,0.0,cpu,VM10-1-9-207,1,00:56:22.403838
nice,7516.0,cpu,VM10-1-9-207,2,00:56:22.403898
nice,0.0,cpu,VM10-1-9-207,3,00:56:22.403939
interrupt,0.0,cpu,VM10-1-9-207,0,00:56:22.403994
interrupt,0.0,cpu,VM10-1-9-207,1,00:56:22.404055
interrupt,0.0,cpu,VM10-1-9-207,2,00:56:22.404070
interrupt,0.0,cpu,VM10-1-9-207,3,00:56:22.404136
softirq,220.0,cpu,VM10-1-9-207,0,00:56:22.404217
softirq,117.0,cpu,VM10-1-9-207,1,00:56:22.404262
softirq,224.0,cpu,VM10-1-9-207,2,00:56:22.404304
softirq,215.0,cpu,VM10-1-9-207,3,00:56:22.404344
steal,60.0,cpu,VM10-1-9-207,0,00:56:22.404383
steal,65.0,cpu,VM10-1-9-207,1,00:56:22.404444
steal,230.0,cpu,VM10-1-9-207,2,00:56:22.404538
steal,156.0,cpu,VM10-1-9-207,3,00:56:22.404619
idle,5796696.0,cpu,VM10-1-9-207,0,00:56:22.404672
idle,5791531.0,cpu,VM10-1-9-207,1,00:56:22.404714
idle,5781158.0,cpu,VM10-1-9-207,2,00:56:22.404727
idle,5827836.0,cpu,VM10-1-9-207,3,00:56:22.404762
user,98457.0,cpu,VM10-1-9-207,0,00:56:32.401846
user,99483.0,cpu,VM10-1-9-207,1,00:56:32.401921
user,98435.0,cpu,VM10-1-9-207,2,00:56:32.401924
user,63200.0,cpu,VM10-1-9-207,3,00:56:32.401931
system,5992.0,cpu,VM10-1-9-207,0,00:56:32.401934
system,7648.0,cpu,VM10-1-9-207,1,00:56:32.401946
system,7508.0,cpu,VM10-1-9-207,2,00:56:32.401962
system,6992.0,cpu,VM10-1-9-207,3,00:56:32.401963
wait,3388.0,cpu,VM10-1-9-207,0,00:56:32.401963
wait,4391.0,cpu,VM10-1-9-207,1,00:56:32.401964
