type,host,value,type_instance,time
memory,VM10-1-9-207,320757760.0,slab_recl,00:58:12.403056
memory,VM10-1-9-207,33624064.0,slab_unrecl,00:58:12.403056
memory,VM10-1-9-207,233652224.0,used,00:58:12.403056
memory,VM10-1-9-207,145989632.0,buffered,00:58:22.403109
memory,VM10-1-9-207,3734827008.0,cached,00:58:22.403109
memory,VM10-1-9-207,3907051520.0,free,00:58:22.403109
memory,VM10-1-9-207,320753664.0,slab_recl,00:58:22.403109
memory,VM10-1-9-207,33542144.0,slab_unrecl,00:58:22.403109
memory,VM10-1-9-207,233492480.0,used,00:58:22.403109
memory,VM10-1-9-207,145997824.0,buffered,00:58:32.403028
memory,VM10-1-9-207,3734835200.0,cached,00:58:32.403028
memory,VM10-1-9-207,3906605056.0,free,00:58:32.403028
memory,VM10-1-9-207,320749568.0,slab_recl,00:58:32.403028
memory,VM10-1-9-207,33906688.0,slab_unrecl,00:58:32.403028
memory,VM10-1-9-207,233562112.0,used,00:58:32.403028
memory,VM10-1-9-207,145997824.0,buffered,00:58:42.403523
memory,VM10-1-9-207,3734843392.0,cached,00:58:42.403523
memory,VM10-1-9-207,3906666496.0,free,00:58:42.403523
memory,VM10-1-9-207,320757760.0,slab_recl,00:58:42.403523
memory,VM10-1-9-207,33775616.0,slab_unrecl,00:58:42.403523
memory,VM10-1-9-207,233615360.0,used,00:58:42.403523
memory,VM10-1-9-207,146001920.0,buffered,00:58:52.403025
memory,VM10-1-9-207,3734847488.0,cached,00:58:52.403025
memory,VM10-1-9-207,3906891776.0,free,00:58:52.403025
memory,VM10-1-9-207,320737280.0,slab_recl,00:58:52.403025
memory,VM10-1-9-207,33587200.0,slab_unrecl,00:58:52.403025
memory,VM10-1-9-207,233590784.0,used,00:58:52.403025
memory,VM10-1-9-207,146014208.0,buffered,00:59:02.403746
memory,VM10-1-9-207,3734855680.0,cached,00:59:02.403746
memory,VM10-1-9-207,3906920448.0,free,00:59:02.403746
memory,VM10-1-9-207,320737280.0,slab_recl,00:59:02.403746
memory,VM10-1-9-207,33513472.0,slab_unrecl,00:59:02.403746
memory,VM10-1-9-207,233615360.0,used,00:59:02.403746
