type,host,value,type_instance,time
memory,VM10-1-9-207,320757760.0,slab_recl,00:52:35.127114
memory,VM10-1-9-207,33521664.0,slab_unrecl,00:52:35.127114
memory,VM10-1-9-207,232394752.0,used,00:52:35.127114
memory,VM10-1-9-207,145543168.0,buffered,00:52:45.126639
memory,VM10-1-9-207,3734650880.0,cached,00:52:45.126639
memory,VM10-1-9-207,3908366336.0,free,00:52:45.126639
memory,VM10-1-9-207,320774144.0,slab_recl,00:52:45.126639
memory,VM10-1-9-207,33882112.0,slab_unrecl,00:52:45.126639
memory,VM10-1-9-207,232439808.0,used,00:52:45.126639
memory,VM10-1-9-207,145559552.0,buffered,00:52:55.126737
memory,VM10-1-9-207,3734654976.0,cached,00:52:55.126737
memory,VM10-1-9-207,3908624384.0,free,00:52:55.126737
memory,VM10-1-9-207,320770048.0,slab_recl,00:52:55.126737
memory,VM10-1-9-207,33705984.0,slab_unrecl,00:52:55.126737
memory,VM10-1-9-207,232341504.0,used,00:52:55.126737
memory,VM10-1-9-207,145575936.0,buffered,00:53:05.126256
memory,VM10-1-9-207,3734663168.0,cached,00:53:05.126256
memory,VM10-1-9-207,3908493312.0,free,00:53:05.126256
memory,VM10-1-9-207,320770048.0,slab_recl,00:53:05.126256
memory,VM10-1-9-207,33550336.0,slab_unrecl,00:53:05.126256
memory,VM10-1-9-207,232603648.0,used,00:53:05.126256
memory,VM10-1-9-207,145592320.0,buffered,00:53:15.126302
memory,VM10-1-9-207,3734671360.0,cached,00:53:15.126302
memory,VM10-1-9-207,3908546560.0,free,00:53:15.126302
memory,VM10-1-9-207,320765952.0,slab_recl,00:53:15.126302
memory,VM10-1-9-207,33431552.0,slab_unrecl,00:53:15.126302
memory,VM10-1-9-207,232648704.0,used,00:53:15.126302
memory,VM10-1-9-207,145608704.0,buffered,00:53:25.126263
memory,VM10-1-9-207,3734679552.0,cached,00:53:25.126263
memory,VM10-1-9-207,3908304896.0,free,00:53:25.126263
memory,VM10-1-9-207,320770048.0,slab_recl,00:53:25.126263
memory,VM10-1-9-207,33869824.0,slab_unrecl,00:53:25.126263
memory,VM10-1-9-207,232423424.0,used,00:53:25.126263
memory,VM10-1-9-207,145625088.0,buffered,00:53:35.126487
memory,VM10-1-9-207,3734683648.0,cached,00:53:35.126487
memory,VM10-1-9-207,3908333568.0,free,00:53:35.126487
memory,VM10-1-9-207,320761856.0,slab_recl,00:53:35.126487
memory,VM10-1-9-207,33685504.0,slab_unrecl,00:53:35.126487
memory,VM10-1-9-207,232566784.0,used,00:53:35.126487
memory,VM10-1-9-207,145633280.0,buffered,00:53:45.126191
memory,VM10-1-9-207,3734691840.0,cached,00:53:45.126191
memory,VM10-1-9-207,3908304896.0,free,00:53:45.126191
memory,VM10-1-9-207,320757760.0,slab_recl,00:53:45.126191
memory,VM10-1-9-207,33882112.0,slab_unrecl,00:53:45.126191
memory,VM10-1-9-207,232386560.0,used,00:53:45.126191
memory,VM10-1-9-207,145645568.0,buffered,00:53:55.126805
memory,VM10-1-9-207,3734695936.0,cached,00:53:55.126805
memory,VM10-1-9-207,3908460544.0,free,00:53:55.126805
memory,VM10-1-9-207,320749568.0,slab_recl,00:53:55.126805
memory,VM10-1-9-207,33632256.0,slab_unrecl,00:53:55.126805
memory,VM10-1-9-207,232472576.0,used,00:53:55.126805
memory,VM10-1-9-207,145661952.0,buffered,00:54:05.126343
memory,VM10-1-9-207,3734704128.0,cached,00:54:05.126343
memory,VM10-1-9-207,3908624384.0,free,00:54:05.126343
memory,VM10-1-9-207,320753664.0,slab_recl,00:54:05.126343
memory,VM10-1-9-207,33550336.0,slab_unrecl,00:54:05.126343
memory,VM10-1-9-207,232361984.0,used,00:54:05.126343
