type_instance,type,value,host,time
free,memory,3782709248.0,VM10-1-9-207,03:28:23.048118
slab_recl,memory,331145216.0,VM10-1-9-207,03:28:23.048118
slab_unrecl,memory,40181760.0,VM10-1-9-207,03:28:23.048118
used,memory,257069056.0,VM10-1-9-207,03:28:23.048118
buffered,memory,163033088.0,VM10-1-9-207,03:28:33.048028
cached,memory,3801538560.0,VM10-1-9-207,03:28:33.048028
free,memory,3782770688.0,VM10-1-9-207,03:28:33.048028
slab_recl,memory,331141120.0,VM10-1-9-207,03:28:33.048028
slab_unrecl,memory,40140800.0,VM10-1-9-207,03:28:33.048028
used,memory,257032192.0,VM10-1-9-207,03:28:33.048028
buffered,memory,163041280.0,VM10-1-9-207,03:28:43.048034
cached,memory,3801542656.0,VM10-1-9-207,03:28:43.048034
free,memory,3782615040.0,VM10-1-9-207,03:28:43.048034
slab_recl,memory,331141120.0,VM10-1-9-207,03:28:43.048034
slab_unrecl,memory,40259584.0,VM10-1-9-207,03:28:43.048034
used,memory,257056768.0,VM10-1-9-207,03:28:43.048034
buffered,memory,163041280.0,VM10-1-9-207,03:28:53.048091
cached,memory,3801550848.0,VM10-1-9-207,03:28:53.048091
free,memory,3782643712.0,VM10-1-9-207,03:28:53.048091
slab_recl,memory,331145216.0,VM10-1-9-207,03:28:53.048091
slab_unrecl,memory,40091648.0,VM10-1-9-207,03:28:53.048091
used,memory,257183744.0,VM10-1-9-207,03:28:53.048091
buffered,memory,163049472.0,VM10-1-9-207,03:29:03.048066
cached,memory,3801559040.0,VM10-1-9-207,03:29:03.048066
free,memory,3782868992.0,VM10-1-9-207,03:29:03.048066
slab_recl,memory,331141120.0,VM10-1-9-207,03:29:03.048066
slab_unrecl,memory,39936000.0,VM10-1-9-207,03:29:03.048066
used,memory,257101824.0,VM10-1-9-207,03:29:03.048066
buffered,memory,163061760.0,VM10-1-9-207,03:29:13.048385
cached,memory,3801571328.0,VM10-1-9-207,03:29:13.048385
free,memory,3782864896.0,VM10-1-9-207,03:29:13.048385
slab_recl,memory,331141120.0,VM10-1-9-207,03:29:13.048385
slab_unrecl,memory,39788544.0,VM10-1-9-207,03:29:13.048385
used,memory,257228800.0,VM10-1-9-207,03:29:13.048385
buffered,memory,163061760.0,VM10-1-9-207,03:29:23.048291
cached,memory,3801575424.0,VM10-1-9-207,03:29:23.048291
free,memory,3782709248.0,VM10-1-9-207,03:29:23.048291
slab_recl,memory,331137024.0,VM10-1-9-207,03:29:23.048291
slab_unrecl,memory,40198144.0,VM10-1-9-207,03:29:23.048291
used,memory,256974848.0,VM10-1-9-207,03:29:23.048291
buffered,memory,163074048.0,VM10-1-9-207,03:29:33.048281
cached,memory,3801522176.0,VM10-1-9-207,03:29:33.048281
free,memory,3815702528.0,VM10-1-9-207,03:29:33.048281
slab_recl,memory,331141120.0,VM10-1-9-207,03:29:33.048281
slab_unrecl,memory,40386560.0,VM10-1-9-207,03:29:33.048281
used,memory,223830016.0,VM10-1-9-207,03:29:33.048281
