type_instance,type,value,host,time
slab_recl,memory,331788288.0,VM10-1-9-207,03:35:26.300222
slab_unrecl,memory,40280064.0,VM10-1-9-207,03:35:26.300222
used,memory,256770048.0,VM10-1-9-207,03:35:26.300222
buffered,memory,163762176.0,VM10-1-9-207,03:35:36.300086
cached,memory,3805831168.0,VM10-1-9-207,03:35:36.300086
free,memory,3777118208.0,VM10-1-9-207,03:35:36.300086
slab_recl,memory,331792384.0,VM10-1-9-207,03:35:36.300086
slab_unrecl,memory,40435712.0,VM10-1-9-207,03:35:36.300086
used,memory,256716800.0,VM10-1-9-207,03:35:36.300086
buffered,memory,163762176.0,VM10-1-9-207,03:35:46.300059
cached,memory,3805835264.0,VM10-1-9-207,03:35:46.300059
free,memory,3777470464.0,VM10-1-9-207,03:35:46.300059
slab_recl,memory,331784192.0,VM10-1-9-207,03:35:46.300059
slab_unrecl,memory,40181760.0,VM10-1-9-207,03:35:46.300059
used,memory,256622592.0,VM10-1-9-207,03:35:46.300059
buffered,memory,163770368.0,VM10-1-9-207,03:35:56.300312
cached,memory,3805843456.0,VM10-1-9-207,03:35:56.300312
free,memory,3777531904.0,VM10-1-9-207,03:35:56.300312
slab_recl,memory,331788288.0,VM10-1-9-207,03:35:56.300312
slab_unrecl,memory,40034304.0,VM10-1-9-207,03:35:56.300312
used,memory,256688128.0,VM10-1-9-207,03:35:56.300312
buffered,memory,163770368.0,VM10-1-9-207,03:36:06.300061
cached,memory,3805851648.0,VM10-1-9-207,03:36:06.300061
free,memory,3777212416.0,VM10-1-9-207,03:36:06.300061
slab_recl,memory,331780096.0,VM10-1-9-207,03:36:06.300061
slab_unrecl,memory,40259584.0,VM10-1-9-207,03:36:06.300061
used,memory,256782336.0,VM10-1-9-207,03:36:06.300061
buffered,memory,163778560.0,VM10-1-9-207,03:36:16.300000
cached,memory,3805863936.0,VM10-1-9-207,03:36:16.300000
free,memory,3776327680.0,VM10-1-9-207,03:36:16.300000
slab_recl,memory,331788288.0,VM10-1-9-207,03:36:16.300000
slab_unrecl,memory,40464384.0,VM10-1-9-207,03:36:16.300000
used,memory,257433600.0,VM10-1-9-207,03:36:16.300000
buffered,memory,163778560.0,VM10-1-9-207,03:36:26.300063
cached,memory,3805868032.0,VM10-1-9-207,03:36:26.300063
free,memory,3776737280.0,VM10-1-9-207,03:36:26.300063
slab_recl,memory,331788288.0,VM10-1-9-207,03:36:26.300063
slab_unrecl,memory,40189952.0,VM10-1-9-207,03:36:26.300063
used,memory,257294336.0,VM10-1-9-207,03:36:26.300063
buffered,memory,163786752.0,VM10-1-9-207,03:36:36.299998
cached,memory,3805876224.0,VM10-1-9-207,03:36:36.299998
free,memory,3776962560.0,VM10-1-9-207,03:36:36.299998
slab_recl,memory,331792384.0,VM10-1-9-207,03:36:36.299998
slab_unrecl,memory,40034304.0,VM10-1-9-207,03:36:36.299998
used,memory,257204224.0,VM10-1-9-207,03:36:36.299998
buffered,memory,163790848.0,VM10-1-9-207,03:36:46.300062
cached,memory,3805884416.0,VM10-1-9-207,03:36:46.300062
free,memory,3776643072.0,VM10-1-9-207,03:36:46.300062
slab_recl,memory,331792384.0,VM10-1-9-207,03:36:46.300062
slab_unrecl,memory,40255488.0,VM10-1-9-207,03:36:46.300062
used,memory,257290240.0,VM10-1-9-207,03:36:46.300062
buffered,memory,163794944.0,VM10-1-9-207,03:36:56.300058
cached,memory,3805896704.0,VM10-1-9-207,03:36:56.300058
free,memory,3776487424.0,VM10-1-9-207,03:36:56.300058
slab_recl,memory,331792384.0,VM10-1-9-207,03:36:56.300058
slab_unrecl,memory,40411136.0,VM10-1-9-207,03:36:56.300058
used,memory,257273856.0,VM10-1-9-207,03:36:56.300058
buffered,memory,163803136.0,VM10-1-9-207,03:37:06.300164
cached,memory,3805900800.0,VM10-1-9-207,03:37:06.300164
free,memory,3776548864.0,VM10-1-9-207,03:37:06.300164
slab_recl,memory,331780096.0,VM10-1-9-207,03:37:06.300164
slab_unrecl,memory,40226816.0,VM10-1-9-207,03:37:06.300164
used,memory,257396736.0,VM10-1-9-207,03:37:06.300164
buffered,memory,163815424.0,VM10-1-9-207,03:37:16.300079
cached,memory,3805908992.0,VM10-1-9-207,03:37:16.300079
free,memory,3776901120.0,VM10-1-9-207,03:37:16.300079
slab_recl,memory,331784192.0,VM10-1-9-207,03:37:16.300079
slab_unrecl,memory,40075264.0,VM10-1-9-207,03:37:16.300079
used,memory,257171456.0,VM10-1-9-207,03:37:16.300079
buffered,memory,163819520.0,VM10-1-9-207,03:37:26.300038
cached,memory,3805917184.0,VM10-1-9-207,03:37:26.300038
free,memory,3776454656.0,VM10-1-9-207,03:37:26.300038
slab_recl,memory,331788288.0,VM10-1-9-207,03:37:26.300038
slab_unrecl,memory,40448000.0,VM10-1-9-207,03:37:26.300038
used,memory,257228800.0,VM10-1-9-207,03:37:26.300038
buffered,memory,163831808.0,VM10-1-9-207,03:37:36.300565
cached,memory,3805925376.0,VM10-1-9-207,03:37:36.300565
free,memory,3776323584.0,VM10-1-9-207,03:37:36.300565
slab_recl,memory,331784192.0,VM10-1-9-207,03:37:36.300565
slab_unrecl,memory,40321024.0,VM10-1-9-207,03:37:36.300565
used,memory,257470464.0,VM10-1-9-207,03:37:36.300565
buffered,memory,163844096.0,VM10-1-9-207,03:37:46.300074
cached,memory,3805933568.0,VM10-1-9-207,03:37:46.300074
free,memory,3776675840.0,VM10-1-9-207,03:37:46.300074
slab_recl,memory,331784192.0,VM10-1-9-207,03:37:46.300074
slab_unrecl,memory,40030208.0,VM10-1-9-207,03:37:46.300074
used,memory,257388544.0,VM10-1-9-207,03:37:46.300074
buffered,memory,163852288.0,VM10-1-9-207,03:37:56.300079
cached,memory,3805941760.0,VM10-1-9-207,03:37:56.300079
free,memory,3776323584.0,VM10-1-9-207,03:37:56.300079
slab_recl,memory,331792384.0,VM10-1-9-207,03:37:56.300079
slab_unrecl,memory,40280064.0,VM10-1-9-207,03:37:56.300079
used,memory,257466368.0,VM10-1-9-207,03:37:56.300079
buffered,memory,163856384.0,VM10-1-9-207,03:38:06.300110
cached,memory,3805949952.0,VM10-1-9-207,03:38:06.300110
free,memory,3776327680.0,VM10-1-9-207,03:38:06.300110
slab_recl,memory,331788288.0,VM10-1-9-207,03:38:06.300110
slab_unrecl,memory,40460288.0,VM10-1-9-207,03:38:06.300110
used,memory,257273856.0,VM10-1-9-207,03:38:06.300110
buffered,memory,163856384.0,VM10-1-9-207,03:38:16.300065
cached,memory,3805958144.0,VM10-1-9-207,03:38:16.300065
free,memory,3776421888.0,VM10-1-9-207,03:38:16.300065
slab_recl,memory,331792384.0,VM10-1-9-207,03:38:16.300065
slab_unrecl,memory,40316928.0,VM10-1-9-207,03:38:16.300065
used,memory,257310720.0,VM10-1-9-207,03:38:16.300065
buffered,memory,163868672.0,VM10-1-9-207,03:38:26.300474
cached,memory,3805962240.0,VM10-1-9-207,03:38:26.300474
free,memory,3776647168.0,VM10-1-9-207,03:38:26.300474
slab_recl,memory,331792384.0,VM10-1-9-207,03:38:26.300474
slab_unrecl,memory,40177664.0,VM10-1-9-207,03:38:26.300474
used,memory,257208320.0,VM10-1-9-207,03:38:26.300474
buffered,memory,163872768.0,VM10-1-9-207,03:38:36.300059
cached,memory,3805974528.0,VM10-1-9-207,03:38:36.300059
free,memory,3776548864.0,VM10-1-9-207,03:38:36.300059
slab_recl,memory,331792384.0,VM10-1-9-207,03:38:36.300059
slab_unrecl,memory,40017920.0,VM10-1-9-207,03:38:36.300059
used,memory,257449984.0,VM10-1-9-207,03:38:36.300059
buffered,memory,163872768.0,VM10-1-9-207,03:38:46.300056
cached,memory,3805982720.0,VM10-1-9-207,03:38:46.300056
free,memory,3776229376.0,VM10-1-9-207,03:38:46.300056
slab_recl,memory,331788288.0,VM10-1-9-207,03:38:46.300056
slab_unrecl,memory,40349696.0,VM10-1-9-207,03:38:46.300056
used,memory,257433600.0,VM10-1-9-207,03:38:46.300056
buffered,memory,163876864.0,VM10-1-9-207,03:38:56.300432
cached,memory,3805990912.0,VM10-1-9-207,03:38:56.300432
free,memory,3776327680.0,VM10-1-9-207,03:38:56.300432
slab_recl,memory,331788288.0,VM10-1-9-207,03:38:56.300432
slab_unrecl,memory,40411136.0,VM10-1-9-207,03:38:56.300432
used,memory,257261568.0,VM10-1-9-207,03:38:56.300432
buffered,memory,163880960.0,VM10-1-9-207,03:39:06.300058
cached,memory,3805995008.0,VM10-1-9-207,03:39:06.300058
free,memory,3776323584.0,VM10-1-9-207,03:39:06.300058
slab_recl,memory,331788288.0,VM10-1-9-207,03:39:06.300058
slab_unrecl,memory,40181760.0,VM10-1-9-207,03:39:06.300058
used,memory,257486848.0,VM10-1-9-207,03:39:06.300058
buffered,memory,163885056.0,VM10-1-9-207,03:39:16.300060
cached,memory,3806007296.0,VM10-1-9-207,03:39:16.300060
free,memory,3776581632.0,VM10-1-9-207,03:39:16.300060
slab_recl,memory,331796480.0,VM10-1-9-207,03:39:16.300060
slab_unrecl,memory,40034304.0,VM10-1-9-207,03:39:16.300060
used,memory,257351680.0,VM10-1-9-207,03:39:16.300060
buffered,memory,163893248.0,VM10-1-9-207,03:39:26.300078
cached,memory,3806015488.0,VM10-1-9-207,03:39:26.300078
free,memory,3775975424.0,VM10-1-9-207,03:39:26.300078
slab_recl,memory,331796480.0,VM10-1-9-207,03:39:26.300078
slab_unrecl,memory,40448000.0,VM10-1-9-207,03:39:26.300078
used,memory,257527808.0,VM10-1-9-207,03:39:26.300078
buffered,memory,163905536.0,VM10-1-9-207,03:39:36.300014
cached,memory,3806023680.0,VM10-1-9-207,03:39:36.300014
free,memory,3776327680.0,VM10-1-9-207,03:39:36.300014
slab_recl,memory,331792384.0,VM10-1-9-207,03:39:36.300014
slab_unrecl,memory,40275968.0,VM10-1-9-207,03:39:36.300014
used,memory,257331200.0,VM10-1-9-207,03:39:36.300014
buffered,memory,163909632.0,VM10-1-9-207,03:39:46.300605
cached,memory,3806027776.0,VM10-1-9-207,03:39:46.300605
free,memory,3776483328.0,VM10-1-9-207,03:39:46.300605
slab_recl,memory,331751424.0,VM10-1-9-207,03:39:46.300605
slab_unrecl,memory,39968768.0,VM10-1-9-207,03:39:46.300605
used,memory,257515520.0,VM10-1-9-207,03:39:46.300605
buffered,memory,163909632.0,VM10-1-9-207,03:39:56.300135
cached,memory,3806035968.0,VM10-1-9-207,03:39:56.300135
free,memory,3776319488.0,VM10-1-9-207,03:39:56.300135
slab_recl,memory,331763712.0,VM10-1-9-207,03:39:56.300135
slab_unrecl,memory,40333312.0,VM10-1-9-207,03:39:56.300135
used,memory,257294336.0,VM10-1-9-207,03:39:56.300135
buffered,memory,163913728.0,VM10-1-9-207,03:40:06.300059
cached,memory,3806048256.0,VM10-1-9-207,03:40:06.300059
free,memory,3776548864.0,VM10-1-9-207,03:40:06.300059
slab_recl,memory,331755520.0,VM10-1-9-207,03:40:06.300059
slab_unrecl,memory,40046592.0,VM10-1-9-207,03:40:06.300059
used,memory,257343488.0,VM10-1-9-207,03:40:06.300059
buffered,memory,163926016.0,VM10-1-9-207,03:40:16.300055
cached,memory,3806052352.0,VM10-1-9-207,03:40:16.300055
free,memory,3776327680.0,VM10-1-9-207,03:40:16.300055
slab_recl,memory,331767808.0,VM10-1-9-207,03:40:16.300055
slab_unrecl,memory,40312832.0,VM10-1-9-207,03:40:16.300055
used,memory,257269760.0,VM10-1-9-207,03:40:16.300055
buffered,memory,163926016.0,VM10-1-9-207,03:40:26.300081
cached,memory,3806060544.0,VM10-1-9-207,03:40:26.300081
free,memory,3776135168.0,VM10-1-9-207,03:40:26.300081
slab_recl,memory,331763712.0,VM10-1-9-207,03:40:26.300081
slab_unrecl,memory,40378368.0,VM10-1-9-207,03:40:26.300081
used,memory,257392640.0,VM10-1-9-207,03:40:26.300081
buffered,memory,163926016.0,VM10-1-9-207,03:40:36.300631
cached,memory,3806068736.0,VM10-1-9-207,03:40:36.300631
free,memory,3776360448.0,VM10-1-9-207,03:40:36.300631
slab_recl,memory,331771904.0,VM10-1-9-207,03:40:36.300631
slab_unrecl,memory,40243200.0,VM10-1-9-207,03:40:36.300631
used,memory,257286144.0,VM10-1-9-207,03:40:36.300631
buffered,memory,163934208.0,VM10-1-9-207,03:40:46.300172
cached,memory,3806076928.0,VM10-1-9-207,03:40:46.300172
free,memory,3776135168.0,VM10-1-9-207,03:40:46.300172
slab_recl,memory,331776000.0,VM10-1-9-207,03:40:46.300172
slab_unrecl,memory,40353792.0,VM10-1-9-207,03:40:46.300172
used,memory,257380352.0,VM10-1-9-207,03:40:46.300172
buffered,memory,163954688.0,VM10-1-9-207,03:40:56.300073
cached,memory,3806089216.0,VM10-1-9-207,03:40:56.300073
free,memory,3776360448.0,VM10-1-9-207,03:40:56.300073
slab_recl,memory,331767808.0,VM10-1-9-207,03:40:56.300073
slab_unrecl,memory,40255488.0,VM10-1-9-207,03:40:56.300073
used,memory,257228800.0,VM10-1-9-207,03:40:56.300073
buffered,memory,163962880.0,VM10-1-9-207,03:41:06.300063
cached,memory,3806093312.0,VM10-1-9-207,03:41:06.300063
free,memory,3776516096.0,VM10-1-9-207,03:41:06.300063
slab_recl,memory,331767808.0,VM10-1-9-207,03:41:06.300063
slab_unrecl,memory,40026112.0,VM10-1-9-207,03:41:06.300063
used,memory,257290240.0,VM10-1-9-207,03:41:06.300063
buffered,memory,163971072.0,VM10-1-9-207,03:41:16.300061
cached,memory,3806101504.0,VM10-1-9-207,03:41:16.300061
free,memory,3776069632.0,VM10-1-9-207,03:41:16.300061
slab_recl,memory,331771904.0,VM10-1-9-207,03:41:16.300061
slab_unrecl,memory,40431616.0,VM10-1-9-207,03:41:16.300061
used,memory,257310720.0,VM10-1-9-207,03:41:16.300061
buffered,memory,163983360.0,VM10-1-9-207,03:41:26.300008
cached,memory,3806109696.0,VM10-1-9-207,03:41:26.300008
free,memory,3776294912.0,VM10-1-9-207,03:41:26.300008
slab_recl,memory,331767808.0,VM10-1-9-207,03:41:26.300008
slab_unrecl,memory,40181760.0,VM10-1-9-207,03:41:26.300008
used,memory,257318912.0,VM10-1-9-207,03:41:26.300008
