host,time,type_instance,value,type
VM10-1-9-207,01:38:11.002447,free,3902664704.0,memory
VM10-1-9-207,01:38:11.002447,slab_recl,323710976.0,memory
VM10-1-9-207,01:38:11.002447,slab_unrecl,35545088.0,memory
VM10-1-9-207,01:38:11.002447,used,207286272.0,memory
VM10-1-9-207,01:38:21.002426,buffered,150761472.0,memory
VM10-1-9-207,01:38:21.002426,cached,3755700224.0,memory
VM10-1-9-207,01:38:21.002426,free,3902754816.0,memory
VM10-1-9-207,01:38:21.002426,slab_recl,323694592.0,memory
VM10-1-9-207,01:38:21.002426,slab_unrecl,35401728.0,memory
VM10-1-9-207,01:38:21.002426,used,207343616.0,memory
VM10-1-9-207,01:38:31.002439,buffered,150765568.0,memory
VM10-1-9-207,01:38:31.002439,cached,3755708416.0,memory
VM10-1-9-207,01:38:31.002439,free,3902291968.0,memory
VM10-1-9-207,01:38:31.002439,slab_recl,323686400.0,memory
VM10-1-9-207,01:38:31.002439,slab_unrecl,35729408.0,memory
VM10-1-9-207,01:38:31.002439,used,207474688.0,memory
VM10-1-9-207,01:38:41.002445,buffered,150765568.0,memory
VM10-1-9-207,01:38:41.002445,cached,3755716608.0,memory
VM10-1-9-207,01:38:41.002445,free,3902550016.0,memory
VM10-1-9-207,01:38:41.002445,slab_recl,323674112.0,memory
VM10-1-9-207,01:38:41.002445,slab_unrecl,35659776.0,memory
VM10-1-9-207,01:38:41.002445,used,207290368.0,memory
VM10-1-9-207,01:38:51.002465,buffered,150769664.0,memory
VM10-1-9-207,01:38:51.002465,cached,3755724800.0,memory
VM10-1-9-207,01:38:51.002465,free,3902103552.0,memory
VM10-1-9-207,01:38:51.002465,slab_recl,323674112.0,memory
VM10-1-9-207,01:38:51.002465,slab_unrecl,35557376.0,memory
VM10-1-9-207,01:38:51.002465,used,207826944.0,memory
VM10-1-9-207,01:39:01.002433,buffered,150777856.0,memory
VM10-1-9-207,01:39:01.002433,cached,3755728896.0,memory
VM10-1-9-207,01:39:01.002433,free,3902005248.0,memory
VM10-1-9-207,01:39:01.002433,slab_recl,323670016.0,memory
VM10-1-9-207,01:39:01.002433,slab_unrecl,35647488.0,memory
VM10-1-9-207,01:39:01.002433,used,207826944.0,memory
VM10-1-9-207,01:39:11.002428,buffered,150786048.0,memory
VM10-1-9-207,01:39:11.002428,cached,3755745280.0,memory
VM10-1-9-207,01:39:11.002428,free,3901722624.0,memory
VM10-1-9-207,01:39:11.002428,slab_recl,323686400.0,memory
VM10-1-9-207,01:39:11.002428,slab_unrecl,35778560.0,memory
VM10-1-9-207,01:39:11.002428,used,207937536.0,memory
VM10-1-9-207,01:39:21.002439,buffered,150786048.0,memory
VM10-1-9-207,01:39:21.002439,cached,3755749376.0,memory
VM10-1-9-207,01:39:21.002439,free,3901657088.0,memory
VM10-1-9-207,01:39:21.002439,slab_recl,323686400.0,memory
VM10-1-9-207,01:39:21.002439,slab_unrecl,35586048.0,memory
VM10-1-9-207,01:39:21.002439,used,208191488.0,memory
VM10-1-9-207,01:39:31.002452,buffered,150798336.0,memory
VM10-1-9-207,01:39:31.002452,cached,3755749376.0,memory
VM10-1-9-207,01:39:31.002452,free,3901628416.0,memory
VM10-1-9-207,01:39:31.002452,slab_recl,323686400.0,memory
VM10-1-9-207,01:39:31.002452,slab_unrecl,35676160.0,memory
VM10-1-9-207,01:39:31.002452,used,208117760.0,memory
VM10-1-9-207,01:39:41.002935,buffered,150802432.0,memory
VM10-1-9-207,01:39:41.002935,cached,3755769856.0,memory
VM10-1-9-207,01:39:41.002935,free,3901657088.0,memory
VM10-1-9-207,01:39:41.002935,slab_recl,323678208.0,memory
VM10-1-9-207,01:39:41.002935,slab_unrecl,35475456.0,memory
VM10-1-9-207,01:39:41.002935,used,208273408.0,memory
