instance,time,value,host,type_instance,type
1,01:39:58.595716,0.0,VM10-1-9-207,interrupt,cpu
2,01:39:58.595716,0.0,VM10-1-9-207,interrupt,cpu
3,01:39:58.595717,0.0,VM10-1-9-207,interrupt,cpu
0,01:39:58.595717,249.0,VM10-1-9-207,softirq,cpu
1,01:39:58.595726,128.0,VM10-1-9-207,softirq,cpu
2,01:39:58.595727,241.0,VM10-1-9-207,softirq,cpu
3,01:39:58.595727,239.0,VM10-1-9-207,softirq,cpu
0,01:39:58.595728,73.0,VM10-1-9-207,steal,cpu
1,01:39:58.595728,75.0,VM10-1-9-207,steal,cpu
2,01:39:58.595729,243.0,VM10-1-9-207,steal,cpu
3,01:39:58.595733,182.0,VM10-1-9-207,steal,cpu
0,01:39:58.595734,5996932.0,VM10-1-9-207,idle,cpu
1,01:39:58.595735,5997336.0,VM10-1-9-207,idle,cpu
2,01:39:58.595735,6012702.0,VM10-1-9-207,idle,cpu
3,01:39:58.595735,5999887.0,VM10-1-9-207,idle,cpu
0,01:40:08.596047,158164.0,VM10-1-9-207,user,cpu
1,01:40:08.596047,154591.0,VM10-1-9-207,user,cpu
2,01:40:08.596048,127419.0,VM10-1-9-207,user,cpu
3,01:40:08.596048,153095.0,VM10-1-9-207,user,cpu
0,01:40:08.596049,6304.0,VM10-1-9-207,system,cpu
1,01:40:08.596049,8157.0,VM10-1-9-207,system,cpu
2,01:40:08.596050,7986.0,VM10-1-9-207,system,cpu
3,01:40:08.596050,7374.0,VM10-1-9-207,system,cpu
0,01:40:08.596051,3494.0,VM10-1-9-207,wait,cpu
1,01:40:08.596051,4461.0,VM10-1-9-207,wait,cpu
2,01:40:08.596051,4315.0,VM10-1-9-207,wait,cpu
3,01:40:08.596052,3718.0,VM10-1-9-207,wait,cpu
0,01:40:08.596052,32.0,VM10-1-9-207,nice,cpu
1,01:40:08.596053,0.0,VM10-1-9-207,nice,cpu
2,01:40:08.596054,7516.0,VM10-1-9-207,nice,cpu
3,01:40:08.596054,0.0,VM10-1-9-207,nice,cpu
0,01:40:08.596055,0.0,VM10-1-9-207,interrupt,cpu
1,01:40:08.596056,0.0,VM10-1-9-207,interrupt,cpu
2,01:40:08.596287,0.0,VM10-1-9-207,interrupt,cpu
3,01:40:08.596288,0.0,VM10-1-9-207,interrupt,cpu
0,01:40:08.596289,249.0,VM10-1-9-207,softirq,cpu
1,01:40:08.596290,128.0,VM10-1-9-207,softirq,cpu
2,01:40:08.596290,241.0,VM10-1-9-207,softirq,cpu
3,01:40:08.596291,240.0,VM10-1-9-207,softirq,cpu
0,01:40:08.596291,74.0,VM10-1-9-207,steal,cpu
1,01:40:08.596291,75.0,VM10-1-9-207,steal,cpu
2,01:40:08.596292,243.0,VM10-1-9-207,steal,cpu
3,01:40:08.596292,182.0,VM10-1-9-207,steal,cpu
0,01:40:08.596292,5997930.0,VM10-1-9-207,idle,cpu
1,01:40:08.596305,5998334.0,VM10-1-9-207,idle,cpu
2,01:40:08.596306,6013698.0,VM10-1-9-207,idle,cpu
3,01:40:08.596306,5999887.0,VM10-1-9-207,idle,cpu
0,01:40:18.595646,158166.0,VM10-1-9-207,user,cpu
1,01:40:18.595705,155590.0,VM10-1-9-207,user,cpu
2,01:40:18.595714,127420.0,VM10-1-9-207,user,cpu
3,01:40:18.595748,153096.0,VM10-1-9-207,user,cpu
0,01:40:18.595771,6306.0,VM10-1-9-207,system,cpu
1,01:40:18.595777,8158.0,VM10-1-9-207,system,cpu
2,01:40:18.595818,7987.0,VM10-1-9-207,system,cpu
3,01:40:18.597080,7374.0,VM10-1-9-207,system,cpu
0,01:40:18.597082,3494.0,VM10-1-9-207,wait,cpu
1,01:40:18.597083,4461.0,VM10-1-9-207,wait,cpu
2,01:40:18.597083,4316.0,VM10-1-9-207,wait,cpu
3,01:40:18.597084,3718.0,VM10-1-9-207,wait,cpu
0,01:40:18.597085,32.0,VM10-1-9-207,nice,cpu
1,01:40:18.597085,0.0,VM10-1-9-207,nice,cpu
2,01:40:18.597086,7516.0,VM10-1-9-207,nice,cpu
3,01:40:18.597087,0.0,VM10-1-9-207,nice,cpu
0,01:40:18.597088,0.0,VM10-1-9-207,interrupt,cpu
1,01:40:18.597089,0.0,VM10-1-9-207,interrupt,cpu
2,01:40:18.597090,0.0,VM10-1-9-207,interrupt,cpu
3,01:40:18.597090,0.0,VM10-1-9-207,interrupt,cpu
0,01:40:18.597091,249.0,VM10-1-9-207,softirq,cpu
1,01:40:18.597092,128.0,VM10-1-9-207,softirq,cpu
2,01:40:18.597093,242.0,VM10-1-9-207,softirq,cpu
3,01:40:18.597094,240.0,VM10-1-9-207,softirq,cpu
0,01:40:18.597094,74.0,VM10-1-9-207,steal,cpu
1,01:40:18.597095,75.0,VM10-1-9-207,steal,cpu
2,01:40:18.597096,243.0,VM10-1-9-207,steal,cpu
3,01:40:18.597097,182.0,VM10-1-9-207,steal,cpu
0,01:40:18.597097,5998926.0,VM10-1-9-207,idle,cpu
1,01:40:18.597098,5998335.0,VM10-1-9-207,idle,cpu
2,01:40:18.608411,6014695.0,VM10-1-9-207,idle,cpu
3,01:40:18.613935,6000886.0,VM10-1-9-207,idle,cpu
0,01:40:28.595669,158166.0,VM10-1-9-207,user,cpu
1,01:40:28.595702,156589.0,VM10-1-9-207,user,cpu
2,01:40:28.595708,127421.0,VM10-1-9-207,user,cpu
3,01:40:28.595714,153096.0,VM10-1-9-207,user,cpu
0,01:40:28.595719,6306.0,VM10-1-9-207,system,cpu
1,01:40:28.595722,8159.0,VM10-1-9-207,system,cpu
2,01:40:28.595723,7988.0,VM10-1-9-207,system,cpu
3,01:40:28.595724,7376.0,VM10-1-9-207,system,cpu
0,01:40:28.595724,3494.0,VM10-1-9-207,wait,cpu
1,01:40:28.595725,4461.0,VM10-1-9-207,wait,cpu
2,01:40:28.595725,4316.0,VM10-1-9-207,wait,cpu
3,01:40:28.595726,3718.0,VM10-1-9-207,wait,cpu
0,01:40:28.595726,32.0,VM10-1-9-207,nice,cpu
1,01:40:28.595727,0.0,VM10-1-9-207,nice,cpu
2,01:40:28.595728,7516.0,VM10-1-9-207,nice,cpu
3,01:40:28.595728,0.0,VM10-1-9-207,nice,cpu
0,01:40:28.595729,0.0,VM10-1-9-207,interrupt,cpu
1,01:40:28.595729,0.0,VM10-1-9-207,interrupt,cpu
2,01:40:28.595730,0.0,VM10-1-9-207,interrupt,cpu
3,01:40:28.595731,0.0,VM10-1-9-207,interrupt,cpu
0,01:40:28.595731,250.0,VM10-1-9-207,softirq,cpu
1,01:40:28.595732,128.0,VM10-1-9-207,softirq,cpu
2,01:40:28.595732,242.0,VM10-1-9-207,softirq,cpu
3,01:40:28.595744,240.0,VM10-1-9-207,softirq,cpu
0,01:40:28.595745,74.0,VM10-1-9-207,steal,cpu
1,01:40:28.595746,75.0,VM10-1-9-207,steal,cpu
2,01:40:28.595746,243.0,VM10-1-9-207,steal,cpu
3,01:40:28.595747,182.0,VM10-1-9-207,steal,cpu
0,01:40:28.595747,5999926.0,VM10-1-9-207,idle,cpu
1,01:40:28.595752,5998335.0,VM10-1-9-207,idle,cpu
2,01:40:28.595752,6015692.0,VM10-1-9-207,idle,cpu
3,01:40:28.595753,6001884.0,VM10-1-9-207,idle,cpu
0,01:40:38.595648,158167.0,VM10-1-9-207,user,cpu
1,01:40:38.595670,157588.0,VM10-1-9-207,user,cpu
2,01:40:38.595685,127421.0,VM10-1-9-207,user,cpu
3,01:40:38.595694,153096.0,VM10-1-9-207,user,cpu
0,01:40:38.595737,6306.0,VM10-1-9-207,system,cpu
1,01:40:38.595742,8160.0,VM10-1-9-207,system,cpu
2,01:40:38.595743,7990.0,VM10-1-9-207,system,cpu
3,01:40:38.595744,7376.0,VM10-1-9-207,system,cpu
0,01:40:38.595745,3494.0,VM10-1-9-207,wait,cpu
1,01:40:38.595750,4461.0,VM10-1-9-207,wait,cpu
2,01:40:38.595752,4317.0,VM10-1-9-207,wait,cpu
3,01:40:38.595753,3720.0,VM10-1-9-207,wait,cpu
0,01:40:38.595760,32.0,VM10-1-9-207,nice,cpu
1,01:40:38.595761,0.0,VM10-1-9-207,nice,cpu
2,01:40:38.595762,7516.0,VM10-1-9-207,nice,cpu
3,01:40:38.595764,0.0,VM10-1-9-207,nice,cpu
0,01:40:38.595765,0.0,VM10-1-9-207,interrupt,cpu
1,01:40:38.595767,0.0,VM10-1-9-207,interrupt,cpu
2,01:40:38.595768,0.0,VM10-1-9-207,interrupt,cpu
3,01:40:38.595769,0.0,VM10-1-9-207,interrupt,cpu
0,01:40:38.595770,250.0,VM10-1-9-207,softirq,cpu
1,01:40:38.595772,128.0,VM10-1-9-207,softirq,cpu
2,01:40:38.595784,242.0,VM10-1-9-207,softirq,cpu
3,01:40:38.595786,240.0,VM10-1-9-207,softirq,cpu
0,01:40:38.595787,74.0,VM10-1-9-207,steal,cpu
1,01:40:38.595788,75.0,VM10-1-9-207,steal,cpu
2,01:40:38.595820,243.0,VM10-1-9-207,steal,cpu
3,01:40:38.595823,182.0,VM10-1-9-207,steal,cpu
0,01:40:38.595824,6000924.0,VM10-1-9-207,idle,cpu
1,01:40:38.595824,5998335.0,VM10-1-9-207,idle,cpu
2,01:40:38.595825,6016687.0,VM10-1-9-207,idle,cpu
3,01:40:38.595826,6002879.0,VM10-1-9-207,idle,cpu
0,01:40:48.595772,158167.0,VM10-1-9-207,user,cpu
1,01:40:48.595782,158588.0,VM10-1-9-207,user,cpu
2,01:40:48.595787,127423.0,VM10-1-9-207,user,cpu
3,01:40:48.595797,153097.0,VM10-1-9-207,user,cpu
0,01:40:48.595801,6306.0,VM10-1-9-207,system,cpu
1,01:40:48.595805,8160.0,VM10-1-9-207,system,cpu
2,01:40:48.595806,7990.0,VM10-1-9-207,system,cpu
3,01:40:48.595806,7378.0,VM10-1-9-207,system,cpu
0,01:40:48.595807,3494.0,VM10-1-9-207,wait,cpu
1,01:40:48.595807,4461.0,VM10-1-9-207,wait,cpu
2,01:40:48.595808,4317.0,VM10-1-9-207,wait,cpu
3,01:40:48.595808,3720.0,VM10-1-9-207,wait,cpu
0,01:40:48.595814,32.0,VM10-1-9-207,nice,cpu
1,01:40:48.595815,0.0,VM10-1-9-207,nice,cpu
2,01:40:48.595816,7516.0,VM10-1-9-207,nice,cpu
3,01:40:48.595816,0.0,VM10-1-9-207,nice,cpu
0,01:40:48.595818,0.0,VM10-1-9-207,interrupt,cpu
1,01:40:48.595818,0.0,VM10-1-9-207,interrupt,cpu
2,01:40:48.595823,0.0,VM10-1-9-207,interrupt,cpu
3,01:40:48.595827,0.0,VM10-1-9-207,interrupt,cpu
0,01:40:48.595828,250.0,VM10-1-9-207,softirq,cpu
1,01:40:48.595829,128.0,VM10-1-9-207,softirq,cpu
2,01:40:48.595829,242.0,VM10-1-9-207,softirq,cpu
3,01:40:48.595830,240.0,VM10-1-9-207,softirq,cpu
0,01:40:48.595834,74.0,VM10-1-9-207,steal,cpu
1,01:40:48.595835,75.0,VM10-1-9-207,steal,cpu
2,01:40:48.595836,243.0,VM10-1-9-207,steal,cpu
3,01:40:48.595836,182.0,VM10-1-9-207,steal,cpu
0,01:40:48.595837,6001923.0,VM10-1-9-207,idle,cpu
1,01:40:48.595838,5998335.0,VM10-1-9-207,idle,cpu
2,01:40:48.595839,6017684.0,VM10-1-9-207,idle,cpu
3,01:40:48.595839,6003876.0,VM10-1-9-207,idle,cpu
0,01:40:58.595639,158168.0,VM10-1-9-207,user,cpu
1,01:40:58.595653,159587.0,VM10-1-9-207,user,cpu
2,01:40:58.595735,127423.0,VM10-1-9-207,user,cpu
3,01:40:58.595769,153098.0,VM10-1-9-207,user,cpu
0,01:40:58.595777,6306.0,VM10-1-9-207,system,cpu
1,01:40:58.595783,8161.0,VM10-1-9-207,system,cpu
2,01:40:58.595820,7991.0,VM10-1-9-207,system,cpu
3,01:40:58.595827,7380.0,VM10-1-9-207,system,cpu
0,01:40:58.595853,3494.0,VM10-1-9-207,wait,cpu
1,01:40:58.595880,4461.0,VM10-1-9-207,wait,cpu
2,01:40:58.595922,4318.0,VM10-1-9-207,wait,cpu
3,01:40:58.595934,3720.0,VM10-1-9-207,wait,cpu
0,01:40:58.595940,32.0,VM10-1-9-207,nice,cpu
1,01:40:58.597544,0.0,VM10-1-9-207,nice,cpu
2,01:40:58.597558,7516.0,VM10-1-9-207,nice,cpu
3,01:40:58.597579,0.0,VM10-1-9-207,nice,cpu
0,01:40:58.597616,0.0,VM10-1-9-207,interrupt,cpu
1,01:40:58.597657,0.0,VM10-1-9-207,interrupt,cpu
2,01:40:58.597706,0.0,VM10-1-9-207,interrupt,cpu
3,01:40:58.597713,0.0,VM10-1-9-207,interrupt,cpu
0,01:40:58.597718,250.0,VM10-1-9-207,softirq,cpu
1,01:40:58.597756,128.0,VM10-1-9-207,softirq,cpu
2,01:40:58.597778,242.0,VM10-1-9-207,softirq,cpu
3,01:40:58.597804,240.0,VM10-1-9-207,softirq,cpu
0,01:40:58.597826,74.0,VM10-1-9-207,steal,cpu
1,01:40:58.597848,75.0,VM10-1-9-207,steal,cpu
2,01:40:58.597893,243.0,VM10-1-9-207,steal,cpu
3,01:40:58.597916,182.0,VM10-1-9-207,steal,cpu
0,01:40:58.597938,6002922.0,VM10-1-9-207,idle,cpu
1,01:40:58.597960,5998335.0,VM10-1-9-207,idle,cpu
2,01:40:58.597981,6018680.0,VM10-1-9-207,idle,cpu
3,01:40:58.598016,6004873.0,VM10-1-9-207,idle,cpu
0,01:41:08.595670,158168.0,VM10-1-9-207,user,cpu
1,01:41:08.595769,160586.0,VM10-1-9-207,user,cpu
2,01:41:08.595786,127424.0,VM10-1-9-207,user,cpu
3,01:41:08.595805,153098.0,VM10-1-9-207,user,cpu
0,01:41:08.595878,6306.0,VM10-1-9-207,system,cpu
1,01:41:08.598644,8162.0,VM10-1-9-207,system,cpu
2,01:41:08.598662,7992.0,VM10-1-9-207,system,cpu
3,01:41:08.598762,7382.0,VM10-1-9-207,system,cpu
0,01:41:08.598777,3494.0,VM10-1-9-207,wait,cpu
1,01:41:08.598807,4461.0,VM10-1-9-207,wait,cpu
2,01:41:08.598852,4318.0,VM10-1-9-207,wait,cpu
3,01:41:08.598907,3720.0,VM10-1-9-207,wait,cpu
0,01:41:08.599164,32.0,VM10-1-9-207,nice,cpu
1,01:41:08.599262,0.0,VM10-1-9-207,nice,cpu
2,01:41:08.599323,7516.0,VM10-1-9-207,nice,cpu
3,01:41:08.599343,0.0,VM10-1-9-207,nice,cpu
0,01:41:08.599360,0.0,VM10-1-9-207,interrupt,cpu
1,01:41:08.599385,0.0,VM10-1-9-207,interrupt,cpu
2,01:41:08.599459,0.0,VM10-1-9-207,interrupt,cpu
3,01:41:08.599513,0.0,VM10-1-9-207,interrupt,cpu
0,01:41:08.599578,250.0,VM10-1-9-207,softirq,cpu
1,01:41:08.599642,128.0,VM10-1-9-207,softirq,cpu
2,01:41:08.599691,242.0,VM10-1-9-207,softirq,cpu
3,01:41:08.599738,240.0,VM10-1-9-207,softirq,cpu
0,01:41:08.599792,74.0,VM10-1-9-207,steal,cpu
1,01:41:08.599831,75.0,VM10-1-9-207,steal,cpu
2,01:41:08.599885,243.0,VM10-1-9-207,steal,cpu
3,01:41:08.599953,182.0,VM10-1-9-207,steal,cpu
0,01:41:08.600033,6003921.0,VM10-1-9-207,idle,cpu
1,01:41:08.600089,5998335.0,VM10-1-9-207,idle,cpu
2,01:41:08.600149,6019676.0,VM10-1-9-207,idle,cpu
3,01:41:08.600201,6005870.0,VM10-1-9-207,idle,cpu
0,01:41:18.595592,158169.0,VM10-1-9-207,user,cpu
1,01:41:18.595606,161586.0,VM10-1-9-207,user,cpu
2,01:41:18.595614,127433.0,VM10-1-9-207,user,cpu
3,01:41:18.595716,153099.0,VM10-1-9-207,user,cpu
0,01:41:18.595724,6308.0,VM10-1-9-207,system,cpu
1,01:41:18.595769,8162.0,VM10-1-9-207,system,cpu
2,01:41:18.595799,8008.0,VM10-1-9-207,system,cpu
3,01:41:18.595815,7384.0,VM10-1-9-207,system,cpu
0,01:41:18.597879,3494.0,VM10-1-9-207,wait,cpu
1,01:41:18.597889,4461.0,VM10-1-9-207,wait,cpu
2,01:41:18.597923,4319.0,VM10-1-9-207,wait,cpu
3,01:41:18.597952,3720.0,VM10-1-9-207,wait,cpu
0,01:41:18.597966,32.0,VM10-1-9-207,nice,cpu
1,01:41:18.597967,0.0,VM10-1-9-207,nice,cpu
2,01:41:18.597968,7516.0,VM10-1-9-207,nice,cpu
3,01:41:18.597969,0.0,VM10-1-9-207,nice,cpu
0,01:41:18.597970,0.0,VM10-1-9-207,interrupt,cpu
1,01:41:18.598042,0.0,VM10-1-9-207,interrupt,cpu
2,01:41:18.598061,0.0,VM10-1-9-207,interrupt,cpu
3,01:41:18.598094,0.0,VM10-1-9-207,interrupt,cpu
0,01:41:18.598107,250.0,VM10-1-9-207,softirq,cpu
1,01:41:18.598135,128.0,VM10-1-9-207,softirq,cpu
2,01:41:18.598143,242.0,VM10-1-9-207,softirq,cpu
3,01:41:18.598157,240.0,VM10-1-9-207,softirq,cpu
0,01:41:18.598198,74.0,VM10-1-9-207,steal,cpu
1,01:41:18.598205,75.0,VM10-1-9-207,steal,cpu
2,01:41:18.598219,243.0,VM10-1-9-207,steal,cpu
3,01:41:18.598226,182.0,VM10-1-9-207,steal,cpu
0,01:41:18.598301,6004917.0,VM10-1-9-207,idle,cpu
1,01:41:18.598309,5998335.0,VM10-1-9-207,idle,cpu
2,01:41:18.598317,6020670.0,VM10-1-9-207,idle,cpu
3,01:41:18.598329,6006865.0,VM10-1-9-207,idle,cpu
0,01:41:28.595698,158170.0,VM10-1-9-207,user,cpu
1,01:41:28.595725,162584.0,VM10-1-9-207,user,cpu
2,01:41:28.595905,127433.0,VM10-1-9-207,user,cpu
3,01:41:28.596023,153100.0,VM10-1-9-207,user,cpu
0,01:41:28.596044,6309.0,VM10-1-9-207,system,cpu
1,01:41:28.596062,8163.0,VM10-1-9-207,system,cpu
2,01:41:28.596199,8008.0,VM10-1-9-207,system,cpu
3,01:41:28.598742,7384.0,VM10-1-9-207,system,cpu
0,01:41:28.598764,3494.0,VM10-1-9-207,wait,cpu
1,01:41:28.598783,4461.0,VM10-1-9-207,wait,cpu
2,01:41:28.598801,4319.0,VM10-1-9-207,wait,cpu
3,01:41:28.598951,3720.0,VM10-1-9-207,wait,cpu
0,01:41:28.599048,32.0,VM10-1-9-207,nice,cpu
1,01:41:28.599125,0.0,VM10-1-9-207,nice,cpu
2,01:41:28.599208,7516.0,VM10-1-9-207,nice,cpu
3,01:41:28.599278,0.0,VM10-1-9-207,nice,cpu
0,01:41:28.599342,0.0,VM10-1-9-207,interrupt,cpu
1,01:41:28.599420,0.0,VM10-1-9-207,interrupt,cpu
2,01:41:28.599502,0.0,VM10-1-9-207,interrupt,cpu
3,01:41:28.599576,0.0,VM10-1-9-207,interrupt,cpu
0,01:41:28.599657,250.0,VM10-1-9-207,softirq,cpu
1,01:41:28.599728,128.0,VM10-1-9-207,softirq,cpu
2,01:41:28.599815,242.0,VM10-1-9-207,softirq,cpu
3,01:41:28.599895,240.0,VM10-1-9-207,softirq,cpu
0,01:41:28.599968,74.0,VM10-1-9-207,steal,cpu
1,01:41:28.600065,76.0,VM10-1-9-207,steal,cpu
2,01:41:28.600139,243.0,VM10-1-9-207,steal,cpu
3,01:41:28.600221,182.0,VM10-1-9-207,steal,cpu
0,01:41:28.600289,6005915.0,VM10-1-9-207,idle,cpu
1,01:41:28.600366,5998335.0,VM10-1-9-207,idle,cpu
2,01:41:28.600440,6021667.0,VM10-1-9-207,idle,cpu
3,01:41:28.600515,6007863.0,VM10-1-9-207,idle,cpu
0,01:41:38.595519,158170.0,VM10-1-9-207,user,cpu
1,01:41:38.595596,163583.0,VM10-1-9-207,user,cpu
2,01:41:38.595603,127435.0,VM10-1-9-207,user,cpu
3,01:41:38.595607,153102.0,VM10-1-9-207,user,cpu
0,01:41:38.595613,6309.0,VM10-1-9-207,system,cpu
1,01:41:38.595629,8164.0,VM10-1-9-207,system,cpu
2,01:41:38.595702,8009.0,VM10-1-9-207,system,cpu
3,01:41:38.595712,7386.0,VM10-1-9-207,system,cpu
0,01:41:38.595729,3494.0,VM10-1-9-207,wait,cpu
1,01:41:38.595766,4461.0,VM10-1-9-207,wait,cpu
2,01:41:38.595773,4320.0,VM10-1-9-207,wait,cpu
3,01:41:38.595784,3720.0,VM10-1-9-207,wait,cpu
0,01:41:38.595808,32.0,VM10-1-9-207,nice,cpu
1,01:41:38.596097,0.0,VM10-1-9-207,nice,cpu
2,01:41:38.596118,7516.0,VM10-1-9-207,nice,cpu
3,01:41:38.596141,0.0,VM10-1-9-207,nice,cpu
0,01:41:38.596162,0.0,VM10-1-9-207,interrupt,cpu
1,01:41:38.596184,0.0,VM10-1-9-207,interrupt,cpu
2,01:41:38.596206,0.0,VM10-1-9-207,interrupt,cpu
3,01:41:38.596227,0.0,VM10-1-9-207,interrupt,cpu
0,01:41:38.596250,250.0,VM10-1-9-207,softirq,cpu
1,01:41:38.596271,128.0,VM10-1-9-207,softirq,cpu
2,01:41:38.596293,242.0,VM10-1-9-207,softirq,cpu
3,01:41:38.596314,240.0,VM10-1-9-207,softirq,cpu
0,01:41:38.596353,74.0,VM10-1-9-207,steal,cpu
1,01:41:38.596599,76.0,VM10-1-9-207,steal,cpu
2,01:41:38.596622,243.0,VM10-1-9-207,steal,cpu
3,01:41:38.596643,182.0,VM10-1-9-207,steal,cpu
0,01:41:38.596664,6006914.0,VM10-1-9-207,idle,cpu
1,01:41:38.597048,5998335.0,VM10-1-9-207,idle,cpu
2,01:41:38.597055,6022662.0,VM10-1-9-207,idle,cpu
3,01:41:38.597152,6008858.0,VM10-1-9-207,idle,cpu
0,01:41:48.595569,158170.0,VM10-1-9-207,user,cpu
1,01:41:48.595577,164580.0,VM10-1-9-207,user,cpu
2,01:41:48.595582,127435.0,VM10-1-9-207,user,cpu
3,01:41:48.595586,153104.0,VM10-1-9-207,user,cpu
0,01:41:48.595593,6310.0,VM10-1-9-207,system,cpu
1,01:41:48.595599,8168.0,VM10-1-9-207,system,cpu
2,01:41:48.595600,8010.0,VM10-1-9-207,system,cpu
3,01:41:48.595601,7387.0,VM10-1-9-207,system,cpu
0,01:41:48.595602,3494.0,VM10-1-9-207,wait,cpu
1,01:41:48.595603,4461.0,VM10-1-9-207,wait,cpu
2,01:41:48.595603,4320.0,VM10-1-9-207,wait,cpu
3,01:41:48.595603,3720.0,VM10-1-9-207,wait,cpu
0,01:41:48.595604,32.0,VM10-1-9-207,nice,cpu
1,01:41:48.595604,0.0,VM10-1-9-207,nice,cpu
2,01:41:48.595605,7516.0,VM10-1-9-207,nice,cpu
3,01:41:48.595606,0.0,VM10-1-9-207,nice,cpu
0,01:41:48.595607,0.0,VM10-1-9-207,interrupt,cpu
1,01:41:48.595607,0.0,VM10-1-9-207,interrupt,cpu
2,01:41:48.595608,0.0,VM10-1-9-207,interrupt,cpu
3,01:41:48.595609,0.0,VM10-1-9-207,interrupt,cpu
0,01:41:48.595610,250.0,VM10-1-9-207,softirq,cpu
1,01:41:48.595610,128.0,VM10-1-9-207,softirq,cpu
2,01:41:48.595611,242.0,VM10-1-9-207,softirq,cpu
3,01:41:48.595612,240.0,VM10-1-9-207,softirq,cpu
0,01:41:48.595613,74.0,VM10-1-9-207,steal,cpu
1,01:41:48.595613,76.0,VM10-1-9-207,steal,cpu
2,01:41:48.595614,243.0,VM10-1-9-207,steal,cpu
3,01:41:48.595614,182.0,VM10-1-9-207,steal,cpu
0,01:41:48.595615,6007912.0,VM10-1-9-207,idle,cpu
1,01:41:48.595615,5998335.0,VM10-1-9-207,idle,cpu
2,01:41:48.595616,6023659.0,VM10-1-9-207,idle,cpu
3,01:41:48.595617,6009856.0,VM10-1-9-207,idle,cpu
0,01:41:58.596027,158171.0,VM10-1-9-207,user,cpu
1,01:41:58.596028,165578.0,VM10-1-9-207,user,cpu
2,01:41:58.596028,127437.0,VM10-1-9-207,user,cpu
3,01:41:58.596029,153105.0,VM10-1-9-207,user,cpu
0,01:41:58.596030,6310.0,VM10-1-9-207,system,cpu
1,01:41:58.596030,8169.0,VM10-1-9-207,system,cpu
2,01:41:58.596031,8011.0,VM10-1-9-207,system,cpu
3,01:41:58.596032,7388.0,VM10-1-9-207,system,cpu
0,01:41:58.596033,3494.0,VM10-1-9-207,wait,cpu
1,01:41:58.596309,4461.0,VM10-1-9-207,wait,cpu
2,01:41:58.596345,4321.0,VM10-1-9-207,wait,cpu
3,01:41:58.596368,3722.0,VM10-1-9-207,wait,cpu
0,01:41:58.596391,32.0,VM10-1-9-207,nice,cpu
1,01:41:58.596448,0.0,VM10-1-9-207,nice,cpu
2,01:41:58.597233,7516.0,VM10-1-9-207,nice,cpu
3,01:41:58.597290,0.0,VM10-1-9-207,nice,cpu
0,01:41:58.597312,0.0,VM10-1-9-207,interrupt,cpu
1,01:41:58.597334,0.0,VM10-1-9-207,interrupt,cpu
2,01:41:58.597356,0.0,VM10-1-9-207,interrupt,cpu
3,01:41:58.597378,0.0,VM10-1-9-207,interrupt,cpu
0,01:41:58.597402,251.0,VM10-1-9-207,softirq,cpu
1,01:41:58.597423,128.0,VM10-1-9-207,softirq,cpu
2,01:41:58.597450,242.0,VM10-1-9-207,softirq,cpu
3,01:41:58.597500,240.0,VM10-1-9-207,softirq,cpu
