type_instance,type,value,host,time
cached,memory,3795243008.0,VM10-1-9-207,03:24:07.659786
free,memory,3677700096.0,VM10-1-9-207,03:24:07.659786
slab_recl,memory,329953280.0,VM10-1-9-207,03:24:07.659786
slab_unrecl,memory,39100416.0,VM10-1-9-207,03:24:07.659786
used,memory,371421184.0,VM10-1-9-207,03:24:07.659786
buffered,memory,162246656.0,VM10-1-9-207,03:24:17.659510
cached,memory,3795251200.0,VM10-1-9-207,03:24:17.659510
free,memory,3675504640.0,VM10-1-9-207,03:24:17.659510
slab_recl,memory,329949184.0,VM10-1-9-207,03:24:17.659510
slab_unrecl,memory,39157760.0,VM10-1-9-207,03:24:17.659510
used,memory,373547008.0,VM10-1-9-207,03:24:17.659510
buffered,memory,162254848.0,VM10-1-9-207,03:24:27.659881
cached,memory,3795259392.0,VM10-1-9-207,03:24:27.659881
free,memory,3673759744.0,VM10-1-9-207,03:24:27.659881
slab_recl,memory,329940992.0,VM10-1-9-207,03:24:27.659881
slab_unrecl,memory,38965248.0,VM10-1-9-207,03:24:27.659881
used,memory,375476224.0,VM10-1-9-207,03:24:27.659881
buffered,memory,162267136.0,VM10-1-9-207,03:24:37.659976
cached,memory,3795267584.0,VM10-1-9-207,03:24:37.659976
free,memory,3673661440.0,VM10-1-9-207,03:24:37.659976
slab_recl,memory,329949184.0,VM10-1-9-207,03:24:37.659976
slab_unrecl,memory,38801408.0,VM10-1-9-207,03:24:37.659976
used,memory,375709696.0,VM10-1-9-207,03:24:37.659976
buffered,memory,162271232.0,VM10-1-9-207,03:24:47.659535
cached,memory,3795275776.0,VM10-1-9-207,03:24:47.659535
free,memory,3671789568.0,VM10-1-9-207,03:24:47.659535
slab_recl,memory,329953280.0,VM10-1-9-207,03:24:47.659535
slab_unrecl,memory,38739968.0,VM10-1-9-207,03:24:47.659535
used,memory,377626624.0,VM10-1-9-207,03:24:47.659535
buffered,memory,162283520.0,VM10-1-9-207,03:24:57.659760
cached,memory,3795283968.0,VM10-1-9-207,03:24:57.659760
free,memory,3669213184.0,VM10-1-9-207,03:24:57.659760
slab_recl,memory,329953280.0,VM10-1-9-207,03:24:57.659760
slab_unrecl,memory,39092224.0,VM10-1-9-207,03:24:57.659760
used,memory,379830272.0,VM10-1-9-207,03:24:57.659760
buffered,memory,162299904.0,VM10-1-9-207,03:25:07.659540
cached,memory,3795288064.0,VM10-1-9-207,03:25:07.659540
free,memory,3667308544.0,VM10-1-9-207,03:25:07.659540
slab_recl,memory,329961472.0,VM10-1-9-207,03:25:07.659540
slab_unrecl,memory,38948864.0,VM10-1-9-207,03:25:07.659540
used,memory,381849600.0,VM10-1-9-207,03:25:07.659540
buffered,memory,162304000.0,VM10-1-9-207,03:25:17.659493
cached,memory,3795300352.0,VM10-1-9-207,03:25:17.659493
free,memory,3665145856.0,VM10-1-9-207,03:25:17.659493
slab_recl,memory,329957376.0,VM10-1-9-207,03:25:17.659493
slab_unrecl,memory,38981632.0,VM10-1-9-207,03:25:17.659493
used,memory,383967232.0,VM10-1-9-207,03:25:17.659493
buffered,memory,162316288.0,VM10-1-9-207,03:25:27.659528
cached,memory,3795304448.0,VM10-1-9-207,03:25:27.659528
free,memory,3665244160.0,VM10-1-9-207,03:25:27.659528
slab_recl,memory,329969664.0,VM10-1-9-207,03:25:27.659528
slab_unrecl,memory,39137280.0,VM10-1-9-207,03:25:27.659528
used,memory,383684608.0,VM10-1-9-207,03:25:27.659528
buffered,memory,162320384.0,VM10-1-9-207,03:25:37.659694
cached,memory,3795312640.0,VM10-1-9-207,03:25:37.659694
free,memory,3663175680.0,VM10-1-9-207,03:25:37.659694
slab_recl,memory,329973760.0,VM10-1-9-207,03:25:37.659694
slab_unrecl,memory,39063552.0,VM10-1-9-207,03:25:37.659694
used,memory,385810432.0,VM10-1-9-207,03:25:37.659694
buffered,memory,162328576.0,VM10-1-9-207,03:25:47.659494
cached,memory,3795320832.0,VM10-1-9-207,03:25:47.659494
free,memory,3661176832.0,VM10-1-9-207,03:25:47.659494
slab_recl,memory,329961472.0,VM10-1-9-207,03:25:47.659494
slab_unrecl,memory,38748160.0,VM10-1-9-207,03:25:47.659494
used,memory,388120576.0,VM10-1-9-207,03:25:47.659494
buffered,memory,162336768.0,VM10-1-9-207,03:25:57.659534
cached,memory,3795329024.0,VM10-1-9-207,03:25:57.659534
free,memory,3660697600.0,VM10-1-9-207,03:25:57.659534
slab_recl,memory,329957376.0,VM10-1-9-207,03:25:57.659534
slab_unrecl,memory,38670336.0,VM10-1-9-207,03:25:57.659534
used,memory,388665344.0,VM10-1-9-207,03:25:57.659534
