host,time,type,value,type_instance
VM10-1-9-207,02:29:57.348435,memory,37289984.0,slab_unrecl
VM10-1-9-207,02:29:57.348435,memory,217722880.0,used
VM10-1-9-207,02:30:07.353293,memory,156717056.0,buffered
VM10-1-9-207,02:30:07.353293,memory,3775426560.0,cached
VM10-1-9-207,02:30:07.353293,memory,3861622784.0,free
VM10-1-9-207,02:30:07.353293,memory,326803456.0,slab_recl
VM10-1-9-207,02:30:07.353293,memory,37130240.0,slab_unrecl
VM10-1-9-207,02:30:07.353293,memory,217956352.0,used
VM10-1-9-207,02:30:17.348694,memory,156721152.0,buffered
VM10-1-9-207,02:30:17.348694,memory,3775434752.0,cached
VM10-1-9-207,02:30:17.348694,memory,3861975040.0,free
VM10-1-9-207,02:30:17.348694,memory,326795264.0,slab_recl
VM10-1-9-207,02:30:17.348694,memory,36954112.0,slab_unrecl
VM10-1-9-207,02:30:17.348694,memory,217776128.0,used
VM10-1-9-207,02:30:27.348495,memory,156725248.0,buffered
VM10-1-9-207,02:30:27.348495,memory,3775442944.0,cached
VM10-1-9-207,02:30:27.348495,memory,3861716992.0,free
VM10-1-9-207,02:30:27.348495,memory,326807552.0,slab_recl
VM10-1-9-207,02:30:27.348495,memory,36847616.0,slab_unrecl
VM10-1-9-207,02:30:27.348495,memory,218116096.0,used
VM10-1-9-207,02:30:37.357271,memory,156741632.0,buffered
VM10-1-9-207,02:30:37.357271,memory,3775447040.0,cached
VM10-1-9-207,02:30:37.357271,memory,3861307392.0,free
VM10-1-9-207,02:30:37.357271,memory,326795264.0,slab_recl
VM10-1-9-207,02:30:37.357271,memory,37253120.0,slab_unrecl
VM10-1-9-207,02:30:37.357271,memory,218112000.0,used
VM10-1-9-207,02:30:47.348553,memory,156753920.0,buffered
VM10-1-9-207,02:30:47.348553,memory,3775459328.0,cached
VM10-1-9-207,02:30:47.348553,memory,3861368832.0,free
VM10-1-9-207,02:30:47.348553,memory,326803456.0,slab_recl
VM10-1-9-207,02:30:47.348553,memory,37097472.0,slab_unrecl
VM10-1-9-207,02:30:47.348553,memory,218173440.0,used
VM10-1-9-207,02:30:57.348809,memory,156758016.0,buffered
VM10-1-9-207,02:30:57.348809,memory,3775467520.0,cached
VM10-1-9-207,02:30:57.348809,memory,213262336.0,used
