instance,value,host,time,type,type_instance
3,0.0,VM10-1-9-207,02:27:27.347344,cpu,nice
0,0.0,VM10-1-9-207,02:27:27.347345,cpu,interrupt
1,0.0,VM10-1-9-207,02:27:27.347346,cpu,interrupt
2,0.0,VM10-1-9-207,02:27:27.347347,cpu,interrupt
3,0.0,VM10-1-9-207,02:27:27.347348,cpu,interrupt
0,276.0,VM10-1-9-207,02:27:27.347349,cpu,softirq
1,140.0,VM10-1-9-207,02:27:27.347351,cpu,softirq
2,254.0,VM10-1-9-207,02:27:27.347351,cpu,softirq
3,262.0,VM10-1-9-207,02:27:27.347353,cpu,softirq
0,82.0,VM10-1-9-207,02:27:27.347357,cpu,steal
1,94.0,VM10-1-9-207,02:27:27.347358,cpu,steal
2,259.0,VM10-1-9-207,02:27:27.347359,cpu,steal
3,206.0,VM10-1-9-207,02:27:27.347361,cpu,steal
0,6240601.0,VM10-1-9-207,02:27:27.347361,cpu,idle
1,6192384.0,VM10-1-9-207,02:27:27.347362,cpu,idle
2,6228109.0,VM10-1-9-207,02:27:27.347363,cpu,idle
3,6224703.0,VM10-1-9-207,02:27:27.347364,cpu,idle
0,198521.0,VM10-1-9-207,02:27:37.347190,cpu,user
1,243719.0,VM10-1-9-207,02:27:37.347210,cpu,user
2,195840.0,VM10-1-9-207,02:27:37.347318,cpu,user
3,212297.0,VM10-1-9-207,02:27:37.347334,cpu,user
0,6757.0,VM10-1-9-207,02:27:37.347356,cpu,system
1,8620.0,VM10-1-9-207,02:27:37.350505,cpu,system
2,8553.0,VM10-1-9-207,02:27:37.350570,cpu,system
3,7786.0,VM10-1-9-207,02:27:37.350584,cpu,system
0,3676.0,VM10-1-9-207,02:27:37.350608,cpu,wait
1,4496.0,VM10-1-9-207,02:27:37.350682,cpu,wait
2,4452.0,VM10-1-9-207,02:27:37.350695,cpu,wait
3,3866.0,VM10-1-9-207,02:27:37.350751,cpu,wait
0,32.0,VM10-1-9-207,02:27:37.350764,cpu,nice
1,0.0,VM10-1-9-207,02:27:37.350786,cpu,nice
2,7516.0,VM10-1-9-207,02:27:37.350791,cpu,nice
3,0.0,VM10-1-9-207,02:27:37.350796,cpu,nice
0,0.0,VM10-1-9-207,02:27:37.350913,cpu,interrupt
1,0.0,VM10-1-9-207,02:27:37.350948,cpu,interrupt
2,0.0,VM10-1-9-207,02:27:37.351051,cpu,interrupt
3,0.0,VM10-1-9-207,02:27:37.351120,cpu,interrupt
0,276.0,VM10-1-9-207,02:27:37.351244,cpu,softirq
1,140.0,VM10-1-9-207,02:27:37.351354,cpu,softirq
2,254.0,VM10-1-9-207,02:27:37.351625,cpu,softirq
3,262.0,VM10-1-9-207,02:27:37.351671,cpu,softirq
0,82.0,VM10-1-9-207,02:27:37.351770,cpu,steal
1,94.0,VM10-1-9-207,02:27:37.351784,cpu,steal
2,259.0,VM10-1-9-207,02:27:37.351798,cpu,steal
3,206.0,VM10-1-9-207,02:27:37.351805,cpu,steal
0,6241598.0,VM10-1-9-207,02:27:37.351865,cpu,idle
1,6193381.0,VM10-1-9-207,02:27:37.351919,cpu,idle
2,6229107.0,VM10-1-9-207,02:27:37.351928,cpu,idle
3,6224703.0,VM10-1-9-207,02:27:37.351948,cpu,idle
0,198524.0,VM10-1-9-207,02:27:47.347198,cpu,user
1,243719.0,VM10-1-9-207,02:27:47.347227,cpu,user
2,195840.0,VM10-1-9-207,02:27:47.347240,cpu,user
3,213296.0,VM10-1-9-207,02:27:47.347247,cpu,user
0,6758.0,VM10-1-9-207,02:27:47.347313,cpu,system
1,8620.0,VM10-1-9-207,02:27:47.347517,cpu,system
2,8554.0,VM10-1-9-207,02:27:47.347529,cpu,system
3,7787.0,VM10-1-9-207,02:27:47.347564,cpu,system
0,3676.0,VM10-1-9-207,02:27:47.350843,cpu,wait
1,4496.0,VM10-1-9-207,02:27:47.350855,cpu,wait
2,4452.0,VM10-1-9-207,02:27:47.350914,cpu,wait
3,3866.0,VM10-1-9-207,02:27:47.351048,cpu,wait
0,32.0,VM10-1-9-207,02:27:47.351102,cpu,nice
1,0.0,VM10-1-9-207,02:27:47.351115,cpu,nice
2,7516.0,VM10-1-9-207,02:27:47.351125,cpu,nice
3,0.0,VM10-1-9-207,02:27:47.351147,cpu,nice
0,0.0,VM10-1-9-207,02:27:47.351283,cpu,interrupt
1,0.0,VM10-1-9-207,02:27:47.351295,cpu,interrupt
2,0.0,VM10-1-9-207,02:27:47.351319,cpu,interrupt
3,0.0,VM10-1-9-207,02:27:47.351341,cpu,interrupt
0,276.0,VM10-1-9-207,02:27:47.351383,cpu,softirq
1,140.0,VM10-1-9-207,02:27:47.351397,cpu,softirq
2,254.0,VM10-1-9-207,02:27:47.351464,cpu,softirq
3,262.0,VM10-1-9-207,02:27:47.351523,cpu,softirq
0,82.0,VM10-1-9-207,02:27:47.351535,cpu,steal
1,94.0,VM10-1-9-207,02:27:47.351563,cpu,steal
2,259.0,VM10-1-9-207,02:27:47.351574,cpu,steal
3,206.0,VM10-1-9-207,02:27:47.351596,cpu,steal
0,6242593.0,VM10-1-9-207,02:27:47.351617,cpu,idle
1,6194380.0,VM10-1-9-207,02:27:47.351619,cpu,idle
2,6230104.0,VM10-1-9-207,02:27:47.351620,cpu,idle
3,6224703.0,VM10-1-9-207,02:27:47.351622,cpu,idle
0,198525.0,VM10-1-9-207,02:27:57.347163,cpu,user
1,243720.0,VM10-1-9-207,02:27:57.347189,cpu,user
2,195841.0,VM10-1-9-207,02:27:57.347196,cpu,user
3,214295.0,VM10-1-9-207,02:27:57.347206,cpu,user
0,6759.0,VM10-1-9-207,02:27:57.347214,cpu,system
1,8621.0,VM10-1-9-207,02:27:57.347227,cpu,system
2,8556.0,VM10-1-9-207,02:27:57.347229,cpu,system
3,7788.0,VM10-1-9-207,02:27:57.347230,cpu,system
0,3678.0,VM10-1-9-207,02:27:57.347231,cpu,wait
1,4496.0,VM10-1-9-207,02:27:57.347233,cpu,wait
2,4454.0,VM10-1-9-207,02:27:57.347234,cpu,wait
3,3866.0,VM10-1-9-207,02:27:57.347235,cpu,wait
0,32.0,VM10-1-9-207,02:27:57.347238,cpu,nice
1,0.0,VM10-1-9-207,02:27:57.347239,cpu,nice
2,7516.0,VM10-1-9-207,02:27:57.347241,cpu,nice
3,0.0,VM10-1-9-207,02:27:57.347243,cpu,nice
0,0.0,VM10-1-9-207,02:27:57.347244,cpu,interrupt
1,0.0,VM10-1-9-207,02:27:57.347252,cpu,interrupt
2,0.0,VM10-1-9-207,02:27:57.347254,cpu,interrupt
3,0.0,VM10-1-9-207,02:27:57.347255,cpu,interrupt
0,276.0,VM10-1-9-207,02:27:57.347275,cpu,softirq
1,140.0,VM10-1-9-207,02:27:57.347277,cpu,softirq
2,254.0,VM10-1-9-207,02:27:57.347278,cpu,softirq
3,262.0,VM10-1-9-207,02:27:57.347280,cpu,softirq
0,82.0,VM10-1-9-207,02:27:57.347281,cpu,steal
1,94.0,VM10-1-9-207,02:27:57.347282,cpu,steal
2,259.0,VM10-1-9-207,02:27:57.347283,cpu,steal
3,206.0,VM10-1-9-207,02:27:57.347284,cpu,steal
0,6243588.0,VM10-1-9-207,02:27:57.347286,cpu,idle
1,6195378.0,VM10-1-9-207,02:27:57.347286,cpu,idle
2,6231099.0,VM10-1-9-207,02:27:57.347288,cpu,idle
3,6224703.0,VM10-1-9-207,02:27:57.347289,cpu,idle
0,198528.0,VM10-1-9-207,02:28:07.347194,cpu,user
1,243720.0,VM10-1-9-207,02:28:07.347212,cpu,user
2,195842.0,VM10-1-9-207,02:28:07.347231,cpu,user
3,215293.0,VM10-1-9-207,02:28:07.347241,cpu,user
0,6760.0,VM10-1-9-207,02:28:07.347255,cpu,system
1,8623.0,VM10-1-9-207,02:28:07.347298,cpu,system
2,8556.0,VM10-1-9-207,02:28:07.347300,cpu,system
3,7790.0,VM10-1-9-207,02:28:07.347301,cpu,system
0,3678.0,VM10-1-9-207,02:28:07.347303,cpu,wait
1,4496.0,VM10-1-9-207,02:28:07.347304,cpu,wait
2,4454.0,VM10-1-9-207,02:28:07.347306,cpu,wait
3,3866.0,VM10-1-9-207,02:28:07.347306,cpu,wait
0,32.0,VM10-1-9-207,02:28:07.347307,cpu,nice
1,0.0,VM10-1-9-207,02:28:07.347309,cpu,nice
2,7516.0,VM10-1-9-207,02:28:07.347310,cpu,nice
3,0.0,VM10-1-9-207,02:28:07.347311,cpu,nice
0,0.0,VM10-1-9-207,02:28:07.347313,cpu,interrupt
1,0.0,VM10-1-9-207,02:28:07.347314,cpu,interrupt
2,0.0,VM10-1-9-207,02:28:07.347316,cpu,interrupt
3,0.0,VM10-1-9-207,02:28:07.347317,cpu,interrupt
0,276.0,VM10-1-9-207,02:28:07.347318,cpu,softirq
1,140.0,VM10-1-9-207,02:28:07.347320,cpu,softirq
2,254.0,VM10-1-9-207,02:28:07.347321,cpu,softirq
3,262.0,VM10-1-9-207,02:28:07.347322,cpu,softirq
0,82.0,VM10-1-9-207,02:28:07.347324,cpu,steal
1,94.0,VM10-1-9-207,02:28:07.347326,cpu,steal
2,259.0,VM10-1-9-207,02:28:07.347327,cpu,steal
3,206.0,VM10-1-9-207,02:28:07.347329,cpu,steal
0,6244582.0,VM10-1-9-207,02:28:07.347330,cpu,idle
1,6196372.0,VM10-1-9-207,02:28:07.347331,cpu,idle
2,6232095.0,VM10-1-9-207,02:28:07.347333,cpu,idle
3,6224703.0,VM10-1-9-207,02:28:07.347334,cpu,idle
0,198529.0,VM10-1-9-207,02:28:17.347183,cpu,user
1,243720.0,VM10-1-9-207,02:28:17.347206,cpu,user
2,195842.0,VM10-1-9-207,02:28:17.347218,cpu,user
3,216291.0,VM10-1-9-207,02:28:17.347378,cpu,user
0,6762.0,VM10-1-9-207,02:28:17.347391,cpu,system
1,8624.0,VM10-1-9-207,02:28:17.347415,cpu,system
2,8558.0,VM10-1-9-207,02:28:17.347465,cpu,system
3,7791.0,VM10-1-9-207,02:28:17.347553,cpu,system
0,3679.0,VM10-1-9-207,02:28:17.347594,cpu,wait
1,4496.0,VM10-1-9-207,02:28:17.350150,cpu,wait
