type_instance,value,type,host,instance,time
steal,66.0,cpu,VM10-1-9-207,1,01:01:09.866143
steal,231.0,cpu,VM10-1-9-207,2,01:01:09.866144
steal,158.0,cpu,VM10-1-9-207,3,01:01:09.866145
idle,5818174.0,cpu,VM10-1-9-207,0,01:01:09.866146
idle,5805096.0,cpu,VM10-1-9-207,1,01:01:09.866147
idle,5809745.0,cpu,VM10-1-9-207,2,01:01:09.866147
idle,5854918.0,cpu,VM10-1-9-207,3,01:01:09.866148
user,105632.0,cpu,VM10-1-9-207,0,01:01:19.865955
user,114540.0,cpu,VM10-1-9-207,1,01:01:19.865962
user,98475.0,cpu,VM10-1-9-207,2,01:01:19.865967
user,64799.0,cpu,VM10-1-9-207,3,01:01:19.865975
system,6028.0,cpu,VM10-1-9-207,0,01:01:19.865980
system,7763.0,cpu,VM10-1-9-207,1,01:01:19.866019
system,7552.0,cpu,VM10-1-9-207,2,01:01:19.866020
system,7019.0,cpu,VM10-1-9-207,3,01:01:19.866021
wait,3418.0,cpu,VM10-1-9-207,0,01:01:19.866021
wait,4392.0,cpu,VM10-1-9-207,1,01:01:19.866022
wait,4124.0,cpu,VM10-1-9-207,2,01:01:19.866025
wait,3689.0,cpu,VM10-1-9-207,3,01:01:19.866026
nice,32.0,cpu,VM10-1-9-207,0,01:01:19.866026
nice,0.0,cpu,VM10-1-9-207,1,01:01:19.866027
nice,7516.0,cpu,VM10-1-9-207,2,01:01:19.866028
nice,0.0,cpu,VM10-1-9-207,3,01:01:19.866028
interrupt,0.0,cpu,VM10-1-9-207,0,01:01:19.866029
interrupt,0.0,cpu,VM10-1-9-207,1,01:01:19.866030
interrupt,0.0,cpu,VM10-1-9-207,2,01:01:19.866056
interrupt,0.0,cpu,VM10-1-9-207,3,01:01:19.866057
softirq,226.0,cpu,VM10-1-9-207,0,01:01:19.866057
softirq,118.0,cpu,VM10-1-9-207,1,01:01:19.866058
softirq,226.0,cpu,VM10-1-9-207,2,01:01:19.866058
softirq,217.0,cpu,VM10-1-9-207,3,01:01:19.866063
steal,61.0,cpu,VM10-1-9-207,0,01:01:19.866064
steal,66.0,cpu,VM10-1-9-207,1,01:01:19.866064
steal,231.0,cpu,VM10-1-9-207,2,01:01:19.866065
steal,158.0,cpu,VM10-1-9-207,3,01:01:19.866065
idle,5818174.0,cpu,VM10-1-9-207,0,01:01:19.866066
idle,5806094.0,cpu,VM10-1-9-207,1,01:01:19.866070
idle,5810740.0,cpu,VM10-1-9-207,2,01:01:19.866070
idle,5855915.0,cpu,VM10-1-9-207,3,01:01:19.866071
user,106630.0,cpu,VM10-1-9-207,0,01:01:29.866150
user,114541.0,cpu,VM10-1-9-207,1,01:01:29.866161
user,98478.0,cpu,VM10-1-9-207,2,01:01:29.866170
user,64800.0,cpu,VM10-1-9-207,3,01:01:29.866178
system,6028.0,cpu,VM10-1-9-207,0,01:01:29.866185
system,7764.0,cpu,VM10-1-9-207,1,01:01:29.866200
system,7554.0,cpu,VM10-1-9-207,2,01:01:29.866202
system,7020.0,cpu,VM10-1-9-207,3,01:01:29.866203
wait,3418.0,cpu,VM10-1-9-207,0,01:01:29.866205
wait,4392.0,cpu,VM10-1-9-207,1,01:01:29.866206
wait,4125.0,cpu,VM10-1-9-207,2,01:01:29.866207
wait,3689.0,cpu,VM10-1-9-207,3,01:01:29.866208
nice,32.0,cpu,VM10-1-9-207,0,01:01:29.866216
nice,0.0,cpu,VM10-1-9-207,1,01:01:29.866217
nice,7516.0,cpu,VM10-1-9-207,2,01:01:29.866219
nice,0.0,cpu,VM10-1-9-207,3,01:01:29.866220
interrupt,0.0,cpu,VM10-1-9-207,0,01:01:29.866221
interrupt,0.0,cpu,VM10-1-9-207,1,01:01:29.866223
interrupt,0.0,cpu,VM10-1-9-207,2,01:01:29.866224
interrupt,0.0,cpu,VM10-1-9-207,3,01:01:29.866225
softirq,226.0,cpu,VM10-1-9-207,0,01:01:29.866226
softirq,118.0,cpu,VM10-1-9-207,1,01:01:29.866227
softirq,226.0,cpu,VM10-1-9-207,2,01:01:29.866228
softirq,217.0,cpu,VM10-1-9-207,3,01:01:29.866241
steal,62.0,cpu,VM10-1-9-207,0,01:01:29.866242
steal,67.0,cpu,VM10-1-9-207,1,01:01:29.866243
steal,231.0,cpu,VM10-1-9-207,2,01:01:29.866244
steal,158.0,cpu,VM10-1-9-207,3,01:01:29.866245
idle,5818174.0,cpu,VM10-1-9-207,0,01:01:29.866246
idle,5807092.0,cpu,VM10-1-9-207,1,01:01:29.866277
idle,5811734.0,cpu,VM10-1-9-207,2,01:01:29.866279
idle,5856912.0,cpu,VM10-1-9-207,3,01:01:29.866280
user,107629.0,cpu,VM10-1-9-207,0,01:01:39.866006
user,114542.0,cpu,VM10-1-9-207,1,01:01:39.866016
user,98480.0,cpu,VM10-1-9-207,2,01:01:39.866026
user,64801.0,cpu,VM10-1-9-207,3,01:01:39.866032
system,6029.0,cpu,VM10-1-9-207,0,01:01:39.866042
system,7764.0,cpu,VM10-1-9-207,1,01:01:39.866055
system,7554.0,cpu,VM10-1-9-207,2,01:01:39.866056
system,7020.0,cpu,VM10-1-9-207,3,01:01:39.866057
wait,3418.0,cpu,VM10-1-9-207,0,01:01:39.866057
wait,4392.0,cpu,VM10-1-9-207,1,01:01:39.866058
wait,4125.0,cpu,VM10-1-9-207,2,01:01:39.866059
wait,3689.0,cpu,VM10-1-9-207,3,01:01:39.866059
nice,32.0,cpu,VM10-1-9-207,0,01:01:39.866060
nice,0.0,cpu,VM10-1-9-207,1,01:01:39.866061
nice,7516.0,cpu,VM10-1-9-207,2,01:01:39.866062
nice,0.0,cpu,VM10-1-9-207,3,01:01:39.866063
interrupt,0.0,cpu,VM10-1-9-207,0,01:01:39.866064
interrupt,0.0,cpu,VM10-1-9-207,1,01:01:39.866065
interrupt,0.0,cpu,VM10-1-9-207,2,01:01:39.866070
interrupt,0.0,cpu,VM10-1-9-207,3,01:01:39.866071
softirq,226.0,cpu,VM10-1-9-207,0,01:01:39.866073
softirq,118.0,cpu,VM10-1-9-207,1,01:01:39.866074
softirq,226.0,cpu,VM10-1-9-207,2,01:01:39.866075
softirq,217.0,cpu,VM10-1-9-207,3,01:01:39.866083
steal,62.0,cpu,VM10-1-9-207,0,01:01:39.866085
steal,67.0,cpu,VM10-1-9-207,1,01:01:39.866085
steal,231.0,cpu,VM10-1-9-207,2,01:01:39.866086
steal,158.0,cpu,VM10-1-9-207,3,01:01:39.866086
idle,5818174.0,cpu,VM10-1-9-207,0,01:01:39.866087
idle,5808089.0,cpu,VM10-1-9-207,1,01:01:39.866092
idle,5812730.0,cpu,VM10-1-9-207,2,01:01:39.866094
idle,5857910.0,cpu,VM10-1-9-207,3,01:01:39.866094
user,108629.0,cpu,VM10-1-9-207,0,01:01:49.865983
user,114542.0,cpu,VM10-1-9-207,1,01:01:49.866034
user,98480.0,cpu,VM10-1-9-207,2,01:01:49.866040
user,64802.0,cpu,VM10-1-9-207,3,01:01:49.866056
system,6029.0,cpu,VM10-1-9-207,0,01:01:49.866060
system,7766.0,cpu,VM10-1-9-207,1,01:01:49.866077
system,7555.0,cpu,VM10-1-9-207,2,01:01:49.866078
system,7020.0,cpu,VM10-1-9-207,3,01:01:49.866079
wait,3418.0,cpu,VM10-1-9-207,0,01:01:49.866080
wait,4392.0,cpu,VM10-1-9-207,1,01:01:49.866080
wait,4126.0,cpu,VM10-1-9-207,2,01:01:49.866081
wait,3689.0,cpu,VM10-1-9-207,3,01:01:49.866081
nice,32.0,cpu,VM10-1-9-207,0,01:01:49.866082
nice,0.0,cpu,VM10-1-9-207,1,01:01:49.866083
nice,7516.0,cpu,VM10-1-9-207,2,01:01:49.866084
nice,0.0,cpu,VM10-1-9-207,3,01:01:49.866084
interrupt,0.0,cpu,VM10-1-9-207,0,01:01:49.866085
interrupt,0.0,cpu,VM10-1-9-207,1,01:01:49.866086
interrupt,0.0,cpu,VM10-1-9-207,2,01:01:49.866086
interrupt,0.0,cpu,VM10-1-9-207,3,01:01:49.866087
softirq,226.0,cpu,VM10-1-9-207,0,01:01:49.866088
softirq,118.0,cpu,VM10-1-9-207,1,01:01:49.866088
softirq,226.0,cpu,VM10-1-9-207,2,01:01:49.866089
softirq,217.0,cpu,VM10-1-9-207,3,01:01:49.866090
steal,62.0,cpu,VM10-1-9-207,0,01:01:49.866091
steal,67.0,cpu,VM10-1-9-207,1,01:01:49.866091
steal,231.0,cpu,VM10-1-9-207,2,01:01:49.866091
steal,158.0,cpu,VM10-1-9-207,3,01:01:49.866092
idle,5818174.0,cpu,VM10-1-9-207,0,01:01:49.866092
idle,5809088.0,cpu,VM10-1-9-207,1,01:01:49.866093
idle,5813726.0,cpu,VM10-1-9-207,2,01:01:49.866094
idle,5858907.0,cpu,VM10-1-9-207,3,01:01:49.866095
user,109629.0,cpu,VM10-1-9-207,0,01:01:59.865962
user,114542.0,cpu,VM10-1-9-207,1,01:01:59.865969
user,98482.0,cpu,VM10-1-9-207,2,01:01:59.865973
user,64804.0,cpu,VM10-1-9-207,3,01:01:59.865978
system,6029.0,cpu,VM10-1-9-207,0,01:01:59.865982
system,7768.0,cpu,VM10-1-9-207,1,01:01:59.866011
system,7556.0,cpu,VM10-1-9-207,2,01:01:59.866012
system,7021.0,cpu,VM10-1-9-207,3,01:01:59.866013
wait,3418.0,cpu,VM10-1-9-207,0,01:01:59.866014
wait,4392.0,cpu,VM10-1-9-207,1,01:01:59.866014
wait,4126.0,cpu,VM10-1-9-207,2,01:01:59.866015
wait,3689.0,cpu,VM10-1-9-207,3,01:01:59.866015
nice,32.0,cpu,VM10-1-9-207,0,01:01:59.866016
nice,0.0,cpu,VM10-1-9-207,1,01:01:59.866017
nice,7516.0,cpu,VM10-1-9-207,2,01:01:59.866017
nice,0.0,cpu,VM10-1-9-207,3,01:01:59.866018
interrupt,0.0,cpu,VM10-1-9-207,0,01:01:59.866019
interrupt,0.0,cpu,VM10-1-9-207,1,01:01:59.866019
interrupt,0.0,cpu,VM10-1-9-207,2,01:01:59.866020
interrupt,0.0,cpu,VM10-1-9-207,3,01:01:59.866021
softirq,226.0,cpu,VM10-1-9-207,0,01:01:59.866021
softirq,118.0,cpu,VM10-1-9-207,1,01:01:59.866022
softirq,226.0,cpu,VM10-1-9-207,2,01:01:59.866022
softirq,217.0,cpu,VM10-1-9-207,3,01:01:59.866023
steal,62.0,cpu,VM10-1-9-207,0,01:01:59.866024
steal,67.0,cpu,VM10-1-9-207,1,01:01:59.866024
steal,231.0,cpu,VM10-1-9-207,2,01:01:59.866025
steal,158.0,cpu,VM10-1-9-207,3,01:01:59.866025
idle,5818174.0,cpu,VM10-1-9-207,0,01:01:59.866026
idle,5810086.0,cpu,VM10-1-9-207,1,01:01:59.866026
idle,5814722.0,cpu,VM10-1-9-207,2,01:01:59.866027
idle,5859905.0,cpu,VM10-1-9-207,3,01:01:59.866031
user,110629.0,cpu,VM10-1-9-207,0,01:02:09.866001
user,114542.0,cpu,VM10-1-9-207,1,01:02:09.866010
user,98482.0,cpu,VM10-1-9-207,2,01:02:09.866032
user,64804.0,cpu,VM10-1-9-207,3,01:02:09.866037
system,6029.0,cpu,VM10-1-9-207,0,01:02:09.866042
system,7769.0,cpu,VM10-1-9-207,1,01:02:09.866050
system,7556.0,cpu,VM10-1-9-207,2,01:02:09.866051
system,7022.0,cpu,VM10-1-9-207,3,01:02:09.866052
wait,3418.0,cpu,VM10-1-9-207,0,01:02:09.866053
wait,4392.0,cpu,VM10-1-9-207,1,01:02:09.866053
wait,4127.0,cpu,VM10-1-9-207,2,01:02:09.866054
wait,3689.0,cpu,VM10-1-9-207,3,01:02:09.866055
nice,32.0,cpu,VM10-1-9-207,0,01:02:09.866055
nice,0.0,cpu,VM10-1-9-207,1,01:02:09.866056
nice,7516.0,cpu,VM10-1-9-207,2,01:02:09.866057
nice,0.0,cpu,VM10-1-9-207,3,01:02:09.866057
interrupt,0.0,cpu,VM10-1-9-207,0,01:02:09.866058
interrupt,0.0,cpu,VM10-1-9-207,1,01:02:09.866059
interrupt,0.0,cpu,VM10-1-9-207,2,01:02:09.866060
interrupt,0.0,cpu,VM10-1-9-207,3,01:02:09.866060
softirq,226.0,cpu,VM10-1-9-207,0,01:02:09.866061
softirq,118.0,cpu,VM10-1-9-207,1,01:02:09.866062
softirq,227.0,cpu,VM10-1-9-207,2,01:02:09.866063
softirq,217.0,cpu,VM10-1-9-207,3,01:02:09.866063
steal,62.0,cpu,VM10-1-9-207,0,01:02:09.866077
steal,67.0,cpu,VM10-1-9-207,1,01:02:09.866147
steal,231.0,cpu,VM10-1-9-207,2,01:02:09.866148
steal,158.0,cpu,VM10-1-9-207,3,01:02:09.866148
idle,5818174.0,cpu,VM10-1-9-207,0,01:02:09.866149
idle,5811083.0,cpu,VM10-1-9-207,1,01:02:09.866154
idle,5815718.0,cpu,VM10-1-9-207,2,01:02:09.866155
idle,5860902.0,cpu,VM10-1-9-207,3,01:02:09.866156
user,111629.0,cpu,VM10-1-9-207,0,01:02:19.866112
user,114542.0,cpu,VM10-1-9-207,1,01:02:19.866124
user,98482.0,cpu,VM10-1-9-207,2,01:02:19.866132
user,64805.0,cpu,VM10-1-9-207,3,01:02:19.866140
system,6029.0,cpu,VM10-1-9-207,0,01:02:19.866148
system,7770.0,cpu,VM10-1-9-207,1,01:02:19.866162
system,7557.0,cpu,VM10-1-9-207,2,01:02:19.866163
system,7022.0,cpu,VM10-1-9-207,3,01:02:19.866164
wait,3418.0,cpu,VM10-1-9-207,0,01:02:19.866165
wait,4392.0,cpu,VM10-1-9-207,1,01:02:19.866166
wait,4128.0,cpu,VM10-1-9-207,2,01:02:19.866167
wait,3689.0,cpu,VM10-1-9-207,3,01:02:19.866168
nice,32.0,cpu,VM10-1-9-207,0,01:02:19.866168
nice,0.0,cpu,VM10-1-9-207,1,01:02:19.866170
nice,7516.0,cpu,VM10-1-9-207,2,01:02:19.866178
nice,0.0,cpu,VM10-1-9-207,3,01:02:19.866179
interrupt,0.0,cpu,VM10-1-9-207,0,01:02:19.866181
interrupt,0.0,cpu,VM10-1-9-207,1,01:02:19.866188
interrupt,0.0,cpu,VM10-1-9-207,2,01:02:19.866189
interrupt,0.0,cpu,VM10-1-9-207,3,01:02:19.866190
softirq,226.0,cpu,VM10-1-9-207,0,01:02:19.866192
softirq,118.0,cpu,VM10-1-9-207,1,01:02:19.866193
softirq,227.0,cpu,VM10-1-9-207,2,01:02:19.866194
softirq,217.0,cpu,VM10-1-9-207,3,01:02:19.866195
steal,62.0,cpu,VM10-1-9-207,0,01:02:19.866196
steal,67.0,cpu,VM10-1-9-207,1,01:02:19.866198
steal,231.0,cpu,VM10-1-9-207,2,01:02:19.866199
steal,158.0,cpu,VM10-1-9-207,3,01:02:19.866200
idle,5818174.0,cpu,VM10-1-9-207,0,01:02:19.866201
idle,5812082.0,cpu,VM10-1-9-207,1,01:02:19.866202
idle,5816714.0,cpu,VM10-1-9-207,2,01:02:19.866203
idle,5861900.0,cpu,VM10-1-9-207,3,01:02:19.866204
user,112628.0,cpu,VM10-1-9-207,0,01:02:29.866041
user,114542.0,cpu,VM10-1-9-207,1,01:02:29.866063
user,98483.0,cpu,VM10-1-9-207,2,01:02:29.866070
user,64805.0,cpu,VM10-1-9-207,3,01:02:29.866083
system,6030.0,cpu,VM10-1-9-207,0,01:02:29.866088
system,7772.0,cpu,VM10-1-9-207,1,01:02:29.866096
system,7558.0,cpu,VM10-1-9-207,2,01:02:29.866096
system,7022.0,cpu,VM10-1-9-207,3,01:02:29.866097
wait,3418.0,cpu,VM10-1-9-207,0,01:02:29.866098
wait,4392.0,cpu,VM10-1-9-207,1,01:02:29.866099
wait,4128.0,cpu,VM10-1-9-207,2,01:02:29.866100
wait,3690.0,cpu,VM10-1-9-207,3,01:02:29.866101
nice,32.0,cpu,VM10-1-9-207,0,01:02:29.866102
nice,0.0,cpu,VM10-1-9-207,1,01:02:29.866102
nice,7516.0,cpu,VM10-1-9-207,2,01:02:29.866103
nice,0.0,cpu,VM10-1-9-207,3,01:02:29.866104
interrupt,0.0,cpu,VM10-1-9-207,0,01:02:29.866105
interrupt,0.0,cpu,VM10-1-9-207,1,01:02:29.866106
interrupt,0.0,cpu,VM10-1-9-207,2,01:02:29.866106
interrupt,0.0,cpu,VM10-1-9-207,3,01:02:29.866107
softirq,226.0,cpu,VM10-1-9-207,0,01:02:29.866108
softirq,118.0,cpu,VM10-1-9-207,1,01:02:29.866109
softirq,227.0,cpu,VM10-1-9-207,2,01:02:29.866110
softirq,217.0,cpu,VM10-1-9-207,3,01:02:29.866111
steal,62.0,cpu,VM10-1-9-207,0,01:02:29.866112
steal,67.0,cpu,VM10-1-9-207,1,01:02:29.866112
steal,231.0,cpu,VM10-1-9-207,2,01:02:29.866113
steal,158.0,cpu,VM10-1-9-207,3,01:02:29.866114
idle,5818174.0,cpu,VM10-1-9-207,0,01:02:29.866114
idle,5813080.0,cpu,VM10-1-9-207,1,01:02:29.866115
idle,5817709.0,cpu,VM10-1-9-207,2,01:02:29.866116
idle,5862898.0,cpu,VM10-1-9-207,3,01:02:29.866117
user,113628.0,cpu,VM10-1-9-207,0,01:02:39.866102
user,114544.0,cpu,VM10-1-9-207,1,01:02:39.866118
user,98484.0,cpu,VM10-1-9-207,2,01:02:39.866126
user,64805.0,cpu,VM10-1-9-207,3,01:02:39.866141
system,6030.0,cpu,VM10-1-9-207,0,01:02:39.866149
system,7772.0,cpu,VM10-1-9-207,1,01:02:39.866168
system,7559.0,cpu,VM10-1-9-207,2,01:02:39.866175
system,7022.0,cpu,VM10-1-9-207,3,01:02:39.866177
wait,3418.0,cpu,VM10-1-9-207,0,01:02:39.866179
wait,4392.0,cpu,VM10-1-9-207,1,01:02:39.866179
wait,4129.0,cpu,VM10-1-9-207,2,01:02:39.866181
wait,3690.0,cpu,VM10-1-9-207,3,01:02:39.866182
nice,32.0,cpu,VM10-1-9-207,0,01:02:39.866183
nice,0.0,cpu,VM10-1-9-207,1,01:02:39.866184
nice,7516.0,cpu,VM10-1-9-207,2,01:02:39.866185
nice,0.0,cpu,VM10-1-9-207,3,01:02:39.866186
interrupt,0.0,cpu,VM10-1-9-207,0,01:02:39.866187
interrupt,0.0,cpu,VM10-1-9-207,1,01:02:39.866188
interrupt,0.0,cpu,VM10-1-9-207,2,01:02:39.866189
interrupt,0.0,cpu,VM10-1-9-207,3,01:02:39.866190
softirq,226.0,cpu,VM10-1-9-207,0,01:02:39.866191
softirq,118.0,cpu,VM10-1-9-207,1,01:02:39.866192
softirq,227.0,cpu,VM10-1-9-207,2,01:02:39.866193
softirq,217.0,cpu,VM10-1-9-207,3,01:02:39.866194
steal,63.0,cpu,VM10-1-9-207,0,01:02:39.866195
steal,67.0,cpu,VM10-1-9-207,1,01:02:39.866197
steal,231.0,cpu,VM10-1-9-207,2,01:02:39.866204
steal,159.0,cpu,VM10-1-9-207,3,01:02:39.866205
idle,5818174.0,cpu,VM10-1-9-207,0,01:02:39.866205
idle,5814077.0,cpu,VM10-1-9-207,1,01:02:39.866207
idle,5818705.0,cpu,VM10-1-9-207,2,01:02:39.866208
idle,5863896.0,cpu,VM10-1-9-207,3,01:02:39.866209
user,114627.0,cpu,VM10-1-9-207,0,01:02:49.866044
user,114545.0,cpu,VM10-1-9-207,1,01:02:49.866050
user,98485.0,cpu,VM10-1-9-207,2,01:02:49.866059
user,64805.0,cpu,VM10-1-9-207,3,01:02:49.866064
system,6030.0,cpu,VM10-1-9-207,0,01:02:49.866068
system,7772.0,cpu,VM10-1-9-207,1,01:02:49.866082
system,7562.0,cpu,VM10-1-9-207,2,01:02:49.866083
system,7023.0,cpu,VM10-1-9-207,3,01:02:49.866084
wait,3418.0,cpu,VM10-1-9-207,0,01:02:49.866085
wait,4392.0,cpu,VM10-1-9-207,1,01:02:49.866086
wait,4130.0,cpu,VM10-1-9-207,2,01:02:49.866086
wait,3690.0,cpu,VM10-1-9-207,3,01:02:49.866087
nice,32.0,cpu,VM10-1-9-207,0,01:02:49.866087
nice,0.0,cpu,VM10-1-9-207,1,01:02:49.866088
nice,7516.0,cpu,VM10-1-9-207,2,01:02:49.866089
nice,0.0,cpu,VM10-1-9-207,3,01:02:49.866090
interrupt,0.0,cpu,VM10-1-9-207,0,01:02:49.866091
interrupt,0.0,cpu,VM10-1-9-207,1,01:02:49.866091
interrupt,0.0,cpu,VM10-1-9-207,2,01:02:49.866092
interrupt,0.0,cpu,VM10-1-9-207,3,01:02:49.866093
softirq,226.0,cpu,VM10-1-9-207,0,01:02:49.866098
softirq,118.0,cpu,VM10-1-9-207,1,01:02:49.866099
softirq,227.0,cpu,VM10-1-9-207,2,01:02:49.866099
softirq,218.0,cpu,VM10-1-9-207,3,01:02:49.866100
steal,63.0,cpu,VM10-1-9-207,0,01:02:49.866101
steal,67.0,cpu,VM10-1-9-207,1,01:02:49.866102
steal,231.0,cpu,VM10-1-9-207,2,01:02:49.866102
steal,159.0,cpu,VM10-1-9-207,3,01:02:49.866103
idle,5818174.0,cpu,VM10-1-9-207,0,01:02:49.866104
idle,5815075.0,cpu,VM10-1-9-207,1,01:02:49.866105
idle,5819700.0,cpu,VM10-1-9-207,2,01:02:49.866105
idle,5864894.0,cpu,VM10-1-9-207,3,01:02:49.866106
user,115626.0,cpu,VM10-1-9-207,0,01:02:59.866102
user,114546.0,cpu,VM10-1-9-207,1,01:02:59.866112
user,98486.0,cpu,VM10-1-9-207,2,01:02:59.866119
user,64806.0,cpu,VM10-1-9-207,3,01:02:59.866125
system,6031.0,cpu,VM10-1-9-207,0,01:02:59.866138
system,7774.0,cpu,VM10-1-9-207,1,01:02:59.866143
system,7562.0,cpu,VM10-1-9-207,2,01:02:59.866144
system,7023.0,cpu,VM10-1-9-207,3,01:02:59.866145
wait,3418.0,cpu,VM10-1-9-207,0,01:02:59.866146
wait,4392.0,cpu,VM10-1-9-207,1,01:02:59.866147
wait,4130.0,cpu,VM10-1-9-207,2,01:02:59.866147
wait,3690.0,cpu,VM10-1-9-207,3,01:02:59.866148
nice,32.0,cpu,VM10-1-9-207,0,01:02:59.866149
nice,0.0,cpu,VM10-1-9-207,1,01:02:59.866149
nice,7516.0,cpu,VM10-1-9-207,2,01:02:59.866150
nice,0.0,cpu,VM10-1-9-207,3,01:02:59.866151
interrupt,0.0,cpu,VM10-1-9-207,0,01:02:59.866152
interrupt,0.0,cpu,VM10-1-9-207,1,01:02:59.866152
interrupt,0.0,cpu,VM10-1-9-207,2,01:02:59.866153
interrupt,0.0,cpu,VM10-1-9-207,3,01:02:59.866154
softirq,226.0,cpu,VM10-1-9-207,0,01:02:59.866155
softirq,118.0,cpu,VM10-1-9-207,1,01:02:59.866156
softirq,228.0,cpu,VM10-1-9-207,2,01:02:59.866156
softirq,218.0,cpu,VM10-1-9-207,3,01:02:59.866157
steal,64.0,cpu,VM10-1-9-207,0,01:02:59.866158
steal,67.0,cpu,VM10-1-9-207,1,01:02:59.866158
steal,231.0,cpu,VM10-1-9-207,2,01:02:59.866159
steal,159.0,cpu,VM10-1-9-207,3,01:02:59.866160
idle,5818174.0,cpu,VM10-1-9-207,0,01:02:59.866160
idle,5816073.0,cpu,VM10-1-9-207,1,01:02:59.866161
idle,5820696.0,cpu,VM10-1-9-207,2,01:02:59.866162
idle,5865892.0,cpu,VM10-1-9-207,3,01:02:59.866162
user,116625.0,cpu,VM10-1-9-207,0,01:03:09.865965
user,114546.0,cpu,VM10-1-9-207,1,01:03:09.865973
user,98486.0,cpu,VM10-1-9-207,2,01:03:09.865978
user,64806.0,cpu,VM10-1-9-207,3,01:03:09.865982
system,6031.0,cpu,VM10-1-9-207,0,01:03:09.865986
system,7775.0,cpu,VM10-1-9-207,1,01:03:09.866003
system,7564.0,cpu,VM10-1-9-207,2,01:03:09.866004
system,7024.0,cpu,VM10-1-9-207,3,01:03:09.866005
wait,3418.0,cpu,VM10-1-9-207,0,01:03:09.866006
wait,4392.0,cpu,VM10-1-9-207,1,01:03:09.866007
