type,host,value,type_instance,time
memory,VM10-1-9-207,3743436800.0,cached,01:05:06.266197
memory,VM10-1-9-207,3766415360.0,free,01:05:06.266197
memory,VM10-1-9-207,320815104.0,slab_recl,01:05:06.266197
memory,VM10-1-9-207,33660928.0,slab_unrecl,01:05:06.266197
memory,VM10-1-9-207,364711936.0,used,01:05:06.266197
memory,VM10-1-9-207,146624512.0,buffered,01:05:16.266371
memory,VM10-1-9-207,3743444992.0,cached,01:05:16.266371
memory,VM10-1-9-207,3765936128.0,free,01:05:16.266371
memory,VM10-1-9-207,320815104.0,slab_recl,01:05:16.266371
memory,VM10-1-9-207,34111488.0,slab_unrecl,01:05:16.266371
memory,VM10-1-9-207,364724224.0,used,01:05:16.266371
memory,VM10-1-9-207,146628608.0,buffered,01:05:26.266376
memory,VM10-1-9-207,3743453184.0,cached,01:05:26.266376
memory,VM10-1-9-207,3763867648.0,free,01:05:26.266376
memory,VM10-1-9-207,320819200.0,slab_recl,01:05:26.266376
memory,VM10-1-9-207,33898496.0,slab_unrecl,01:05:26.266376
memory,VM10-1-9-207,366989312.0,used,01:05:26.266376
memory,VM10-1-9-207,146628608.0,buffered,01:05:36.266181
memory,VM10-1-9-207,3743457280.0,cached,01:05:36.266181
memory,VM10-1-9-207,3761963008.0,free,01:05:36.266181
memory,VM10-1-9-207,320815104.0,slab_recl,01:05:36.266181
memory,VM10-1-9-207,33816576.0,slab_unrecl,01:05:36.266181
memory,VM10-1-9-207,368975872.0,used,01:05:36.266181
memory,VM10-1-9-207,146628608.0,buffered,01:05:46.266962
memory,VM10-1-9-207,3743469568.0,cached,01:05:46.266962
memory,VM10-1-9-207,3760156672.0,free,01:05:46.266962
memory,VM10-1-9-207,320811008.0,slab_recl,01:05:46.266962
memory,VM10-1-9-207,33718272.0,slab_unrecl,01:05:46.266962
memory,VM10-1-9-207,370872320.0,used,01:05:46.266962
memory,VM10-1-9-207,146628608.0,buffered,01:05:56.266216
memory,VM10-1-9-207,3743477760.0,cached,01:05:56.266216
memory,VM10-1-9-207,3757580288.0,free,01:05:56.266216
memory,VM10-1-9-207,320811008.0,slab_recl,01:05:56.266216
memory,VM10-1-9-207,34127872.0,slab_unrecl,01:05:56.266216
memory,VM10-1-9-207,373030912.0,used,01:05:56.266216
memory,VM10-1-9-207,146632704.0,buffered,01:06:06.266327
memory,VM10-1-9-207,3743481856.0,cached,01:06:06.266327
memory,VM10-1-9-207,3757641728.0,free,01:06:06.266327
memory,VM10-1-9-207,320811008.0,slab_recl,01:06:06.266327
memory,VM10-1-9-207,33927168.0,slab_unrecl,01:06:06.266327
memory,VM10-1-9-207,373161984.0,used,01:06:06.266327
memory,VM10-1-9-207,146636800.0,buffered,01:06:16.266817
memory,VM10-1-9-207,3743490048.0,cached,01:06:16.266817
memory,VM10-1-9-207,3754754048.0,free,01:06:16.266817
memory,VM10-1-9-207,320819200.0,slab_recl,01:06:16.266817
memory,VM10-1-9-207,34177024.0,slab_unrecl,01:06:16.266817
memory,VM10-1-9-207,375779328.0,used,01:06:16.266817
memory,VM10-1-9-207,146644992.0,buffered,01:06:26.266714
memory,VM10-1-9-207,3743498240.0,cached,01:06:26.266714
memory,VM10-1-9-207,3752652800.0,free,01:06:26.266714
memory,VM10-1-9-207,320811008.0,slab_recl,01:06:26.266714
memory,VM10-1-9-207,33959936.0,slab_unrecl,01:06:26.266714
memory,VM10-1-9-207,378089472.0,used,01:06:26.266714
memory,VM10-1-9-207,146657280.0,buffered,01:06:36.266537
memory,VM10-1-9-207,3743510528.0,cached,01:06:36.266537
memory,VM10-1-9-207,3750907904.0,free,01:06:36.266537
memory,VM10-1-9-207,320811008.0,slab_recl,01:06:36.266537
memory,VM10-1-9-207,33828864.0,slab_unrecl,01:06:36.266537
memory,VM10-1-9-207,379940864.0,used,01:06:36.266537
memory,VM10-1-9-207,146669568.0,buffered,01:06:46.266602
memory,VM10-1-9-207,3743514624.0,cached,01:06:46.266602
memory,VM10-1-9-207,3748745216.0,free,01:06:46.266602
memory,VM10-1-9-207,320819200.0,slab_recl,01:06:46.266602
memory,VM10-1-9-207,33710080.0,slab_unrecl,01:06:46.266602
memory,VM10-1-9-207,382197760.0,used,01:06:46.266602
memory,VM10-1-9-207,146677760.0,buffered,01:06:56.266193
memory,VM10-1-9-207,3743522816.0,cached,01:06:56.266193
memory,VM10-1-9-207,3746398208.0,free,01:06:56.266193
memory,VM10-1-9-207,320811008.0,slab_recl,01:06:56.266193
memory,VM10-1-9-207,34172928.0,slab_unrecl,01:06:56.266193
memory,VM10-1-9-207,384073728.0,used,01:06:56.266193
memory,VM10-1-9-207,146690048.0,buffered,01:07:06.266178
memory,VM10-1-9-207,3743531008.0,cached,01:07:06.266178
memory,VM10-1-9-207,3746426880.0,free,01:07:06.266178
memory,VM10-1-9-207,320811008.0,slab_recl,01:07:06.266178
memory,VM10-1-9-207,34004992.0,slab_unrecl,01:07:06.266178
memory,VM10-1-9-207,384192512.0,used,01:07:06.266178
memory,VM10-1-9-207,146702336.0,buffered,01:07:16.266230
memory,VM10-1-9-207,3743539200.0,cached,01:07:16.266230
memory,VM10-1-9-207,3744681984.0,free,01:07:16.266230
memory,VM10-1-9-207,320806912.0,slab_recl,01:07:16.266230
memory,VM10-1-9-207,33841152.0,slab_unrecl,01:07:16.266230
memory,VM10-1-9-207,386084864.0,used,01:07:16.266230
memory,VM10-1-9-207,146706432.0,buffered,01:07:26.266222
memory,VM10-1-9-207,3743547392.0,cached,01:07:26.266222
memory,VM10-1-9-207,3742646272.0,free,01:07:26.266222
memory,VM10-1-9-207,320815104.0,slab_recl,01:07:26.266222
memory,VM10-1-9-207,33718272.0,slab_unrecl,01:07:26.266222
memory,VM10-1-9-207,388222976.0,used,01:07:26.266222
memory,VM10-1-9-207,146726912.0,buffered,01:07:36.266265
memory,VM10-1-9-207,3743551488.0,cached,01:07:36.266265
memory,VM10-1-9-207,3739815936.0,free,01:07:36.266265
memory,VM10-1-9-207,320815104.0,slab_recl,01:07:36.266265
memory,VM10-1-9-207,34263040.0,slab_unrecl,01:07:36.266265
memory,VM10-1-9-207,390483968.0,used,01:07:36.266265
memory,VM10-1-9-207,146743296.0,buffered,01:07:46.266280
memory,VM10-1-9-207,3743559680.0,cached,01:07:46.266280
memory,VM10-1-9-207,3738103808.0,free,01:07:46.266280
memory,VM10-1-9-207,320806912.0,slab_recl,01:07:46.266280
memory,VM10-1-9-207,33988608.0,slab_unrecl,01:07:46.266280
memory,VM10-1-9-207,392454144.0,used,01:07:46.266280
memory,VM10-1-9-207,146759680.0,buffered,01:07:56.266353
memory,VM10-1-9-207,3743567872.0,cached,01:07:56.266353
memory,VM10-1-9-207,3738038272.0,free,01:07:56.266353
memory,VM10-1-9-207,320806912.0,slab_recl,01:07:56.266353
memory,VM10-1-9-207,33873920.0,slab_unrecl,01:07:56.266353
memory,VM10-1-9-207,392609792.0,used,01:07:56.266353
memory,VM10-1-9-207,146767872.0,buffered,01:08:06.266186
memory,VM10-1-9-207,3743580160.0,cached,01:08:06.266186
memory,VM10-1-9-207,3736199168.0,free,01:08:06.266186
memory,VM10-1-9-207,320802816.0,slab_recl,01:08:06.266186
memory,VM10-1-9-207,33746944.0,slab_unrecl,01:08:06.266186
memory,VM10-1-9-207,394559488.0,used,01:08:06.266186
memory,VM10-1-9-207,146784256.0,buffered,01:08:16.266162
memory,VM10-1-9-207,3743580160.0,cached,01:08:16.266162
memory,VM10-1-9-207,3733327872.0,free,01:08:16.266162
memory,VM10-1-9-207,320811008.0,slab_recl,01:08:16.266162
memory,VM10-1-9-207,34242560.0,slab_unrecl,01:08:16.266162
memory,VM10-1-9-207,396910592.0,used,01:08:16.266162
memory,VM10-1-9-207,146792448.0,buffered,01:08:26.266270
memory,VM10-1-9-207,3743592448.0,cached,01:08:26.266270
memory,VM10-1-9-207,3733053440.0,free,01:08:26.266270
memory,VM10-1-9-207,320819200.0,slab_recl,01:08:26.266270
memory,VM10-1-9-207,34058240.0,slab_unrecl,01:08:26.266270
memory,VM10-1-9-207,397340672.0,used,01:08:26.266270
