type,host,value,type_instance,time
memory,VM10-1-9-207,334864384.0,used,01:02:39.867323
memory,VM10-1-9-207,146448384.0,buffered,01:02:49.867369
memory,VM10-1-9-207,3743354880.0,cached,01:02:49.867369
memory,VM10-1-9-207,3794415616.0,free,01:02:49.867369
memory,VM10-1-9-207,320831488.0,slab_recl,01:02:49.867369
memory,VM10-1-9-207,34217984.0,slab_unrecl,01:02:49.867369
memory,VM10-1-9-207,336388096.0,used,01:02:49.867369
memory,VM10-1-9-207,146452480.0,buffered,01:02:59.868104
memory,VM10-1-9-207,3743363072.0,cached,01:02:59.868104
memory,VM10-1-9-207,3792060416.0,free,01:02:59.868104
memory,VM10-1-9-207,320835584.0,slab_recl,01:02:59.868104
memory,VM10-1-9-207,34217984.0,slab_unrecl,01:02:59.868104
memory,VM10-1-9-207,338726912.0,used,01:02:59.868104
memory,VM10-1-9-207,146464768.0,buffered,01:03:09.867368
memory,VM10-1-9-207,3743371264.0,cached,01:03:09.867368
memory,VM10-1-9-207,3790061568.0,free,01:03:09.867368
memory,VM10-1-9-207,320831488.0,slab_recl,01:03:09.867368
memory,VM10-1-9-207,34033664.0,slab_unrecl,01:03:09.867368
memory,VM10-1-9-207,340893696.0,used,01:03:09.867368
memory,VM10-1-9-207,146477056.0,buffered,01:03:19.868236
memory,VM10-1-9-207,3743379456.0,cached,01:03:19.868236
memory,VM10-1-9-207,3788185600.0,free,01:03:19.868236
memory,VM10-1-9-207,320835584.0,slab_recl,01:03:19.868236
memory,VM10-1-9-207,33832960.0,slab_unrecl,01:03:19.868236
memory,VM10-1-9-207,342945792.0,used,01:03:19.868236
