host,time,type_instance,value,type
VM10-1-9-207,02:18:09.808393,slab_unrecl,37359616.0,memory
VM10-1-9-207,02:18:09.808393,used,393379840.0,memory
VM10-1-9-207,02:18:19.808403,buffered,155291648.0,memory
VM10-1-9-207,02:18:19.808403,cached,3774484480.0,memory
VM10-1-9-207,02:18:19.808403,free,3686182912.0,memory
VM10-1-9-207,02:18:19.808403,slab_recl,326983680.0,memory
VM10-1-9-207,02:18:19.808403,slab_unrecl,37347328.0,memory
VM10-1-9-207,02:18:19.808403,used,395366400.0,memory
VM10-1-9-207,02:18:29.808932,buffered,155312128.0,memory
VM10-1-9-207,02:18:29.808932,cached,3774484480.0,memory
VM10-1-9-207,02:18:29.808932,free,3685736448.0,memory
VM10-1-9-207,02:18:29.808932,slab_recl,326983680.0,memory
VM10-1-9-207,02:18:29.808932,slab_unrecl,37761024.0,memory
VM10-1-9-207,02:18:29.808932,used,395378688.0,memory
VM10-1-9-207,02:18:39.808529,buffered,155328512.0,memory
VM10-1-9-207,02:18:39.808529,cached,3774504960.0,memory
VM10-1-9-207,02:18:39.808529,free,3683540992.0,memory
VM10-1-9-207,02:18:39.808529,slab_recl,326991872.0,memory
VM10-1-9-207,02:18:39.808529,slab_unrecl,37687296.0,memory
VM10-1-9-207,02:18:39.808529,used,397602816.0,memory
VM10-1-9-207,02:18:49.808591,buffered,155344896.0,memory
VM10-1-9-207,02:18:49.808591,cached,3774513152.0,memory
VM10-1-9-207,02:18:49.808591,free,3681574912.0,memory
VM10-1-9-207,02:18:49.808591,slab_recl,326983680.0,memory
VM10-1-9-207,02:18:49.808591,slab_unrecl,37552128.0,memory
VM10-1-9-207,02:18:49.808591,used,399687680.0,memory
VM10-1-9-207,02:18:59.808396,buffered,155361280.0,memory
VM10-1-9-207,02:18:59.808396,cached,3774517248.0,memory
VM10-1-9-207,02:18:59.808396,free,3679506432.0,memory
VM10-1-9-207,02:18:59.808396,slab_recl,326983680.0,memory
VM10-1-9-207,02:18:59.808396,slab_unrecl,37416960.0,memory
VM10-1-9-207,02:18:59.808396,used,401870848.0,memory
VM10-1-9-207,02:19:09.808466,buffered,155365376.0,memory
VM10-1-9-207,02:19:09.808466,cached,3774525440.0,memory
VM10-1-9-207,02:19:09.808466,free,3677380608.0,memory
VM10-1-9-207,02:19:09.808466,slab_recl,326995968.0,memory
VM10-1-9-207,02:19:09.808466,slab_unrecl,37687296.0,memory
VM10-1-9-207,02:19:09.808466,used,403701760.0,memory
VM10-1-9-207,02:19:19.808409,buffered,155373568.0,memory
VM10-1-9-207,02:19:19.808409,cached,3774533632.0,memory
VM10-1-9-207,02:19:19.808409,free,3677282304.0,memory
VM10-1-9-207,02:19:19.808409,slab_recl,326983680.0,memory
VM10-1-9-207,02:19:19.808409,slab_unrecl,37605376.0,memory
VM10-1-9-207,02:19:19.808409,used,403877888.0,memory
