type,type_instance,host,time,value
memory,cached,VM10-1-9-207,00:44:43.491193,3733794816.0
memory,free,VM10-1-9-207,00:44:43.491193,3753410560.0
memory,slab_recl,VM10-1-9-207,00:44:43.491193,321044480.0
memory,slab_unrecl,VM10-1-9-207,00:44:43.491193,34291712.0
memory,used,VM10-1-9-207,00:44:43.491193,388341760.0
memory,buffered,VM10-1-9-207,00:44:53.490930,144781312.0
memory,cached,VM10-1-9-207,00:44:53.490930,3733803008.0
memory,free,VM10-1-9-207,00:44:53.490930,3751063552.0
memory,slab_recl,VM10-1-9-207,00:44:53.490930,321040384.0
memory,slab_unrecl,VM10-1-9-207,00:44:53.490930,34447360.0
memory,used,VM10-1-9-207,00:44:53.490930,390520832.0
memory,buffered,VM10-1-9-207,00:45:03.491009,144785408.0
memory,cached,VM10-1-9-207,00:45:03.491009,3733811200.0
memory,free,VM10-1-9-207,00:45:03.491009,3748868096.0
memory,slab_recl,VM10-1-9-207,00:45:03.491009,321044480.0
memory,slab_unrecl,VM10-1-9-207,00:45:03.491009,34377728.0
memory,used,VM10-1-9-207,00:45:03.491009,392769536.0
memory,buffered,VM10-1-9-207,00:45:13.491394,144789504.0
memory,cached,VM10-1-9-207,00:45:13.491394,3733815296.0
memory,free,VM10-1-9-207,00:45:13.491394,3746742272.0
memory,slab_recl,VM10-1-9-207,00:45:13.491394,321044480.0
memory,slab_unrecl,VM10-1-9-207,00:45:13.491394,34369536.0
memory,used,VM10-1-9-207,00:45:13.491394,394895360.0
memory,buffered,VM10-1-9-207,00:45:23.490846,144793600.0
memory,cached,VM10-1-9-207,00:45:23.490846,3733823488.0
memory,free,VM10-1-9-207,00:45:23.490846,3744641024.0
memory,slab_recl,VM10-1-9-207,00:45:23.490846,321040384.0
memory,slab_unrecl,VM10-1-9-207,00:45:23.490846,34299904.0
memory,used,VM10-1-9-207,00:45:23.490846,397058048.0
memory,buffered,VM10-1-9-207,00:45:33.490830,144797696.0
memory,cached,VM10-1-9-207,00:45:33.490830,3733831680.0
memory,free,VM10-1-9-207,00:45:33.490830,3744612352.0
memory,slab_recl,VM10-1-9-207,00:45:33.490830,321044480.0
memory,slab_unrecl,VM10-1-9-207,00:45:33.490830,34258944.0
memory,used,VM10-1-9-207,00:45:33.490830,397111296.0
memory,buffered,VM10-1-9-207,00:45:43.490775,144801792.0
memory,cached,VM10-1-9-207,00:45:43.490775,3733835776.0
memory,free,VM10-1-9-207,00:45:43.490775,3742449664.0
memory,slab_recl,VM10-1-9-207,00:45:43.490775,321036288.0
memory,slab_unrecl,VM10-1-9-207,00:45:43.490775,34181120.0
memory,used,VM10-1-9-207,00:45:43.490775,399351808.0
memory,buffered,VM10-1-9-207,00:45:53.490811,144814080.0
memory,cached,VM10-1-9-207,00:45:53.490811,3733839872.0
memory,free,VM10-1-9-207,00:45:53.490811,3740229632.0
memory,slab_recl,VM10-1-9-207,00:45:53.490811,321040384.0
memory,slab_unrecl,VM10-1-9-207,00:45:53.490811,34328576.0
memory,used,VM10-1-9-207,00:45:53.490811,401403904.0
memory,buffered,VM10-1-9-207,00:46:03.490856,144830464.0
memory,cached,VM10-1-9-207,00:46:03.490856,3733848064.0
memory,free,VM10-1-9-207,00:46:03.490856,3737939968.0
memory,slab_recl,VM10-1-9-207,00:46:03.490856,321036288.0
memory,slab_unrecl,VM10-1-9-207,00:46:03.490856,34246656.0
memory,used,VM10-1-9-207,00:46:03.490856,403755008.0
memory,buffered,VM10-1-9-207,00:46:13.490970,144846848.0
memory,cached,VM10-1-9-207,00:46:13.490970,3733856256.0
memory,free,VM10-1-9-207,00:46:13.490970,3735814144.0
memory,slab_recl,VM10-1-9-207,00:46:13.490970,321036288.0
memory,slab_unrecl,VM10-1-9-207,00:46:13.490970,34365440.0
memory,used,VM10-1-9-207,00:46:13.490970,405737472.0
memory,buffered,VM10-1-9-207,00:46:23.490829,144859136.0
memory,cached,VM10-1-9-207,00:46:23.490829,3733864448.0
memory,free,VM10-1-9-207,00:46:23.490829,3733745664.0
memory,slab_recl,VM10-1-9-207,00:46:23.490829,321040384.0
memory,slab_unrecl,VM10-1-9-207,00:46:23.490829,34283520.0
memory,used,VM10-1-9-207,00:46:23.490829,407863296.0
memory,buffered,VM10-1-9-207,00:46:33.490864,144867328.0
memory,cached,VM10-1-9-207,00:46:33.490864,3733868544.0
memory,free,VM10-1-9-207,00:46:33.490864,3733520384.0
memory,slab_recl,VM10-1-9-207,00:46:33.490864,321044480.0
memory,slab_unrecl,VM10-1-9-207,00:46:33.490864,34377728.0
memory,used,VM10-1-9-207,00:46:33.490864,407977984.0
memory,buffered,VM10-1-9-207,00:46:43.490772,144871424.0
memory,cached,VM10-1-9-207,00:46:43.490772,3733876736.0
memory,free,VM10-1-9-207,00:46:43.490772,3731681280.0
memory,slab_recl,VM10-1-9-207,00:46:43.490772,321044480.0
memory,slab_unrecl,VM10-1-9-207,00:46:43.490772,34312192.0
memory,used,VM10-1-9-207,00:46:43.490772,409870336.0
memory,buffered,VM10-1-9-207,00:46:53.490830,144871424.0
memory,cached,VM10-1-9-207,00:46:53.490830,3733884928.0
memory,free,VM10-1-9-207,00:46:53.490830,3729358848.0
memory,slab_recl,VM10-1-9-207,00:46:53.490830,321044480.0
memory,slab_unrecl,VM10-1-9-207,00:46:53.490830,34361344.0
memory,used,VM10-1-9-207,00:46:53.490830,412135424.0
memory,buffered,VM10-1-9-207,00:47:03.490771,144879616.0
memory,cached,VM10-1-9-207,00:47:03.490771,3733893120.0
memory,free,VM10-1-9-207,00:47:03.490771,3727486976.0
memory,slab_recl,VM10-1-9-207,00:47:03.490771,321040384.0
memory,slab_unrecl,VM10-1-9-207,00:47:03.490771,34279424.0
memory,used,VM10-1-9-207,00:47:03.490771,414076928.0
memory,buffered,VM10-1-9-207,00:47:13.490900,144879616.0
memory,cached,VM10-1-9-207,00:47:13.490900,3733897216.0
memory,free,VM10-1-9-207,00:47:13.490900,3725164544.0
memory,slab_recl,VM10-1-9-207,00:47:13.490900,321040384.0
memory,slab_unrecl,VM10-1-9-207,00:47:13.490900,34414592.0
memory,used,VM10-1-9-207,00:47:13.490900,416260096.0
memory,buffered,VM10-1-9-207,00:47:23.490767,144879616.0
memory,cached,VM10-1-9-207,00:47:23.490767,3733905408.0
memory,free,VM10-1-9-207,00:47:23.490767,3723325440.0
memory,slab_recl,VM10-1-9-207,00:47:23.490767,321040384.0
memory,slab_unrecl,VM10-1-9-207,00:47:23.490767,34279424.0
memory,used,VM10-1-9-207,00:47:23.490767,418226176.0
memory,buffered,VM10-1-9-207,00:47:33.490804,144879616.0
memory,cached,VM10-1-9-207,00:47:33.490804,3733913600.0
memory,free,VM10-1-9-207,00:47:33.490804,3723005952.0
memory,slab_recl,VM10-1-9-207,00:47:33.490804,321048576.0
memory,slab_unrecl,VM10-1-9-207,00:47:33.490804,34349056.0
memory,used,VM10-1-9-207,00:47:33.490804,418459648.0
memory,buffered,VM10-1-9-207,00:47:43.490855,144896000.0
memory,cached,VM10-1-9-207,00:47:43.490855,3733921792.0
memory,free,VM10-1-9-207,00:47:43.490855,3720810496.0
memory,slab_recl,VM10-1-9-207,00:47:43.490855,321048576.0
memory,slab_unrecl,VM10-1-9-207,00:47:43.490855,34234368.0
memory,used,VM10-1-9-207,00:47:43.490855,420745216.0
memory,buffered,VM10-1-9-207,00:47:53.490840,144912384.0
memory,cached,VM10-1-9-207,00:47:53.490840,3733925888.0
memory,free,VM10-1-9-207,00:47:53.490840,3718463488.0
memory,slab_recl,VM10-1-9-207,00:47:53.490840,321044480.0
memory,slab_unrecl,VM10-1-9-207,00:47:53.490840,34508800.0
memory,used,VM10-1-9-207,00:47:53.490840,422801408.0
memory,buffered,VM10-1-9-207,00:48:03.491438,144924672.0
memory,cached,VM10-1-9-207,00:48:03.491438,3733934080.0
memory,free,VM10-1-9-207,00:48:03.491438,3717636096.0
memory,slab_recl,VM10-1-9-207,00:48:03.491438,321044480.0
memory,slab_unrecl,VM10-1-9-207,00:48:03.491438,34361344.0
memory,used,VM10-1-9-207,00:48:03.491438,423755776.0
