type,host,time,type_instance,instance,value
cpu,VM10-1-9-207,00:05:04.377757,steal,2,213.0
cpu,VM10-1-9-207,00:05:04.377758,steal,3,130.0
cpu,VM10-1-9-207,00:05:04.377758,idle,0,5570926.0
cpu,VM10-1-9-207,00:05:04.377759,idle,1,5563204.0
cpu,VM10-1-9-207,00:05:04.377759,idle,2,5555692.0
cpu,VM10-1-9-207,00:05:04.377760,idle,3,5560132.0
cpu,VM10-1-9-207,00:05:14.377636,user,0,16232.0
cpu,VM10-1-9-207,00:05:14.377657,user,1,21742.0
cpu,VM10-1-9-207,00:05:14.377661,user,2,17178.0
cpu,VM10-1-9-207,00:05:14.377728,user,3,24029.0
cpu,VM10-1-9-207,00:05:14.377735,system,0,5540.0
cpu,VM10-1-9-207,00:05:14.377772,system,1,7156.0
cpu,VM10-1-9-207,00:05:14.377800,system,2,6891.0
cpu,VM10-1-9-207,00:05:14.377803,system,3,6540.0
cpu,VM10-1-9-207,00:05:14.377806,wait,0,3254.0
cpu,VM10-1-9-207,00:05:14.377841,wait,1,4365.0
cpu,VM10-1-9-207,00:05:14.377851,wait,2,3979.0
cpu,VM10-1-9-207,00:05:14.377863,wait,3,3549.0
cpu,VM10-1-9-207,00:05:14.377909,nice,0,32.0
cpu,VM10-1-9-207,00:05:14.377918,nice,1,0.0
cpu,VM10-1-9-207,00:05:14.377920,nice,2,7516.0
cpu,VM10-1-9-207,00:05:14.377955,nice,3,0.0
cpu,VM10-1-9-207,00:05:14.377961,interrupt,0,0.0
cpu,VM10-1-9-207,00:05:14.377998,interrupt,1,0.0
cpu,VM10-1-9-207,00:05:14.378065,interrupt,2,0.0
cpu,VM10-1-9-207,00:05:14.378091,interrupt,3,0.0
cpu,VM10-1-9-207,00:05:14.378125,softirq,0,182.0
cpu,VM10-1-9-207,00:05:14.378173,softirq,1,101.0
cpu,VM10-1-9-207,00:05:14.378211,softirq,2,213.0
cpu,VM10-1-9-207,00:05:14.378222,softirq,3,171.0
cpu,VM10-1-9-207,00:05:14.378226,steal,0,35.0
cpu,VM10-1-9-207,00:05:14.378232,steal,1,49.0
cpu,VM10-1-9-207,00:05:14.378266,steal,2,213.0
cpu,VM10-1-9-207,00:05:14.378278,steal,3,130.0
cpu,VM10-1-9-207,00:05:14.378304,idle,0,5571925.0
cpu,VM10-1-9-207,00:05:14.378310,idle,1,5563204.0
cpu,VM10-1-9-207,00:05:14.378313,idle,2,5556689.0
cpu,VM10-1-9-207,00:05:14.378320,idle,3,5561129.0
cpu,VM10-1-9-207,00:05:24.377687,user,0,16232.0
cpu,VM10-1-9-207,00:05:24.377755,user,1,22740.0
cpu,VM10-1-9-207,00:05:24.377766,user,2,17178.0
cpu,VM10-1-9-207,00:05:24.377773,user,3,24029.0
cpu,VM10-1-9-207,00:05:24.377777,system,0,5541.0
cpu,VM10-1-9-207,00:05:24.377829,system,1,7158.0
cpu,VM10-1-9-207,00:05:24.377842,system,2,6891.0
cpu,VM10-1-9-207,00:05:24.377940,system,3,6541.0
cpu,VM10-1-9-207,00:05:24.377949,wait,0,3255.0
cpu,VM10-1-9-207,00:05:24.377952,wait,1,4365.0
cpu,VM10-1-9-207,00:05:24.377955,wait,2,3980.0
cpu,VM10-1-9-207,00:05:24.377990,wait,3,3549.0
cpu,VM10-1-9-207,00:05:24.378002,nice,0,32.0
cpu,VM10-1-9-207,00:05:24.378018,nice,1,0.0
cpu,VM10-1-9-207,00:05:24.378019,nice,2,7516.0
cpu,VM10-1-9-207,00:05:24.378020,nice,3,0.0
cpu,VM10-1-9-207,00:05:24.378021,interrupt,0,0.0
cpu,VM10-1-9-207,00:05:24.378021,interrupt,1,0.0
cpu,VM10-1-9-207,00:05:24.378022,interrupt,2,0.0
cpu,VM10-1-9-207,00:05:24.378022,interrupt,3,0.0
cpu,VM10-1-9-207,00:05:24.378023,softirq,0,182.0
cpu,VM10-1-9-207,00:05:24.378025,softirq,1,101.0
cpu,VM10-1-9-207,00:05:24.378026,softirq,2,213.0
cpu,VM10-1-9-207,00:05:24.378027,softirq,3,171.0
cpu,VM10-1-9-207,00:05:24.378027,steal,0,35.0
cpu,VM10-1-9-207,00:05:24.378028,steal,1,49.0
cpu,VM10-1-9-207,00:05:24.378029,steal,2,213.0
cpu,VM10-1-9-207,00:05:24.378030,steal,3,130.0
cpu,VM10-1-9-207,00:05:24.378031,idle,0,5572923.0
cpu,VM10-1-9-207,00:05:24.378031,idle,1,5563204.0
cpu,VM10-1-9-207,00:05:24.378032,idle,2,5557686.0
cpu,VM10-1-9-207,00:05:24.378032,idle,3,5562126.0
cpu,VM10-1-9-207,00:05:34.377801,user,0,16232.0
cpu,VM10-1-9-207,00:05:34.377820,user,1,23740.0
cpu,VM10-1-9-207,00:05:34.377824,user,2,17178.0
cpu,VM10-1-9-207,00:05:34.377893,user,3,24031.0
cpu,VM10-1-9-207,00:05:34.377974,system,0,5541.0
cpu,VM10-1-9-207,00:05:34.378044,system,1,7159.0
cpu,VM10-1-9-207,00:05:34.378117,system,2,6893.0
cpu,VM10-1-9-207,00:05:34.378143,system,3,6543.0
cpu,VM10-1-9-207,00:05:34.378160,wait,0,3255.0
cpu,VM10-1-9-207,00:05:34.378169,wait,1,4365.0
cpu,VM10-1-9-207,00:05:34.378885,wait,2,3980.0
cpu,VM10-1-9-207,00:05:34.379182,wait,3,3549.0
cpu,VM10-1-9-207,00:05:34.379186,nice,0,32.0
cpu,VM10-1-9-207,00:05:34.379202,nice,1,0.0
cpu,VM10-1-9-207,00:05:34.379246,nice,2,7516.0
cpu,VM10-1-9-207,00:05:34.379286,nice,3,0.0
cpu,VM10-1-9-207,00:05:34.380292,interrupt,0,0.0
cpu,VM10-1-9-207,00:05:34.380297,interrupt,1,0.0
cpu,VM10-1-9-207,00:05:34.380301,interrupt,2,0.0
cpu,VM10-1-9-207,00:05:34.380387,interrupt,3,0.0
cpu,VM10-1-9-207,00:05:34.380404,softirq,0,182.0
cpu,VM10-1-9-207,00:05:34.380455,softirq,1,101.0
cpu,VM10-1-9-207,00:05:34.380471,softirq,2,213.0
cpu,VM10-1-9-207,00:05:34.380475,softirq,3,171.0
cpu,VM10-1-9-207,00:05:34.380480,steal,0,35.0
cpu,VM10-1-9-207,00:05:34.380538,steal,1,49.0
cpu,VM10-1-9-207,00:05:34.380556,steal,2,213.0
cpu,VM10-1-9-207,00:05:34.380581,steal,3,130.0
cpu,VM10-1-9-207,00:05:34.380594,idle,0,5573922.0
cpu,VM10-1-9-207,00:05:34.380635,idle,1,5563204.0
cpu,VM10-1-9-207,00:05:34.380679,idle,2,5558682.0
cpu,VM10-1-9-207,00:05:34.380697,idle,3,5563124.0
cpu,VM10-1-9-207,00:05:44.377642,user,0,16232.0
cpu,VM10-1-9-207,00:05:44.377729,user,1,24740.0
cpu,VM10-1-9-207,00:05:44.377739,user,2,17180.0
cpu,VM10-1-9-207,00:05:44.377742,user,3,24031.0
cpu,VM10-1-9-207,00:05:44.377757,system,0,5541.0
cpu,VM10-1-9-207,00:05:44.377819,system,1,7159.0
cpu,VM10-1-9-207,00:05:44.377832,system,2,6894.0
cpu,VM10-1-9-207,00:05:44.377835,system,3,6544.0
cpu,VM10-1-9-207,00:05:44.377888,wait,0,3256.0
cpu,VM10-1-9-207,00:05:44.377895,wait,1,4365.0
cpu,VM10-1-9-207,00:05:44.377917,wait,2,3981.0
cpu,VM10-1-9-207,00:05:44.377929,wait,3,3549.0
cpu,VM10-1-9-207,00:05:44.378021,nice,0,32.0
cpu,VM10-1-9-207,00:05:44.378022,nice,1,0.0
cpu,VM10-1-9-207,00:05:44.378023,nice,2,7516.0
cpu,VM10-1-9-207,00:05:44.378033,nice,3,0.0
cpu,VM10-1-9-207,00:05:44.378034,interrupt,0,0.0
cpu,VM10-1-9-207,00:05:44.378275,interrupt,1,0.0
cpu,VM10-1-9-207,00:05:44.378360,interrupt,2,0.0
cpu,VM10-1-9-207,00:05:44.378371,interrupt,3,0.0
cpu,VM10-1-9-207,00:05:44.378968,softirq,0,182.0
cpu,VM10-1-9-207,00:05:44.378987,softirq,1,101.0
cpu,VM10-1-9-207,00:05:44.379001,softirq,2,213.0
cpu,VM10-1-9-207,00:05:44.379001,softirq,3,171.0
cpu,VM10-1-9-207,00:05:44.379002,steal,0,35.0
cpu,VM10-1-9-207,00:05:44.379002,steal,1,50.0
cpu,VM10-1-9-207,00:05:44.379003,steal,2,213.0
cpu,VM10-1-9-207,00:05:44.379003,steal,3,130.0
cpu,VM10-1-9-207,00:05:44.379348,idle,0,5574920.0
cpu,VM10-1-9-207,00:05:44.379373,idle,1,5563204.0
cpu,VM10-1-9-207,00:05:44.379385,idle,2,5559679.0
cpu,VM10-1-9-207,00:05:44.379390,idle,3,5564121.0
cpu,VM10-1-9-207,00:05:54.377712,user,0,16898.0
cpu,VM10-1-9-207,00:05:54.377790,user,1,25002.0
cpu,VM10-1-9-207,00:05:54.377801,user,2,17184.0
cpu,VM10-1-9-207,00:05:54.377805,user,3,24032.0
cpu,VM10-1-9-207,00:05:54.377873,system,0,5541.0
cpu,VM10-1-9-207,00:05:54.377895,system,1,7159.0
cpu,VM10-1-9-207,00:05:54.377907,system,2,6894.0
cpu,VM10-1-9-207,00:05:54.377961,system,3,6546.0
cpu,VM10-1-9-207,00:05:54.377977,wait,0,3256.0
cpu,VM10-1-9-207,00:05:54.377991,wait,1,4365.0
cpu,VM10-1-9-207,00:05:54.389382,wait,2,3981.0
cpu,VM10-1-9-207,00:05:54.389447,wait,3,3549.0
cpu,VM10-1-9-207,00:05:54.389616,nice,0,32.0
cpu,VM10-1-9-207,00:05:54.389630,nice,1,0.0
cpu,VM10-1-9-207,00:05:54.389655,nice,2,7516.0
cpu,VM10-1-9-207,00:05:54.389656,nice,3,0.0
cpu,VM10-1-9-207,00:05:54.389657,interrupt,0,0.0
cpu,VM10-1-9-207,00:05:54.389658,interrupt,1,0.0
cpu,VM10-1-9-207,00:05:54.389659,interrupt,2,0.0
cpu,VM10-1-9-207,00:05:54.389660,interrupt,3,0.0
cpu,VM10-1-9-207,00:05:54.389660,softirq,0,182.0
cpu,VM10-1-9-207,00:05:54.389796,softirq,1,101.0
cpu,VM10-1-9-207,00:05:54.389816,softirq,2,213.0
cpu,VM10-1-9-207,00:05:54.389871,softirq,3,171.0
cpu,VM10-1-9-207,00:05:54.389879,steal,0,35.0
cpu,VM10-1-9-207,00:05:54.389879,steal,1,50.0
cpu,VM10-1-9-207,00:05:54.389879,steal,2,213.0
cpu,VM10-1-9-207,00:05:54.389880,steal,3,130.0
cpu,VM10-1-9-207,00:05:54.389968,idle,0,5575254.0
cpu,VM10-1-9-207,00:05:54.389970,idle,1,5563941.0
cpu,VM10-1-9-207,00:05:54.389970,idle,2,5560674.0
cpu,VM10-1-9-207,00:05:54.389971,idle,3,5565117.0
