host,time,type,value,type_instance
VM10-1-9-207,02:58:47.569705,memory,338665472.0,used
VM10-1-9-207,02:58:57.569260,memory,160202752.0,buffered
VM10-1-9-207,02:58:57.569260,memory,3792023552.0,cached
VM10-1-9-207,02:58:57.569260,memory,3713556480.0,free
VM10-1-9-207,02:58:57.569260,memory,329986048.0,slab_recl
VM10-1-9-207,02:58:57.569260,memory,39260160.0,slab_unrecl
VM10-1-9-207,02:58:57.569260,memory,340627456.0,used
VM10-1-9-207,02:59:07.569264,memory,160202752.0,buffered
VM10-1-9-207,02:59:07.569264,memory,3792031744.0,cached
VM10-1-9-207,02:59:07.569264,memory,3711488000.0,free
VM10-1-9-207,02:59:07.569264,memory,329977856.0,slab_recl
VM10-1-9-207,02:59:07.569264,memory,39137280.0,slab_unrecl
VM10-1-9-207,02:59:07.569264,memory,342818816.0,used
VM10-1-9-207,02:59:17.569366,memory,160206848.0,buffered
VM10-1-9-207,02:59:17.569366,memory,3792035840.0,cached
VM10-1-9-207,02:59:17.569366,memory,3709108224.0,free
VM10-1-9-207,02:59:17.569366,memory,329977856.0,slab_recl
VM10-1-9-207,02:59:17.569366,memory,39505920.0,slab_unrecl
VM10-1-9-207,02:59:17.569366,memory,344821760.0,used
VM10-1-9-207,02:59:27.569491,memory,160215040.0,buffered
VM10-1-9-207,02:59:27.569491,memory,3792048128.0,cached
VM10-1-9-207,02:59:27.569491,memory,3704942592.0,free
VM10-1-9-207,02:59:27.569491,memory,329981952.0,slab_recl
VM10-1-9-207,02:59:27.569491,memory,39346176.0,slab_unrecl
VM10-1-9-207,02:59:27.569491,memory,349122560.0,used
VM10-1-9-207,02:59:37.569574,memory,160231424.0,buffered
VM10-1-9-207,02:59:37.569574,memory,3792056320.0,cached
VM10-1-9-207,02:59:37.569574,memory,3702943744.0,free
VM10-1-9-207,02:59:37.569574,memory,329986048.0,slab_recl
VM10-1-9-207,02:59:37.569574,memory,39149568.0,slab_unrecl
VM10-1-9-207,02:59:37.569574,memory,351289344.0,used
VM10-1-9-207,02:59:47.569279,memory,160235520.0,buffered
VM10-1-9-207,02:59:47.569279,memory,3792060416.0,cached
VM10-1-9-207,02:59:47.569279,memory,3700908032.0,free
VM10-1-9-207,02:59:47.569279,memory,329977856.0,slab_recl
VM10-1-9-207,02:59:47.569279,memory,39096320.0,slab_unrecl
VM10-1-9-207,02:59:47.569279,memory,353378304.0,used
VM10-1-9-207,02:59:57.569321,memory,160243712.0,buffered
VM10-1-9-207,02:59:57.569321,memory,3792068608.0,cached
VM10-1-9-207,02:59:57.569321,memory,3698307072.0,free
VM10-1-9-207,02:59:57.569321,memory,329973760.0,slab_recl
VM10-1-9-207,02:59:57.569321,memory,39452672.0,slab_unrecl
VM10-1-9-207,02:59:57.569321,memory,355610624.0,used
VM10-1-9-207,03:00:07.569302,memory,160251904.0,buffered
VM10-1-9-207,03:00:07.569302,memory,3792076800.0,cached
VM10-1-9-207,03:00:07.569302,memory,3696238592.0,free
VM10-1-9-207,03:00:07.569302,memory,329986048.0,slab_recl
VM10-1-9-207,03:00:07.569302,memory,39325696.0,slab_unrecl
VM10-1-9-207,03:00:07.569302,memory,357777408.0,used
VM10-1-9-207,03:00:17.569268,memory,160276480.0,buffered
VM10-1-9-207,03:00:17.569268,memory,3792027648.0,cached
VM10-1-9-207,03:00:17.569268,memory,3833044992.0,free
VM10-1-9-207,03:00:17.569268,memory,329953280.0,slab_recl
VM10-1-9-207,03:00:17.569268,memory,39546880.0,slab_unrecl
VM10-1-9-207,03:00:17.569268,memory,220807168.0,used
