type,host,value,type_instance,time
memory,VM10-1-9-207,3753046016.0,cached,01:27:41.210891
memory,VM10-1-9-207,3746795520.0,free,01:27:41.210891
memory,VM10-1-9-207,323719168.0,slab_recl,01:27:41.210891
memory,VM10-1-9-207,36016128.0,slab_unrecl,01:27:41.210891
memory,VM10-1-9-207,366362624.0,used,01:27:41.210891
memory,VM10-1-9-207,149725184.0,buffered,01:27:51.210844
memory,VM10-1-9-207,3753041920.0,cached,01:27:51.210844
memory,VM10-1-9-207,3744600064.0,free,01:27:51.210844
memory,VM10-1-9-207,323723264.0,slab_recl,01:27:51.210844
memory,VM10-1-9-207,35930112.0,slab_unrecl,01:27:51.210844
memory,VM10-1-9-207,368635904.0,used,01:27:51.210844
memory,VM10-1-9-207,149733376.0,buffered,01:28:01.210821
memory,VM10-1-9-207,3753062400.0,cached,01:28:01.210821
memory,VM10-1-9-207,3740307456.0,free,01:28:01.210821
memory,VM10-1-9-207,323719168.0,slab_recl,01:28:01.210821
memory,VM10-1-9-207,35770368.0,slab_unrecl,01:28:01.210821
memory,VM10-1-9-207,373063680.0,used,01:28:01.210821
memory,VM10-1-9-207,149741568.0,buffered,01:28:11.210817
memory,VM10-1-9-207,3753070592.0,cached,01:28:11.210817
memory,VM10-1-9-207,3739803648.0,free,01:28:11.210817
memory,VM10-1-9-207,323719168.0,slab_recl,01:28:11.210817
memory,VM10-1-9-207,35688448.0,slab_unrecl,01:28:11.210817
memory,VM10-1-9-207,373633024.0,used,01:28:11.210817
