type_instance,type,value,host,time
used,memory,222072832.0,VM10-1-9-207,03:09:32.432118
buffered,memory,161214464.0,VM10-1-9-207,03:09:42.427438
cached,memory,3794714624.0,VM10-1-9-207,03:09:42.427438
free,memory,3828097024.0,VM10-1-9-207,03:09:42.427438
slab_recl,memory,329924608.0,VM10-1-9-207,03:09:42.427438
slab_unrecl,memory,38940672.0,VM10-1-9-207,03:09:42.427438
used,memory,222765056.0,VM10-1-9-207,03:09:42.427438
buffered,memory,161222656.0,VM10-1-9-207,03:09:52.426885
cached,memory,3794722816.0,VM10-1-9-207,03:09:52.426885
free,memory,3827941376.0,VM10-1-9-207,03:09:52.426885
slab_recl,memory,329920512.0,VM10-1-9-207,03:09:52.426885
slab_unrecl,memory,38760448.0,VM10-1-9-207,03:09:52.426885
used,memory,223088640.0,VM10-1-9-207,03:09:52.426885
buffered,memory,161226752.0,VM10-1-9-207,03:10:02.426886
cached,memory,3794731008.0,VM10-1-9-207,03:10:02.426886
free,memory,3828002816.0,VM10-1-9-207,03:10:02.426886
slab_recl,memory,329932800.0,VM10-1-9-207,03:10:02.426886
slab_unrecl,memory,38670336.0,VM10-1-9-207,03:10:02.426886
used,memory,223092736.0,VM10-1-9-207,03:10:02.426886
buffered,memory,161226752.0,VM10-1-9-207,03:10:12.426886
cached,memory,3794735104.0,VM10-1-9-207,03:10:12.426886
free,memory,3827879936.0,VM10-1-9-207,03:10:12.426886
slab_recl,memory,329932800.0,VM10-1-9-207,03:10:12.426886
slab_unrecl,memory,39071744.0,VM10-1-9-207,03:10:12.426886
used,memory,222810112.0,VM10-1-9-207,03:10:12.426886
buffered,memory,161230848.0,VM10-1-9-207,03:10:22.427301
cached,memory,3794747392.0,VM10-1-9-207,03:10:22.427301
free,memory,3827773440.0,VM10-1-9-207,03:10:22.427301
slab_recl,memory,329928704.0,VM10-1-9-207,03:10:22.427301
slab_unrecl,memory,38998016.0,VM10-1-9-207,03:10:22.427301
used,memory,222978048.0,VM10-1-9-207,03:10:22.427301
buffered,memory,161230848.0,VM10-1-9-207,03:10:32.426838
cached,memory,3794755584.0,VM10-1-9-207,03:10:32.426838
free,memory,3827970048.0,VM10-1-9-207,03:10:32.426838
slab_recl,memory,329916416.0,VM10-1-9-207,03:10:32.426838
slab_unrecl,memory,38760448.0,VM10-1-9-207,03:10:32.426838
used,memory,223023104.0,VM10-1-9-207,03:10:32.426838
buffered,memory,161243136.0,VM10-1-9-207,03:10:42.426893
cached,memory,3794759680.0,VM10-1-9-207,03:10:42.426893
free,memory,3828228096.0,VM10-1-9-207,03:10:42.426893
slab_recl,memory,329920512.0,VM10-1-9-207,03:10:42.426893
slab_unrecl,memory,38686720.0,VM10-1-9-207,03:10:42.426893
used,memory,222818304.0,VM10-1-9-207,03:10:42.426893
buffered,memory,161255424.0,VM10-1-9-207,03:10:52.426902
cached,memory,3794767872.0,VM10-1-9-207,03:10:52.426902
free,memory,3827781632.0,VM10-1-9-207,03:10:52.426902
slab_recl,memory,329920512.0,VM10-1-9-207,03:10:52.426902
slab_unrecl,memory,39047168.0,VM10-1-9-207,03:10:52.426902
used,memory,222883840.0,VM10-1-9-207,03:10:52.426902
buffered,memory,161271808.0,VM10-1-9-207,03:11:02.426852
cached,memory,3794776064.0,VM10-1-9-207,03:11:02.426852
free,memory,3827752960.0,VM10-1-9-207,03:11:02.426852
slab_recl,memory,329920512.0,VM10-1-9-207,03:11:02.426852
slab_unrecl,memory,38957056.0,VM10-1-9-207,03:11:02.426852
used,memory,222978048.0,VM10-1-9-207,03:11:02.426852
buffered,memory,161288192.0,VM10-1-9-207,03:11:12.427162
cached,memory,3794784256.0,VM10-1-9-207,03:11:12.427162
free,memory,3827908608.0,VM10-1-9-207,03:11:12.427162
slab_recl,memory,329912320.0,VM10-1-9-207,03:11:12.427162
slab_unrecl,memory,38723584.0,VM10-1-9-207,03:11:12.427162
used,memory,223039488.0,VM10-1-9-207,03:11:12.427162
