host,time,type_instance,value,type
VM10-1-9-207,02:01:11.214758,slab_recl,325156864.0,memory
VM10-1-9-207,02:01:11.214758,slab_unrecl,36790272.0,memory
VM10-1-9-207,02:01:11.214758,used,241545216.0,memory
VM10-1-9-207,02:01:21.214452,buffered,153137152.0,memory
VM10-1-9-207,02:01:21.214452,cached,3764772864.0,memory
VM10-1-9-207,02:01:21.214452,free,3854094336.0,memory
VM10-1-9-207,02:01:21.214452,slab_recl,325148672.0,memory
VM10-1-9-207,02:01:21.214452,slab_unrecl,36642816.0,memory
VM10-1-9-207,02:01:21.214452,used,241860608.0,memory
VM10-1-9-207,02:01:31.214894,buffered,153153536.0,memory
VM10-1-9-207,02:01:31.214894,cached,3764793344.0,memory
VM10-1-9-207,02:01:31.214894,free,3854098432.0,memory
VM10-1-9-207,02:01:31.214894,slab_recl,325152768.0,memory
VM10-1-9-207,02:01:31.214894,slab_unrecl,36610048.0,memory
VM10-1-9-207,02:01:31.214894,used,241848320.0,memory
VM10-1-9-207,02:01:41.215204,buffered,153161728.0,memory
VM10-1-9-207,02:01:41.215204,cached,3764801536.0,memory
VM10-1-9-207,02:01:41.215204,free,3853778944.0,memory
VM10-1-9-207,02:01:41.215204,slab_recl,325148672.0,memory
VM10-1-9-207,02:01:41.215204,slab_unrecl,36904960.0,memory
VM10-1-9-207,02:01:41.215204,used,241860608.0,memory
VM10-1-9-207,02:01:51.214453,buffered,153182208.0,memory
VM10-1-9-207,02:01:51.214453,cached,3764813824.0,memory
VM10-1-9-207,02:01:51.214453,free,3853750272.0,memory
VM10-1-9-207,02:01:51.214453,slab_recl,325152768.0,memory
VM10-1-9-207,02:01:51.214453,slab_unrecl,36904960.0,memory
VM10-1-9-207,02:01:51.214453,used,241852416.0,memory
VM10-1-9-207,02:02:01.214394,buffered,153186304.0,memory
VM10-1-9-207,02:02:01.214394,cached,3764817920.0,memory
VM10-1-9-207,02:02:01.214394,free,3853905920.0,memory
VM10-1-9-207,02:02:01.214394,slab_recl,325144576.0,memory
VM10-1-9-207,02:02:01.214394,slab_unrecl,36630528.0,memory
VM10-1-9-207,02:02:01.214394,used,241971200.0,memory
VM10-1-9-207,02:02:11.215397,buffered,153186304.0,memory
VM10-1-9-207,02:02:11.215397,cached,3764822016.0,memory
VM10-1-9-207,02:02:11.215397,free,3854004224.0,memory
VM10-1-9-207,02:02:11.215397,slab_recl,325152768.0,memory
VM10-1-9-207,02:02:11.215397,slab_unrecl,36589568.0,memory
VM10-1-9-207,02:02:11.215397,used,241901568.0,memory
VM10-1-9-207,02:02:21.214406,buffered,153194496.0,memory
VM10-1-9-207,02:02:21.214406,cached,3764834304.0,memory
VM10-1-9-207,02:02:21.214406,free,3853557760.0,memory
VM10-1-9-207,02:02:21.214406,slab_recl,325148672.0,memory
VM10-1-9-207,02:02:21.214406,slab_unrecl,36888576.0,memory
VM10-1-9-207,02:02:21.214406,used,242032640.0,memory
VM10-1-9-207,02:02:31.214677,buffered,153206784.0,memory
VM10-1-9-207,02:02:31.214677,cached,3764830208.0,memory
VM10-1-9-207,02:02:31.214677,free,3853332480.0,memory
VM10-1-9-207,02:02:31.214677,slab_recl,325152768.0,memory
VM10-1-9-207,02:02:31.214677,slab_unrecl,36847616.0,memory
VM10-1-9-207,02:02:31.214677,used,242286592.0,memory
VM10-1-9-207,02:02:41.214452,buffered,153227264.0,memory
VM10-1-9-207,02:02:41.214452,cached,3764809728.0,memory
VM10-1-9-207,02:02:41.214452,free,3886362624.0,memory
VM10-1-9-207,02:02:41.214452,slab_recl,325152768.0,memory
VM10-1-9-207,02:02:41.214452,slab_unrecl,36880384.0,memory
VM10-1-9-207,02:02:41.214452,used,209223680.0,memory
