instance,time,value,host,type_instance,type
2,01:56:05.408621,8150.0,VM10-1-9-207,system,cpu
3,01:56:05.408622,7488.0,VM10-1-9-207,system,cpu
0,01:56:05.408622,3520.0,VM10-1-9-207,wait,cpu
1,01:56:05.408623,4480.0,VM10-1-9-207,wait,cpu
2,01:56:05.408624,4364.0,VM10-1-9-207,wait,cpu
3,01:56:05.408624,3786.0,VM10-1-9-207,wait,cpu
0,01:56:05.408625,32.0,VM10-1-9-207,nice,cpu
1,01:56:05.408625,0.0,VM10-1-9-207,nice,cpu
2,01:56:05.408626,7516.0,VM10-1-9-207,nice,cpu
3,01:56:05.408627,0.0,VM10-1-9-207,nice,cpu
0,01:56:05.408628,0.0,VM10-1-9-207,interrupt,cpu
1,01:56:05.408628,0.0,VM10-1-9-207,interrupt,cpu
2,01:56:05.408629,0.0,VM10-1-9-207,interrupt,cpu
3,01:56:05.408629,0.0,VM10-1-9-207,interrupt,cpu
0,01:56:05.408630,264.0,VM10-1-9-207,softirq,cpu
1,01:56:05.408631,131.0,VM10-1-9-207,softirq,cpu
2,01:56:05.408632,246.0,VM10-1-9-207,softirq,cpu
3,01:56:05.408632,243.0,VM10-1-9-207,softirq,cpu
0,01:56:05.408633,76.0,VM10-1-9-207,steal,cpu
1,01:56:05.408634,82.0,VM10-1-9-207,steal,cpu
2,01:56:05.408634,248.0,VM10-1-9-207,steal,cpu
3,01:56:05.408635,190.0,VM10-1-9-207,steal,cpu
0,01:56:05.408635,6079712.0,VM10-1-9-207,idle,cpu
1,01:56:05.408636,6053038.0,VM10-1-9-207,idle,cpu
2,01:56:05.408637,6093248.0,VM10-1-9-207,idle,cpu
3,01:56:05.408637,6079543.0,VM10-1-9-207,idle,cpu
0,01:56:15.408530,171852.0,VM10-1-9-207,user,cpu
1,01:56:15.408537,195280.0,VM10-1-9-207,user,cpu
2,01:56:15.408546,144230.0,VM10-1-9-207,user,cpu
3,01:56:15.408554,168852.0,VM10-1-9-207,user,cpu
0,01:56:15.408558,6431.0,VM10-1-9-207,system,cpu
1,01:56:15.408562,8355.0,VM10-1-9-207,system,cpu
2,01:56:15.408563,8150.0,VM10-1-9-207,system,cpu
3,01:56:15.408564,7489.0,VM10-1-9-207,system,cpu
0,01:56:15.408565,3520.0,VM10-1-9-207,wait,cpu
1,01:56:15.408565,4480.0,VM10-1-9-207,wait,cpu
2,01:56:15.408566,4364.0,VM10-1-9-207,wait,cpu
3,01:56:15.408566,3786.0,VM10-1-9-207,wait,cpu
0,01:56:15.408567,32.0,VM10-1-9-207,nice,cpu
1,01:56:15.408567,0.0,VM10-1-9-207,nice,cpu
2,01:56:15.408568,7516.0,VM10-1-9-207,nice,cpu
3,01:56:15.408569,0.0,VM10-1-9-207,nice,cpu
0,01:56:15.408569,0.0,VM10-1-9-207,interrupt,cpu
1,01:56:15.408570,0.0,VM10-1-9-207,interrupt,cpu
2,01:56:15.408571,0.0,VM10-1-9-207,interrupt,cpu
3,01:56:15.408571,0.0,VM10-1-9-207,interrupt,cpu
0,01:56:15.408572,264.0,VM10-1-9-207,softirq,cpu
1,01:56:15.408573,131.0,VM10-1-9-207,softirq,cpu
2,01:56:15.408573,246.0,VM10-1-9-207,softirq,cpu
3,01:56:15.408574,243.0,VM10-1-9-207,softirq,cpu
0,01:56:15.408575,76.0,VM10-1-9-207,steal,cpu
1,01:56:15.408576,82.0,VM10-1-9-207,steal,cpu
2,01:56:15.408576,248.0,VM10-1-9-207,steal,cpu
3,01:56:15.408576,190.0,VM10-1-9-207,steal,cpu
0,01:56:15.408577,6080710.0,VM10-1-9-207,idle,cpu
1,01:56:15.408578,6054036.0,VM10-1-9-207,idle,cpu
2,01:56:15.408579,6093248.0,VM10-1-9-207,idle,cpu
3,01:56:15.408579,6080540.0,VM10-1-9-207,idle,cpu
0,01:56:25.408541,171852.0,VM10-1-9-207,user,cpu
1,01:56:25.408824,195280.0,VM10-1-9-207,user,cpu
2,01:56:25.408828,145230.0,VM10-1-9-207,user,cpu
3,01:56:25.408835,168852.0,VM10-1-9-207,user,cpu
0,01:56:25.409115,6434.0,VM10-1-9-207,system,cpu
1,01:56:25.409115,8355.0,VM10-1-9-207,system,cpu
2,01:56:25.409116,8150.0,VM10-1-9-207,system,cpu
3,01:56:25.409116,7489.0,VM10-1-9-207,system,cpu
0,01:56:25.409117,3520.0,VM10-1-9-207,wait,cpu
1,01:56:25.409117,4481.0,VM10-1-9-207,wait,cpu
2,01:56:25.409118,4364.0,VM10-1-9-207,wait,cpu
3,01:56:25.409119,3788.0,VM10-1-9-207,wait,cpu
0,01:56:25.409120,32.0,VM10-1-9-207,nice,cpu
1,01:56:25.409120,0.0,VM10-1-9-207,nice,cpu
2,01:56:25.409121,7516.0,VM10-1-9-207,nice,cpu
3,01:56:25.409166,0.0,VM10-1-9-207,nice,cpu
0,01:56:25.409167,0.0,VM10-1-9-207,interrupt,cpu
1,01:56:25.409167,0.0,VM10-1-9-207,interrupt,cpu
2,01:56:25.409168,0.0,VM10-1-9-207,interrupt,cpu
3,01:56:25.409169,0.0,VM10-1-9-207,interrupt,cpu
0,01:56:25.409169,264.0,VM10-1-9-207,softirq,cpu
1,01:56:25.409170,131.0,VM10-1-9-207,softirq,cpu
2,01:56:25.409171,246.0,VM10-1-9-207,softirq,cpu
3,01:56:25.409171,243.0,VM10-1-9-207,softirq,cpu
0,01:56:25.409172,76.0,VM10-1-9-207,steal,cpu
1,01:56:25.409173,82.0,VM10-1-9-207,steal,cpu
2,01:56:25.409173,248.0,VM10-1-9-207,steal,cpu
3,01:56:25.409174,190.0,VM10-1-9-207,steal,cpu
0,01:56:25.409174,6081707.0,VM10-1-9-207,idle,cpu
1,01:56:25.409175,6055034.0,VM10-1-9-207,idle,cpu
2,01:56:25.409176,6093248.0,VM10-1-9-207,idle,cpu
3,01:56:25.409176,6081536.0,VM10-1-9-207,idle,cpu
0,01:56:35.408514,171852.0,VM10-1-9-207,user,cpu
1,01:56:35.408526,195281.0,VM10-1-9-207,user,cpu
2,01:56:35.408544,146228.0,VM10-1-9-207,user,cpu
3,01:56:35.408548,168853.0,VM10-1-9-207,user,cpu
0,01:56:35.408553,6435.0,VM10-1-9-207,system,cpu
1,01:56:35.408556,8355.0,VM10-1-9-207,system,cpu
2,01:56:35.408557,8151.0,VM10-1-9-207,system,cpu
3,01:56:35.408558,7490.0,VM10-1-9-207,system,cpu
0,01:56:35.408559,3520.0,VM10-1-9-207,wait,cpu
1,01:56:35.408559,4482.0,VM10-1-9-207,wait,cpu
2,01:56:35.408560,4364.0,VM10-1-9-207,wait,cpu
3,01:56:35.408561,3789.0,VM10-1-9-207,wait,cpu
0,01:56:35.408561,32.0,VM10-1-9-207,nice,cpu
1,01:56:35.408562,0.0,VM10-1-9-207,nice,cpu
2,01:56:35.408562,7516.0,VM10-1-9-207,nice,cpu
3,01:56:35.408563,0.0,VM10-1-9-207,nice,cpu
0,01:56:35.408564,0.0,VM10-1-9-207,interrupt,cpu
1,01:56:35.408565,0.0,VM10-1-9-207,interrupt,cpu
2,01:56:35.408565,0.0,VM10-1-9-207,interrupt,cpu
3,01:56:35.408566,0.0,VM10-1-9-207,interrupt,cpu
0,01:56:35.408566,264.0,VM10-1-9-207,softirq,cpu
1,01:56:35.408567,131.0,VM10-1-9-207,softirq,cpu
2,01:56:35.408568,246.0,VM10-1-9-207,softirq,cpu
3,01:56:35.408568,243.0,VM10-1-9-207,softirq,cpu
0,01:56:35.408569,76.0,VM10-1-9-207,steal,cpu
1,01:56:35.408570,82.0,VM10-1-9-207,steal,cpu
2,01:56:35.408570,249.0,VM10-1-9-207,steal,cpu
3,01:56:35.408571,191.0,VM10-1-9-207,steal,cpu
0,01:56:35.408571,6082704.0,VM10-1-9-207,idle,cpu
1,01:56:35.408572,6056033.0,VM10-1-9-207,idle,cpu
2,01:56:35.408573,6093248.0,VM10-1-9-207,idle,cpu
3,01:56:35.408573,6082532.0,VM10-1-9-207,idle,cpu
0,01:56:45.408632,171853.0,VM10-1-9-207,user,cpu
1,01:56:45.408657,195282.0,VM10-1-9-207,user,cpu
2,01:56:45.408675,147228.0,VM10-1-9-207,user,cpu
3,01:56:45.408810,168854.0,VM10-1-9-207,user,cpu
0,01:56:45.408822,6437.0,VM10-1-9-207,system,cpu
1,01:56:45.408833,8355.0,VM10-1-9-207,system,cpu
2,01:56:45.408909,8152.0,VM10-1-9-207,system,cpu
3,01:56:45.408950,7490.0,VM10-1-9-207,system,cpu
0,01:56:45.411205,3520.0,VM10-1-9-207,wait,cpu
1,01:56:45.411230,4482.0,VM10-1-9-207,wait,cpu
2,01:56:45.411231,4364.0,VM10-1-9-207,wait,cpu
3,01:56:45.411232,3790.0,VM10-1-9-207,wait,cpu
0,01:56:45.411233,32.0,VM10-1-9-207,nice,cpu
1,01:56:45.411234,0.0,VM10-1-9-207,nice,cpu
2,01:56:45.411235,7516.0,VM10-1-9-207,nice,cpu
3,01:56:45.411236,0.0,VM10-1-9-207,nice,cpu
0,01:56:45.411238,0.0,VM10-1-9-207,interrupt,cpu
1,01:56:45.411239,0.0,VM10-1-9-207,interrupt,cpu
2,01:56:45.411240,0.0,VM10-1-9-207,interrupt,cpu
3,01:56:45.411241,0.0,VM10-1-9-207,interrupt,cpu
0,01:56:45.411242,264.0,VM10-1-9-207,softirq,cpu
1,01:56:45.411243,131.0,VM10-1-9-207,softirq,cpu
2,01:56:45.411244,246.0,VM10-1-9-207,softirq,cpu
3,01:56:45.411245,243.0,VM10-1-9-207,softirq,cpu
0,01:56:45.411246,76.0,VM10-1-9-207,steal,cpu
1,01:56:45.411247,82.0,VM10-1-9-207,steal,cpu
2,01:56:45.411248,249.0,VM10-1-9-207,steal,cpu
3,01:56:45.411249,191.0,VM10-1-9-207,steal,cpu
0,01:56:45.411250,6083700.0,VM10-1-9-207,idle,cpu
1,01:56:45.411251,6057031.0,VM10-1-9-207,idle,cpu
2,01:56:45.411252,6093248.0,VM10-1-9-207,idle,cpu
3,01:56:45.411253,6083529.0,VM10-1-9-207,idle,cpu
0,01:56:55.408509,171854.0,VM10-1-9-207,user,cpu
1,01:56:55.408596,195282.0,VM10-1-9-207,user,cpu
2,01:56:55.408602,148227.0,VM10-1-9-207,user,cpu
3,01:56:55.408612,168854.0,VM10-1-9-207,user,cpu
0,01:56:55.408619,6440.0,VM10-1-9-207,system,cpu
1,01:56:55.408627,8355.0,VM10-1-9-207,system,cpu
2,01:56:55.408640,8152.0,VM10-1-9-207,system,cpu
3,01:56:55.408641,7490.0,VM10-1-9-207,system,cpu
0,01:56:55.408642,3520.0,VM10-1-9-207,wait,cpu
1,01:56:55.408643,4482.0,VM10-1-9-207,wait,cpu
2,01:56:55.408644,4364.0,VM10-1-9-207,wait,cpu
3,01:56:55.408645,3790.0,VM10-1-9-207,wait,cpu
0,01:56:55.408645,32.0,VM10-1-9-207,nice,cpu
1,01:56:55.408646,0.0,VM10-1-9-207,nice,cpu
2,01:56:55.408647,7516.0,VM10-1-9-207,nice,cpu
3,01:56:55.408648,0.0,VM10-1-9-207,nice,cpu
0,01:56:55.408746,0.0,VM10-1-9-207,interrupt,cpu
1,01:56:55.408749,0.0,VM10-1-9-207,interrupt,cpu
2,01:56:55.408749,0.0,VM10-1-9-207,interrupt,cpu
3,01:56:55.408749,0.0,VM10-1-9-207,interrupt,cpu
0,01:56:55.408750,264.0,VM10-1-9-207,softirq,cpu
1,01:56:55.408751,131.0,VM10-1-9-207,softirq,cpu
2,01:56:55.408826,246.0,VM10-1-9-207,softirq,cpu
3,01:56:55.408827,243.0,VM10-1-9-207,softirq,cpu
0,01:56:55.408828,76.0,VM10-1-9-207,steal,cpu
1,01:56:55.408829,82.0,VM10-1-9-207,steal,cpu
2,01:56:55.408829,249.0,VM10-1-9-207,steal,cpu
3,01:56:55.408941,191.0,VM10-1-9-207,steal,cpu
0,01:56:55.408942,6084697.0,VM10-1-9-207,idle,cpu
1,01:56:55.408943,6058030.0,VM10-1-9-207,idle,cpu
2,01:56:55.408944,6093248.0,VM10-1-9-207,idle,cpu
3,01:56:55.408945,6084527.0,VM10-1-9-207,idle,cpu
0,01:57:05.408750,171854.0,VM10-1-9-207,user,cpu
1,01:57:05.408769,195283.0,VM10-1-9-207,user,cpu
2,01:57:05.408802,149227.0,VM10-1-9-207,user,cpu
3,01:57:05.408814,168854.0,VM10-1-9-207,user,cpu
0,01:57:05.408825,6441.0,VM10-1-9-207,system,cpu
1,01:57:05.410630,8356.0,VM10-1-9-207,system,cpu
2,01:57:05.410657,8152.0,VM10-1-9-207,system,cpu
3,01:57:05.410668,7492.0,VM10-1-9-207,system,cpu
0,01:57:05.410679,3520.0,VM10-1-9-207,wait,cpu
1,01:57:05.410688,4483.0,VM10-1-9-207,wait,cpu
2,01:57:05.410689,4364.0,VM10-1-9-207,wait,cpu
3,01:57:05.410690,3793.0,VM10-1-9-207,wait,cpu
0,01:57:05.410691,32.0,VM10-1-9-207,nice,cpu
1,01:57:05.410692,0.0,VM10-1-9-207,nice,cpu
2,01:57:05.410694,7516.0,VM10-1-9-207,nice,cpu
3,01:57:05.410694,0.0,VM10-1-9-207,nice,cpu
0,01:57:05.410696,0.0,VM10-1-9-207,interrupt,cpu
1,01:57:05.410697,0.0,VM10-1-9-207,interrupt,cpu
2,01:57:05.410698,0.0,VM10-1-9-207,interrupt,cpu
3,01:57:05.410700,0.0,VM10-1-9-207,interrupt,cpu
0,01:57:05.410701,264.0,VM10-1-9-207,softirq,cpu
1,01:57:05.410702,131.0,VM10-1-9-207,softirq,cpu
2,01:57:05.410703,246.0,VM10-1-9-207,softirq,cpu
3,01:57:05.410704,243.0,VM10-1-9-207,softirq,cpu
0,01:57:05.410705,76.0,VM10-1-9-207,steal,cpu
1,01:57:05.410707,82.0,VM10-1-9-207,steal,cpu
2,01:57:05.410711,249.0,VM10-1-9-207,steal,cpu
3,01:57:05.410713,191.0,VM10-1-9-207,steal,cpu
0,01:57:05.410715,6085694.0,VM10-1-9-207,idle,cpu
1,01:57:05.410716,6059028.0,VM10-1-9-207,idle,cpu
2,01:57:05.410717,6093248.0,VM10-1-9-207,idle,cpu
3,01:57:05.410718,6085521.0,VM10-1-9-207,idle,cpu
0,01:57:15.408524,172654.0,VM10-1-9-207,user,cpu
1,01:57:15.408532,195284.0,VM10-1-9-207,user,cpu
2,01:57:15.408537,149428.0,VM10-1-9-207,user,cpu
3,01:57:15.408550,168856.0,VM10-1-9-207,user,cpu
0,01:57:15.408555,6443.0,VM10-1-9-207,system,cpu
1,01:57:15.408560,8356.0,VM10-1-9-207,system,cpu
2,01:57:15.408561,8153.0,VM10-1-9-207,system,cpu
3,01:57:15.408561,7492.0,VM10-1-9-207,system,cpu
0,01:57:15.408562,3520.0,VM10-1-9-207,wait,cpu
1,01:57:15.408563,4483.0,VM10-1-9-207,wait,cpu
2,01:57:15.408563,4364.0,VM10-1-9-207,wait,cpu
3,01:57:15.408564,3794.0,VM10-1-9-207,wait,cpu
0,01:57:15.408565,32.0,VM10-1-9-207,nice,cpu
1,01:57:15.408565,0.0,VM10-1-9-207,nice,cpu
2,01:57:15.408569,7516.0,VM10-1-9-207,nice,cpu
3,01:57:15.408570,0.0,VM10-1-9-207,nice,cpu
0,01:57:15.408571,0.0,VM10-1-9-207,interrupt,cpu
1,01:57:15.408572,0.0,VM10-1-9-207,interrupt,cpu
2,01:57:15.408572,0.0,VM10-1-9-207,interrupt,cpu
3,01:57:15.408573,0.0,VM10-1-9-207,interrupt,cpu
0,01:57:15.408574,264.0,VM10-1-9-207,softirq,cpu
1,01:57:15.408575,132.0,VM10-1-9-207,softirq,cpu
2,01:57:15.408575,246.0,VM10-1-9-207,softirq,cpu
3,01:57:15.408576,243.0,VM10-1-9-207,softirq,cpu
0,01:57:15.408576,76.0,VM10-1-9-207,steal,cpu
1,01:57:15.408577,82.0,VM10-1-9-207,steal,cpu
2,01:57:15.408578,249.0,VM10-1-9-207,steal,cpu
3,01:57:15.408579,191.0,VM10-1-9-207,steal,cpu
0,01:57:15.408579,6085892.0,VM10-1-9-207,idle,cpu
1,01:57:15.408580,6060025.0,VM10-1-9-207,idle,cpu
2,01:57:15.408581,6094046.0,VM10-1-9-207,idle,cpu
3,01:57:15.408581,6086517.0,VM10-1-9-207,idle,cpu
0,01:57:25.408652,172655.0,VM10-1-9-207,user,cpu
1,01:57:25.408677,195285.0,VM10-1-9-207,user,cpu
2,01:57:25.408684,150427.0,VM10-1-9-207,user,cpu
3,01:57:25.408694,168856.0,VM10-1-9-207,user,cpu
0,01:57:25.408702,6443.0,VM10-1-9-207,system,cpu
1,01:57:25.408722,8356.0,VM10-1-9-207,system,cpu
2,01:57:25.408724,8153.0,VM10-1-9-207,system,cpu
3,01:57:25.408725,7494.0,VM10-1-9-207,system,cpu
0,01:57:25.408726,3520.0,VM10-1-9-207,wait,cpu
1,01:57:25.408728,4483.0,VM10-1-9-207,wait,cpu
2,01:57:25.408729,4364.0,VM10-1-9-207,wait,cpu
3,01:57:25.408729,3794.0,VM10-1-9-207,wait,cpu
0,01:57:25.408730,32.0,VM10-1-9-207,nice,cpu
1,01:57:25.408732,0.0,VM10-1-9-207,nice,cpu
2,01:57:25.408733,7516.0,VM10-1-9-207,nice,cpu
3,01:57:25.408734,0.0,VM10-1-9-207,nice,cpu
0,01:57:25.408736,0.0,VM10-1-9-207,interrupt,cpu
1,01:57:25.408737,0.0,VM10-1-9-207,interrupt,cpu
2,01:57:25.408738,0.0,VM10-1-9-207,interrupt,cpu
3,01:57:25.408739,0.0,VM10-1-9-207,interrupt,cpu
0,01:57:25.408740,264.0,VM10-1-9-207,softirq,cpu
1,01:57:25.408742,132.0,VM10-1-9-207,softirq,cpu
2,01:57:25.408743,246.0,VM10-1-9-207,softirq,cpu
3,01:57:25.408744,243.0,VM10-1-9-207,softirq,cpu
0,01:57:25.408745,76.0,VM10-1-9-207,steal,cpu
1,01:57:25.408746,82.0,VM10-1-9-207,steal,cpu
2,01:57:25.408747,250.0,VM10-1-9-207,steal,cpu
3,01:57:25.408749,191.0,VM10-1-9-207,steal,cpu
0,01:57:25.408750,6086890.0,VM10-1-9-207,idle,cpu
1,01:57:25.408751,6061024.0,VM10-1-9-207,idle,cpu
2,01:57:25.408752,6094046.0,VM10-1-9-207,idle,cpu
3,01:57:25.408753,6087514.0,VM10-1-9-207,idle,cpu
0,01:57:35.408509,172656.0,VM10-1-9-207,user,cpu
1,01:57:35.408516,195286.0,VM10-1-9-207,user,cpu
2,01:57:35.408525,151426.0,VM10-1-9-207,user,cpu
3,01:57:35.408529,168856.0,VM10-1-9-207,user,cpu
0,01:57:35.408545,6444.0,VM10-1-9-207,system,cpu
1,01:57:35.408549,8356.0,VM10-1-9-207,system,cpu
2,01:57:35.408550,8153.0,VM10-1-9-207,system,cpu
3,01:57:35.408551,7495.0,VM10-1-9-207,system,cpu
0,01:57:35.408551,3520.0,VM10-1-9-207,wait,cpu
1,01:57:35.408552,4483.0,VM10-1-9-207,wait,cpu
2,01:57:35.408553,4364.0,VM10-1-9-207,wait,cpu
3,01:57:35.408573,3795.0,VM10-1-9-207,wait,cpu
0,01:57:35.408574,32.0,VM10-1-9-207,nice,cpu
1,01:57:35.408575,0.0,VM10-1-9-207,nice,cpu
2,01:57:35.408576,7516.0,VM10-1-9-207,nice,cpu
3,01:57:35.408577,0.0,VM10-1-9-207,nice,cpu
0,01:57:35.408578,0.0,VM10-1-9-207,interrupt,cpu
1,01:57:35.408579,0.0,VM10-1-9-207,interrupt,cpu
2,01:57:35.408579,0.0,VM10-1-9-207,interrupt,cpu
3,01:57:35.408580,0.0,VM10-1-9-207,interrupt,cpu
0,01:57:35.408581,264.0,VM10-1-9-207,softirq,cpu
1,01:57:35.408581,132.0,VM10-1-9-207,softirq,cpu
2,01:57:35.408582,246.0,VM10-1-9-207,softirq,cpu
3,01:57:35.408583,243.0,VM10-1-9-207,softirq,cpu
0,01:57:35.408583,76.0,VM10-1-9-207,steal,cpu
1,01:57:35.408584,82.0,VM10-1-9-207,steal,cpu
2,01:57:35.408585,250.0,VM10-1-9-207,steal,cpu
3,01:57:35.408585,191.0,VM10-1-9-207,steal,cpu
0,01:57:35.408586,6087888.0,VM10-1-9-207,idle,cpu
1,01:57:35.408587,6062021.0,VM10-1-9-207,idle,cpu
2,01:57:35.408588,6094046.0,VM10-1-9-207,idle,cpu
3,01:57:35.408589,6088511.0,VM10-1-9-207,idle,cpu
0,01:57:45.408555,172656.0,VM10-1-9-207,user,cpu
1,01:57:45.408568,195286.0,VM10-1-9-207,user,cpu
2,01:57:45.408571,152426.0,VM10-1-9-207,user,cpu
3,01:57:45.408576,168858.0,VM10-1-9-207,user,cpu
0,01:57:45.408580,6445.0,VM10-1-9-207,system,cpu
1,01:57:45.408595,8356.0,VM10-1-9-207,system,cpu
2,01:57:45.408596,8153.0,VM10-1-9-207,system,cpu
3,01:57:45.408597,7498.0,VM10-1-9-207,system,cpu
0,01:57:45.408597,3520.0,VM10-1-9-207,wait,cpu
1,01:57:45.408598,4483.0,VM10-1-9-207,wait,cpu
2,01:57:45.408599,4364.0,VM10-1-9-207,wait,cpu
3,01:57:45.408599,3798.0,VM10-1-9-207,wait,cpu
0,01:57:45.408600,32.0,VM10-1-9-207,nice,cpu
1,01:57:45.408601,0.0,VM10-1-9-207,nice,cpu
2,01:57:45.408605,7516.0,VM10-1-9-207,nice,cpu
3,01:57:45.408606,0.0,VM10-1-9-207,nice,cpu
0,01:57:45.408607,0.0,VM10-1-9-207,interrupt,cpu
1,01:57:45.408607,0.0,VM10-1-9-207,interrupt,cpu
2,01:57:45.408608,0.0,VM10-1-9-207,interrupt,cpu
3,01:57:45.408609,0.0,VM10-1-9-207,interrupt,cpu
0,01:57:45.408610,264.0,VM10-1-9-207,softirq,cpu
1,01:57:45.408611,132.0,VM10-1-9-207,softirq,cpu
2,01:57:45.408611,246.0,VM10-1-9-207,softirq,cpu
3,01:57:45.408612,243.0,VM10-1-9-207,softirq,cpu
0,01:57:45.408613,76.0,VM10-1-9-207,steal,cpu
1,01:57:45.408613,82.0,VM10-1-9-207,steal,cpu
2,01:57:45.408614,250.0,VM10-1-9-207,steal,cpu
3,01:57:45.408615,191.0,VM10-1-9-207,steal,cpu
0,01:57:45.408615,6088887.0,VM10-1-9-207,idle,cpu
1,01:57:45.408617,6063019.0,VM10-1-9-207,idle,cpu
2,01:57:45.408617,6094046.0,VM10-1-9-207,idle,cpu
3,01:57:45.408618,6089504.0,VM10-1-9-207,idle,cpu
0,01:57:55.408504,172656.0,VM10-1-9-207,user,cpu
1,01:57:55.408511,195288.0,VM10-1-9-207,user,cpu
2,01:57:55.408516,153369.0,VM10-1-9-207,user,cpu
3,01:57:55.408520,168860.0,VM10-1-9-207,user,cpu
0,01:57:55.408538,6449.0,VM10-1-9-207,system,cpu
1,01:57:55.408541,8358.0,VM10-1-9-207,system,cpu
2,01:57:55.408542,8157.0,VM10-1-9-207,system,cpu
3,01:57:55.408543,7500.0,VM10-1-9-207,system,cpu
0,01:57:55.408544,3521.0,VM10-1-9-207,wait,cpu
1,01:57:55.408544,4484.0,VM10-1-9-207,wait,cpu
2,01:57:55.408545,4364.0,VM10-1-9-207,wait,cpu
3,01:57:55.408545,3800.0,VM10-1-9-207,wait,cpu
0,01:57:55.408546,32.0,VM10-1-9-207,nice,cpu
1,01:57:55.408547,0.0,VM10-1-9-207,nice,cpu
2,01:57:55.408548,7516.0,VM10-1-9-207,nice,cpu
3,01:57:55.408549,0.0,VM10-1-9-207,nice,cpu
0,01:57:55.408549,0.0,VM10-1-9-207,interrupt,cpu
1,01:57:55.408550,0.0,VM10-1-9-207,interrupt,cpu
2,01:57:55.408553,0.0,VM10-1-9-207,interrupt,cpu
3,01:57:55.408553,0.0,VM10-1-9-207,interrupt,cpu
0,01:57:55.408554,264.0,VM10-1-9-207,softirq,cpu
1,01:57:55.408555,132.0,VM10-1-9-207,softirq,cpu
2,01:57:55.408556,246.0,VM10-1-9-207,softirq,cpu
3,01:57:55.408556,243.0,VM10-1-9-207,softirq,cpu
0,01:57:55.408557,76.0,VM10-1-9-207,steal,cpu
1,01:57:55.408558,82.0,VM10-1-9-207,steal,cpu
2,01:57:55.408558,251.0,VM10-1-9-207,steal,cpu
3,01:57:55.408559,191.0,VM10-1-9-207,steal,cpu
0,01:57:55.408560,6089881.0,VM10-1-9-207,idle,cpu
1,01:57:55.408560,6064013.0,VM10-1-9-207,idle,cpu
2,01:57:55.408561,6094098.0,VM10-1-9-207,idle,cpu
3,01:57:55.408562,6090495.0,VM10-1-9-207,idle,cpu
