type,type_instance,host,time,value
memory,slab_recl,VM10-1-9-207,00:16:34.219752,317800448.0
memory,slab_unrecl,VM10-1-9-207,00:16:34.219752,32534528.0
memory,used,VM10-1-9-207,00:16:34.219752,319815680.0
memory,buffered,VM10-1-9-207,00:16:44.219743,141656064.0
memory,cached,VM10-1-9-207,00:16:44.219743,3713261568.0
memory,free,VM10-1-9-207,00:16:44.219743,3848343552.0
memory,slab_recl,VM10-1-9-207,00:16:44.219743,317812736.0
memory,slab_unrecl,VM10-1-9-207,00:16:44.219743,32600064.0
memory,used,VM10-1-9-207,00:16:44.219743,321982464.0
memory,buffered,VM10-1-9-207,00:16:54.219790,141660160.0
memory,cached,VM10-1-9-207,00:16:54.219790,3713269760.0
memory,free,VM10-1-9-207,00:16:54.219790,3846180864.0
memory,slab_recl,VM10-1-9-207,00:16:54.219790,317800448.0
memory,slab_unrecl,VM10-1-9-207,00:16:54.219790,32542720.0
memory,used,VM10-1-9-207,00:16:54.219790,324202496.0
memory,buffered,VM10-1-9-207,00:17:04.219767,141668352.0
memory,cached,VM10-1-9-207,00:17:04.219767,3713282048.0
memory,free,VM10-1-9-207,00:17:04.219767,3843665920.0
memory,slab_recl,VM10-1-9-207,00:17:04.219767,317808640.0
memory,slab_unrecl,VM10-1-9-207,00:17:04.219767,32833536.0
memory,used,VM10-1-9-207,00:17:04.219767,326397952.0
memory,buffered,VM10-1-9-207,00:17:14.219749,141676544.0
memory,cached,VM10-1-9-207,00:17:14.219749,3713290240.0
memory,free,VM10-1-9-207,00:17:14.219749,3841597440.0
memory,slab_recl,VM10-1-9-207,00:17:14.219749,317812736.0
memory,slab_unrecl,VM10-1-9-207,00:17:14.219749,32485376.0
memory,used,VM10-1-9-207,00:17:14.219749,328794112.0
memory,buffered,VM10-1-9-207,00:17:24.219810,141680640.0
memory,cached,VM10-1-9-207,00:17:24.219810,3713294336.0
memory,free,VM10-1-9-207,00:17:24.219810,3839856640.0
memory,slab_recl,VM10-1-9-207,00:17:24.219810,317804544.0
memory,slab_unrecl,VM10-1-9-207,00:17:24.219810,32251904.0
memory,used,VM10-1-9-207,00:17:24.219810,330768384.0
memory,buffered,VM10-1-9-207,00:17:34.219875,141692928.0
memory,cached,VM10-1-9-207,00:17:34.219875,3713302528.0
memory,free,VM10-1-9-207,00:17:34.219875,3837882368.0
memory,slab_recl,VM10-1-9-207,00:17:34.219875,317796352.0
memory,slab_unrecl,VM10-1-9-207,00:17:34.219875,32157696.0
memory,used,VM10-1-9-207,00:17:34.219875,332824576.0
memory,buffered,VM10-1-9-207,00:17:44.219945,141701120.0
memory,cached,VM10-1-9-207,00:17:44.219945,3713310720.0
memory,free,VM10-1-9-207,00:17:44.219945,3835215872.0
memory,slab_recl,VM10-1-9-207,00:17:44.219945,317808640.0
memory,slab_unrecl,VM10-1-9-207,00:17:44.219945,32559104.0
memory,used,VM10-1-9-207,00:17:44.219945,335060992.0
memory,buffered,VM10-1-9-207,00:17:54.219749,141705216.0
memory,cached,VM10-1-9-207,00:17:54.219749,3713310720.0
memory,free,VM10-1-9-207,00:17:54.219749,3833249792.0
memory,slab_recl,VM10-1-9-207,00:17:54.219749,317796352.0
memory,slab_unrecl,VM10-1-9-207,00:17:54.219749,32313344.0
memory,used,VM10-1-9-207,00:17:54.219749,337281024.0
memory,buffered,VM10-1-9-207,00:18:04.219796,141713408.0
memory,cached,VM10-1-9-207,00:18:04.219796,3713318912.0
memory,free,VM10-1-9-207,00:18:04.219796,3831181312.0
memory,slab_recl,VM10-1-9-207,00:18:04.219796,317804544.0
memory,slab_unrecl,VM10-1-9-207,00:18:04.219796,32219136.0
memory,used,VM10-1-9-207,00:18:04.219796,339419136.0
memory,buffered,VM10-1-9-207,00:18:14.219726,141713408.0
memory,cached,VM10-1-9-207,00:18:14.219726,3713327104.0
memory,free,VM10-1-9-207,00:18:14.219726,3829882880.0
memory,slab_recl,VM10-1-9-207,00:18:14.219726,317800448.0
memory,slab_unrecl,VM10-1-9-207,00:18:14.219726,32530432.0
memory,used,VM10-1-9-207,00:18:14.219726,340402176.0
