type,type_instance,host,time,value
memory,used,VM10-1-9-207,00:21:51.415855,380964864.0
memory,buffered,VM10-1-9-207,00:22:01.415484,141942784.0
memory,cached,VM10-1-9-207,00:22:01.415484,3713482752.0
memory,free,VM10-1-9-207,00:22:01.415484,3786784768.0
memory,slab_recl,VM10-1-9-207,00:22:01.415484,317759488.0
memory,slab_unrecl,VM10-1-9-207,00:22:01.415484,32407552.0
memory,used,VM10-1-9-207,00:22:01.415484,383279104.0
memory,buffered,VM10-1-9-207,00:22:11.415465,141959168.0
memory,cached,VM10-1-9-207,00:22:11.415465,3713490944.0
memory,free,VM10-1-9-207,00:22:11.415465,3784912896.0
memory,slab_recl,VM10-1-9-207,00:22:11.415465,317759488.0
memory,slab_unrecl,VM10-1-9-207,00:22:11.415465,32280576.0
memory,used,VM10-1-9-207,00:22:11.415465,385253376.0
memory,buffered,VM10-1-9-207,00:22:21.415466,141963264.0
memory,cached,VM10-1-9-207,00:22:21.415466,3713499136.0
memory,free,VM10-1-9-207,00:22:21.415466,3782877184.0
memory,slab_recl,VM10-1-9-207,00:22:21.415466,317751296.0
memory,slab_unrecl,VM10-1-9-207,00:22:21.415466,32116736.0
memory,used,VM10-1-9-207,00:22:21.415466,387448832.0
memory,buffered,VM10-1-9-207,00:22:31.415490,141971456.0
memory,cached,VM10-1-9-207,00:22:31.415490,3713499136.0
memory,free,VM10-1-9-207,00:22:31.415490,3783102464.0
memory,slab_recl,VM10-1-9-207,00:22:31.415490,317747200.0
memory,slab_unrecl,VM10-1-9-207,00:22:31.415490,32043008.0
memory,used,VM10-1-9-207,00:22:31.415490,387293184.0
memory,buffered,VM10-1-9-207,00:22:41.415434,141975552.0
memory,cached,VM10-1-9-207,00:22:41.415434,3713507328.0
memory,free,VM10-1-9-207,00:22:41.415434,3780431872.0
memory,slab_recl,VM10-1-9-207,00:22:41.415434,317751296.0
memory,slab_unrecl,VM10-1-9-207,00:22:41.415434,32448512.0
memory,used,VM10-1-9-207,00:22:41.415434,389541888.0
memory,buffered,VM10-1-9-207,00:22:51.415462,141987840.0
memory,cached,VM10-1-9-207,00:22:51.415462,3713515520.0
memory,free,VM10-1-9-207,00:22:51.415462,3778592768.0
memory,slab_recl,VM10-1-9-207,00:22:51.415462,317759488.0
memory,slab_unrecl,VM10-1-9-207,00:22:51.415462,32305152.0
memory,used,VM10-1-9-207,00:22:51.415462,391495680.0
memory,buffered,VM10-1-9-207,00:23:01.415464,142000128.0
memory,cached,VM10-1-9-207,00:23:01.415464,3713519616.0
memory,free,VM10-1-9-207,00:23:01.415464,3776364544.0
memory,slab_recl,VM10-1-9-207,00:23:01.415464,317767680.0
memory,slab_unrecl,VM10-1-9-207,00:23:01.415464,32514048.0
memory,used,VM10-1-9-207,00:23:01.415464,393490432.0
memory,buffered,VM10-1-9-207,00:23:11.415753,142012416.0
memory,cached,VM10-1-9-207,00:23:11.415753,3713527808.0
memory,free,VM10-1-9-207,00:23:11.415753,3776462848.0
memory,slab_recl,VM10-1-9-207,00:23:11.415753,317767680.0
memory,slab_unrecl,VM10-1-9-207,00:23:11.415753,32346112.0
memory,used,VM10-1-9-207,00:23:11.415753,393539584.0
memory,buffered,VM10-1-9-207,00:23:21.415522,142012416.0
memory,cached,VM10-1-9-207,00:23:21.415522,3713540096.0
memory,free,VM10-1-9-207,00:23:21.415522,3941941248.0
memory,slab_recl,VM10-1-9-207,00:23:21.415522,317763584.0
memory,slab_unrecl,VM10-1-9-207,00:23:21.415522,32182272.0
memory,used,VM10-1-9-207,00:23:21.415522,228216832.0
