host,time,type_instance,value,type
VM10-1-9-207,01:47:17.488814,slab_unrecl,35639296.0,memory
VM10-1-9-207,01:47:17.488814,used,297771008.0,memory
VM10-1-9-207,01:47:27.489193,buffered,151601152.0,memory
VM10-1-9-207,01:47:27.489193,cached,3756072960.0,memory
VM10-1-9-207,01:47:27.489193,free,3808808960.0,memory
VM10-1-9-207,01:47:27.489193,slab_recl,323768320.0,memory
VM10-1-9-207,01:47:27.489193,slab_unrecl,35479552.0,memory
VM10-1-9-207,01:47:27.489193,used,299925504.0,memory
VM10-1-9-207,01:47:37.488755,buffered,151601152.0,memory
VM10-1-9-207,01:47:37.488755,cached,3756081152.0,memory
VM10-1-9-207,01:47:37.488755,free,3806744576.0,memory
VM10-1-9-207,01:47:37.488755,slab_recl,323756032.0,memory
VM10-1-9-207,01:47:37.488755,slab_unrecl,35295232.0,memory
VM10-1-9-207,01:47:37.488755,used,302178304.0,memory
VM10-1-9-207,01:47:47.488928,buffered,151601152.0,memory
VM10-1-9-207,01:47:47.488928,cached,3756089344.0,memory
VM10-1-9-207,01:47:47.488928,free,3803914240.0,memory
VM10-1-9-207,01:47:47.488928,slab_recl,323764224.0,memory
VM10-1-9-207,01:47:47.488928,slab_unrecl,35717120.0,memory
VM10-1-9-207,01:47:47.488928,used,304570368.0,memory
VM10-1-9-207,01:47:57.488752,buffered,151605248.0,memory
VM10-1-9-207,01:47:57.488752,cached,3756097536.0,memory
VM10-1-9-207,01:47:57.488752,free,3802042368.0,memory
VM10-1-9-207,01:47:57.488752,slab_recl,323764224.0,memory
VM10-1-9-207,01:47:57.488752,slab_unrecl,35622912.0,memory
VM10-1-9-207,01:47:57.488752,used,306524160.0,memory
VM10-1-9-207,01:48:07.488781,buffered,151609344.0,memory
VM10-1-9-207,01:48:07.488781,cached,3756105728.0,memory
VM10-1-9-207,01:48:07.488781,free,3799625728.0,memory
VM10-1-9-207,01:48:07.488781,slab_recl,323768320.0,memory
VM10-1-9-207,01:48:07.488781,slab_unrecl,35770368.0,memory
VM10-1-9-207,01:48:07.488781,used,308776960.0,memory
VM10-1-9-207,01:48:17.488864,buffered,151621632.0,memory
VM10-1-9-207,01:48:17.488864,cached,3756113920.0,memory
VM10-1-9-207,01:48:17.488864,free,3797594112.0,memory
VM10-1-9-207,01:48:17.488864,slab_recl,323772416.0,memory
VM10-1-9-207,01:48:17.488864,slab_unrecl,35663872.0,memory
VM10-1-9-207,01:48:17.488864,used,310890496.0,memory
VM10-1-9-207,01:48:27.488745,buffered,151633920.0,memory
VM10-1-9-207,01:48:27.488745,cached,3756122112.0,memory
VM10-1-9-207,01:48:27.488745,free,3795496960.0,memory
VM10-1-9-207,01:48:27.488745,slab_recl,323764224.0,memory
VM10-1-9-207,01:48:27.488745,slab_unrecl,35471360.0,memory
VM10-1-9-207,01:48:27.488745,used,313167872.0,memory
VM10-1-9-207,01:48:37.488748,buffered,151642112.0,memory
VM10-1-9-207,01:48:37.488748,cached,3756130304.0,memory
VM10-1-9-207,01:48:37.488748,free,3793178624.0,memory
VM10-1-9-207,01:48:37.488748,slab_recl,323760128.0,memory
VM10-1-9-207,01:48:37.488748,slab_unrecl,35733504.0,memory
VM10-1-9-207,01:48:37.488748,used,315211776.0,memory
VM10-1-9-207,01:48:47.488813,buffered,151646208.0,memory
VM10-1-9-207,01:48:47.488813,cached,3756138496.0,memory
VM10-1-9-207,01:48:47.488813,free,3791015936.0,memory
VM10-1-9-207,01:48:47.488813,slab_recl,323747840.0,memory
VM10-1-9-207,01:48:47.488813,slab_unrecl,35495936.0,memory
VM10-1-9-207,01:48:47.488813,used,317612032.0,memory
VM10-1-9-207,01:48:57.488742,buffered,151650304.0,memory
VM10-1-9-207,01:48:57.488742,cached,3756146688.0,memory
VM10-1-9-207,01:48:57.488742,free,3788693504.0,memory
VM10-1-9-207,01:48:57.488742,slab_recl,323756032.0,memory
VM10-1-9-207,01:48:57.488742,slab_unrecl,35749888.0,memory
VM10-1-9-207,01:48:57.488742,used,319660032.0,memory
VM10-1-9-207,01:49:07.488745,buffered,151654400.0,memory
VM10-1-9-207,01:49:07.488745,free,3901612032.0,memory
VM10-1-9-207,01:49:07.488745,used,206991360.0,memory
