type,host,value,type_instance,time
memory,VM10-1-9-207,148090880.0,buffered,01:14:28.316124
memory,VM10-1-9-207,3745214464.0,cached,01:14:28.316124
memory,VM10-1-9-207,3857092608.0,free,01:14:28.316124
memory,VM10-1-9-207,322162688.0,slab_recl,01:14:28.316124
memory,VM10-1-9-207,35307520.0,slab_unrecl,01:14:28.316124
memory,VM10-1-9-207,267788288.0,used,01:14:28.316124
memory,VM10-1-9-207,148090880.0,buffered,01:14:38.316125
memory,VM10-1-9-207,3745222656.0,cached,01:14:38.316125
memory,VM10-1-9-207,3857444864.0,free,01:14:38.316125
memory,VM10-1-9-207,322162688.0,slab_recl,01:14:38.316125
memory,VM10-1-9-207,35074048.0,slab_unrecl,01:14:38.316125
memory,VM10-1-9-207,267661312.0,used,01:14:38.316125
memory,VM10-1-9-207,148099072.0,buffered,01:14:48.316174
memory,VM10-1-9-207,3745226752.0,cached,01:14:48.316174
memory,VM10-1-9-207,3857346560.0,free,01:14:48.316174
memory,VM10-1-9-207,322166784.0,slab_recl,01:14:48.316174
memory,VM10-1-9-207,34922496.0,slab_unrecl,01:14:48.316174
memory,VM10-1-9-207,267894784.0,used,01:14:48.316174
memory,VM10-1-9-207,148099072.0,buffered,01:14:58.316110
memory,VM10-1-9-207,3745234944.0,cached,01:14:58.316110
memory,VM10-1-9-207,3857444864.0,free,01:14:58.316110
memory,VM10-1-9-207,322166784.0,slab_recl,01:14:58.316110
memory,VM10-1-9-207,34873344.0,slab_unrecl,01:14:58.316110
memory,VM10-1-9-207,267837440.0,used,01:14:58.316110
memory,VM10-1-9-207,148115456.0,buffered,01:15:08.316252
memory,VM10-1-9-207,3745243136.0,cached,01:15:08.316252
memory,VM10-1-9-207,3856998400.0,free,01:15:08.316252
memory,VM10-1-9-207,322170880.0,slab_recl,01:15:08.316252
memory,VM10-1-9-207,35274752.0,slab_unrecl,01:15:08.316252
memory,VM10-1-9-207,267853824.0,used,01:15:08.316252
memory,VM10-1-9-207,148123648.0,buffered,01:15:18.316370
memory,VM10-1-9-207,3745255424.0,cached,01:15:18.316370
memory,VM10-1-9-207,3857223680.0,free,01:15:18.316370
memory,VM10-1-9-207,322170880.0,slab_recl,01:15:18.316370
memory,VM10-1-9-207,35176448.0,slab_unrecl,01:15:18.316370
memory,VM10-1-9-207,267706368.0,used,01:15:18.316370
memory,VM10-1-9-207,148140032.0,buffered,01:15:28.316159
memory,VM10-1-9-207,3745259520.0,cached,01:15:28.316159
memory,VM10-1-9-207,3857379328.0,free,01:15:28.316159
memory,VM10-1-9-207,322158592.0,slab_recl,01:15:28.316159
memory,VM10-1-9-207,34918400.0,slab_unrecl,01:15:28.316159
memory,VM10-1-9-207,267800576.0,used,01:15:28.316159
memory,VM10-1-9-207,148152320.0,buffered,01:15:38.316107
memory,VM10-1-9-207,3745267712.0,cached,01:15:38.316107
memory,VM10-1-9-207,3856842752.0,free,01:15:38.316107
memory,VM10-1-9-207,322170880.0,slab_recl,01:15:38.316107
memory,VM10-1-9-207,35250176.0,slab_unrecl,01:15:38.316107
memory,VM10-1-9-207,267972608.0,used,01:15:38.316107
memory,VM10-1-9-207,148168704.0,buffered,01:15:48.316116
memory,VM10-1-9-207,3745275904.0,cached,01:15:48.316116
memory,VM10-1-9-207,3856711680.0,free,01:15:48.316116
memory,VM10-1-9-207,322174976.0,slab_recl,01:15:48.316116
memory,VM10-1-9-207,35291136.0,slab_unrecl,01:15:48.316116
memory,VM10-1-9-207,268034048.0,used,01:15:48.316116
memory,VM10-1-9-207,148172800.0,buffered,01:15:58.316134
memory,VM10-1-9-207,3745288192.0,cached,01:15:58.316134
memory,VM10-1-9-207,3856875520.0,free,01:15:58.316134
memory,VM10-1-9-207,322179072.0,slab_recl,01:15:58.316134
memory,VM10-1-9-207,35209216.0,slab_unrecl,01:15:58.316134
memory,VM10-1-9-207,267931648.0,used,01:15:58.316134
memory,VM10-1-9-207,148176896.0,buffered,01:16:08.316399
memory,VM10-1-9-207,3745292288.0,cached,01:16:08.316399
memory,VM10-1-9-207,3856904192.0,free,01:16:08.316399
memory,VM10-1-9-207,322170880.0,slab_recl,01:16:08.316399
memory,VM10-1-9-207,35373056.0,slab_unrecl,01:16:08.316399
memory,VM10-1-9-207,267739136.0,used,01:16:08.316399
memory,VM10-1-9-207,148189184.0,buffered,01:16:18.316202
memory,VM10-1-9-207,3745300480.0,cached,01:16:18.316202
memory,VM10-1-9-207,3856805888.0,free,01:16:18.316202
memory,VM10-1-9-207,322170880.0,slab_recl,01:16:18.316202
memory,VM10-1-9-207,35205120.0,slab_unrecl,01:16:18.316202
memory,VM10-1-9-207,267984896.0,used,01:16:18.316202
memory,VM10-1-9-207,148193280.0,buffered,01:16:28.316140
memory,VM10-1-9-207,3745308672.0,cached,01:16:28.316140
memory,VM10-1-9-207,3856777216.0,free,01:16:28.316140
memory,VM10-1-9-207,322166784.0,slab_recl,01:16:28.316140
memory,VM10-1-9-207,34959360.0,slab_unrecl,01:16:28.316140
memory,VM10-1-9-207,268251136.0,used,01:16:28.316140
memory,VM10-1-9-207,148197376.0,buffered,01:16:38.316153
memory,VM10-1-9-207,3745316864.0,cached,01:16:38.316153
memory,VM10-1-9-207,3856678912.0,free,01:16:38.316153
memory,VM10-1-9-207,322174976.0,slab_recl,01:16:38.316153
memory,VM10-1-9-207,35373056.0,slab_unrecl,01:16:38.316153
memory,VM10-1-9-207,267915264.0,used,01:16:38.316153
