type_instance,type,value,host,time
buffered,memory,163389440.0,VM10-1-9-207,03:30:57.903966
cached,memory,3803648000.0,VM10-1-9-207,03:30:57.903966
free,memory,3780108288.0,VM10-1-9-207,03:30:57.903966
slab_recl,memory,331460608.0,VM10-1-9-207,03:30:57.903966
slab_unrecl,memory,40026112.0,VM10-1-9-207,03:30:57.903966
used,memory,257024000.0,VM10-1-9-207,03:30:57.903966
buffered,memory,163397632.0,VM10-1-9-207,03:31:07.904837
cached,memory,3803656192.0,VM10-1-9-207,03:31:07.904837
free,memory,3780009984.0,VM10-1-9-207,03:31:07.904837
slab_recl,memory,331460608.0,VM10-1-9-207,03:31:07.904837
slab_unrecl,memory,39985152.0,VM10-1-9-207,03:31:07.904837
used,memory,257146880.0,VM10-1-9-207,03:31:07.904837
buffered,memory,163401728.0,VM10-1-9-207,03:31:17.906278
cached,memory,3803664384.0,VM10-1-9-207,03:31:17.906278
free,memory,3779760128.0,VM10-1-9-207,03:31:17.906278
slab_recl,memory,331464704.0,VM10-1-9-207,03:31:17.906278
slab_unrecl,memory,40284160.0,VM10-1-9-207,03:31:17.906278
used,memory,257081344.0,VM10-1-9-207,03:31:17.906278
buffered,memory,163409920.0,VM10-1-9-207,03:31:27.904164
cached,memory,3803672576.0,VM10-1-9-207,03:31:27.904164
free,memory,3779756032.0,VM10-1-9-207,03:31:27.904164
slab_recl,memory,331476992.0,VM10-1-9-207,03:31:27.904164
slab_unrecl,memory,40177664.0,VM10-1-9-207,03:31:27.904164
used,memory,257163264.0,VM10-1-9-207,03:31:27.904164
buffered,memory,163422208.0,VM10-1-9-207,03:31:37.903871
cached,memory,3803680768.0,VM10-1-9-207,03:31:37.903871
free,memory,3780108288.0,VM10-1-9-207,03:31:37.903871
slab_recl,memory,331452416.0,VM10-1-9-207,03:31:37.903871
slab_unrecl,memory,39952384.0,VM10-1-9-207,03:31:37.903871
used,memory,257040384.0,VM10-1-9-207,03:31:37.903871
buffered,memory,163426304.0,VM10-1-9-207,03:31:47.903872
cached,memory,3803688960.0,VM10-1-9-207,03:31:47.903872
free,memory,3779981312.0,VM10-1-9-207,03:31:47.903872
slab_recl,memory,331464704.0,VM10-1-9-207,03:31:47.903872
slab_unrecl,memory,39964672.0,VM10-1-9-207,03:31:47.903872
used,memory,257130496.0,VM10-1-9-207,03:31:47.903872
buffered,memory,163426304.0,VM10-1-9-207,03:31:57.906293
cached,memory,3803697152.0,VM10-1-9-207,03:31:57.906293
free,memory,3779629056.0,VM10-1-9-207,03:31:57.906293
slab_recl,memory,331456512.0,VM10-1-9-207,03:31:57.906293
slab_unrecl,memory,40194048.0,VM10-1-9-207,03:31:57.906293
used,memory,257253376.0,VM10-1-9-207,03:31:57.906293
buffered,memory,163430400.0,VM10-1-9-207,03:32:07.903950
cached,memory,3803705344.0,VM10-1-9-207,03:32:07.903950
free,memory,3779690496.0,VM10-1-9-207,03:32:07.903950
slab_recl,memory,331452416.0,VM10-1-9-207,03:32:07.903950
slab_unrecl,memory,40112128.0,VM10-1-9-207,03:32:07.903950
used,memory,257265664.0,VM10-1-9-207,03:32:07.903950
buffered,memory,163434496.0,VM10-1-9-207,03:32:17.903946
cached,memory,3803713536.0,VM10-1-9-207,03:32:17.903946
free,memory,3779915776.0,VM10-1-9-207,03:32:17.903946
slab_recl,memory,331440128.0,VM10-1-9-207,03:32:17.903946
slab_unrecl,memory,39870464.0,VM10-1-9-207,03:32:17.903946
used,memory,257282048.0,VM10-1-9-207,03:32:17.903946
buffered,memory,163438592.0,VM10-1-9-207,03:32:27.903908
cached,memory,3803721728.0,VM10-1-9-207,03:32:27.903908
free,memory,3779850240.0,VM10-1-9-207,03:32:27.903908
slab_recl,memory,331452416.0,VM10-1-9-207,03:32:27.903908
slab_unrecl,memory,39829504.0,VM10-1-9-207,03:32:27.903908
used,memory,257363968.0,VM10-1-9-207,03:32:27.903908
buffered,memory,163446784.0,VM10-1-9-207,03:32:37.903906
cached,memory,3803729920.0,VM10-1-9-207,03:32:37.903906
free,memory,3779346432.0,VM10-1-9-207,03:32:37.903906
slab_recl,memory,331440128.0,VM10-1-9-207,03:32:37.903906
slab_unrecl,memory,40194048.0,VM10-1-9-207,03:32:37.903906
used,memory,257499136.0,VM10-1-9-207,03:32:37.903906
buffered,memory,163450880.0,VM10-1-9-207,03:32:47.903896
cached,memory,3803738112.0,VM10-1-9-207,03:32:47.903896
free,memory,3779346432.0,VM10-1-9-207,03:32:47.903896
slab_recl,memory,331436032.0,VM10-1-9-207,03:32:47.903896
slab_unrecl,memory,40099840.0,VM10-1-9-207,03:32:47.903896
used,memory,257585152.0,VM10-1-9-207,03:32:47.903896
buffered,memory,163459072.0,VM10-1-9-207,03:32:57.903908
cached,memory,3803742208.0,VM10-1-9-207,03:32:57.903908
free,memory,3779629056.0,VM10-1-9-207,03:32:57.903908
slab_recl,memory,331423744.0,VM10-1-9-207,03:32:57.903908
slab_unrecl,memory,39841792.0,VM10-1-9-207,03:32:57.903908
used,memory,257560576.0,VM10-1-9-207,03:32:57.903908
buffered,memory,163463168.0,VM10-1-9-207,03:33:07.903920
cached,memory,3803754496.0,VM10-1-9-207,03:33:07.903920
free,memory,3779727360.0,VM10-1-9-207,03:33:07.903920
slab_recl,memory,331423744.0,VM10-1-9-207,03:33:07.903920
slab_unrecl,memory,39809024.0,VM10-1-9-207,03:33:07.903920
used,memory,257478656.0,VM10-1-9-207,03:33:07.903920
buffered,memory,163471360.0,VM10-1-9-207,03:33:17.903848
cached,memory,3803762688.0,VM10-1-9-207,03:33:17.903848
free,memory,3779407872.0,VM10-1-9-207,03:33:17.903848
slab_recl,memory,331444224.0,VM10-1-9-207,03:33:17.903848
slab_unrecl,memory,40267776.0,VM10-1-9-207,03:33:17.903848
used,memory,257302528.0,VM10-1-9-207,03:33:17.903848
buffered,memory,163475456.0,VM10-1-9-207,03:33:27.903885
cached,memory,3803770880.0,VM10-1-9-207,03:33:27.903885
free,memory,3779633152.0,VM10-1-9-207,03:33:27.903885
slab_recl,memory,331448320.0,VM10-1-9-207,03:33:27.903885
slab_unrecl,memory,40087552.0,VM10-1-9-207,03:33:27.903885
used,memory,257241088.0,VM10-1-9-207,03:33:27.903885
buffered,memory,163479552.0,VM10-1-9-207,03:33:37.903987
cached,memory,3803779072.0,VM10-1-9-207,03:33:37.903987
free,memory,3779788800.0,VM10-1-9-207,03:33:37.903987
slab_recl,memory,331444224.0,VM10-1-9-207,03:33:37.903987
slab_unrecl,memory,39833600.0,VM10-1-9-207,03:33:37.903987
used,memory,257331200.0,VM10-1-9-207,03:33:37.903987
buffered,memory,163487744.0,VM10-1-9-207,03:33:47.903912
cached,memory,3803783168.0,VM10-1-9-207,03:33:47.903912
free,memory,3779723264.0,VM10-1-9-207,03:33:47.903912
slab_recl,memory,331444224.0,VM10-1-9-207,03:33:47.903912
slab_unrecl,memory,39845888.0,VM10-1-9-207,03:33:47.903912
used,memory,257372160.0,VM10-1-9-207,03:33:47.903912
buffered,memory,163495936.0,VM10-1-9-207,03:33:57.903823
cached,memory,3803795456.0,VM10-1-9-207,03:33:57.903823
free,memory,3779440640.0,VM10-1-9-207,03:33:57.903823
slab_recl,memory,331440128.0,VM10-1-9-207,03:33:57.903823
slab_unrecl,memory,40177664.0,VM10-1-9-207,03:33:57.903823
used,memory,257306624.0,VM10-1-9-207,03:33:57.903823
buffered,memory,163512320.0,VM10-1-9-207,03:34:07.904389
cached,memory,3803803648.0,VM10-1-9-207,03:34:07.904389
free,memory,3779502080.0,VM10-1-9-207,03:34:07.904389
slab_recl,memory,331440128.0,VM10-1-9-207,03:34:07.904389
slab_unrecl,memory,40087552.0,VM10-1-9-207,03:34:07.904389
used,memory,257310720.0,VM10-1-9-207,03:34:07.904389
